code_insee,nom,population,nombre_d_equipements_sportifs,ratio_de_la_commune,strate_de_la_commune,ratio_de_la_strate_de_commune,ratio_du_departement,nom_de_l_epci_de_rattachement,moyenne_de_l_epci,strate_de_l_epci,moyenne_de_la_strate_de_l_epci,nombre_de_types_d_equipements,moyenne_du_nombre_de_types_d_equipements_de_la_tranche_de_la_c,nombre_de_type_d_equipements_de_l_epci,moyenne_du_nombre_de_types_d_equipements_de_la_tranche_de_l_ep,_01___bassin_de_natation,_02___boulodrome,_03___bowling,_04___circuit_piste_de_sports_mecaniques,_05___court_de_tennis,_06___equipement_de_cyclisme,_07___equipement_piste_de_ski,_08___equipement_d_activites_de_forme_et_de_sante,_09___equipement_equestre,_10___equipement_d_athletisme,_11___mur_et_fronton,_12___parcours_de_golf,_13___parcours_sportif_sante,_14___pas_de_tir,_15___aire_de_sports_de_glaces,_16___plaine_de_jeux,_17___plateau_eps,_18___salle_de_combat,_19___salle_multisports,_21___salle_ou_terrain_specialise,_22___salle_non_specialisee,_23___site_d_activites_aeriennes,_24___site_d_activites_aquatiques_et_nautiques,_25___site_de_modelisme,_26___skate_park_velo_freestyle,_27___structure_artificielle_d_escalade,_28___terrain_de_grands_jeux,_29___terrain_exterieur_de_petits_jeux_collectifs,_30___divers_equipements_sports_de_nature,_31___divers_equipements,longitude,latitude,the_geom,cartodb_id,created_at,updated_at
64056,Arrosès,148,3,20.3,Moins de 2000,7.9,14.3,CC du Canton de Lembeye en Vic-Bilh,12.5,Moins de 20.000,8.5,3,2.5,14,14.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110046025090986,43.5467319928511,0101000020E61000008D11D2EEF92BBCBF777C5E50FBC54540,20010,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98731,Nuku-Hiva,2966,36,12.1,2.000 à 10.000,5.6,5.4,,,,,13,9.8,29,,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,4,1,1,1,1,3,9,0,0,0,3,7,0,0,,,,28521,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98732,NUKUTAVAKE,352,1,2.8,Moins de 2000,7.9,5.4,,,,,1,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,28522,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98733,PAEA,12541,45,3.6,10.000 à 50.000,3.6,5.4,,,,,14,15.2,29,,0,1,0,0,3,0,0,1,0,1,1,0,0,0,0,0,11,2,1,0,1,0,9,0,0,2,3,7,2,0,,,,28523,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98734,PAPARA,11143,45,4,10.000 à 50.000,3.6,5.4,,,,,14,15.2,29,,0,1,0,0,3,0,0,0,0,2,2,2,0,0,0,0,12,2,1,1,2,0,4,0,1,0,6,6,0,0,,,,28524,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98735,PAPEETE,25769,98,3.8,10.000 à 50.000,3.6,5.4,,,,,17,15.2,29,,4,5,0,0,9,0,0,7,0,2,2,0,1,1,0,0,24,4,7,11,4,0,3,0,1,0,8,5,0,0,,,,28525,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98736,PIRAE,14129,79,5.6,10.000 à 50.000,3.6,5.4,,,,,19,15.2,29,,1,3,0,0,16,1,0,1,3,1,2,0,0,1,0,0,14,5,4,5,0,1,3,0,0,1,9,6,2,0,,,,28526,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98737,PUKAPUKA,166,2,12,Moins de 2000,7.9,5.4,,,,,2,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,28527,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98738,PUNAAUIA,27613,75,2.7,10.000 à 50.000,3.6,5.4,,,,,16,15.2,29,,3,0,0,0,8,0,0,0,0,1,1,1,0,0,0,0,9,2,3,7,1,1,30,0,0,1,4,2,1,0,,,,28528,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98739,RAIVAVAE,947,10,10.6,Moins de 2000,7.9,5.4,,,,,5,2.5,29,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,2,0,0,,,,28529,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98740,RANGIROA,3281,33,10.1,2.000 à 10.000,5.6,5.4,,,,,8,9.8,29,,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,3,1,0,0,12,0,0,0,3,1,0,0,,,,28530,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98742,REAO,606,4,6.6,Moins de 2000,7.9,5.4,,,,,3,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,,,,28532,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98743,Rimatara,879,3,3.4,Moins de 2000,7.9,5.4,,,,,3,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,28533,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98744,RURUTU,2325,12,5.2,2.000 à 10.000,5.6,5.4,,,,,5,9.8,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,4,3,0,0,,,,28534,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98745,TAHAA,5220,15,2.9,2.000 à 10.000,5.6,5.4,,,,,8,9.8,29,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,3,0,1,0,0,0,3,1,0,0,,,,28535,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98746,TAHUATA,703,4,5.7,Moins de 2000,7.9,5.4,,,,,4,2.5,29,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,,,,28536,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98747,TAIARAPU-EST,12253,33,2.7,10.000 à 50.000,3.6,5.4,,,,,16,15.2,29,,1,1,0,1,2,1,0,0,1,1,1,0,0,0,0,0,3,2,4,1,1,0,4,0,0,0,7,2,0,0,,,,28537,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98748,TAIARAPU-OUEST,7639,17,2.2,2.000 à 10.000,5.6,5.4,,,,,5,9.8,29,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,9,0,0,0,3,0,0,0,,,,28538,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98749,TAKAROA,1243,5,4,Moins de 2000,7.9,5.4,,,,,2,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,28539,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98750,TAPUTAPUATEA,4786,11,2.3,2.000 à 10.000,5.6,5.4,,,,,5,9.8,29,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,3,0,0,0,,,,28540,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98751,TATAKOTO,294,5,17,Moins de 2000,7.9,5.4,,,,,3,2.5,29,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,28541,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98752,TEVA I UTA,9398,18,1.9,2.000 à 10.000,5.6,5.4,,,,,8,9.8,29,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,0,4,0,0,0,3,3,0,0,,,,28542,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98753,TUBUAI,2173,21,9.7,2.000 à 10.000,5.6,5.4,,,,,9,9.8,29,,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,8,0,1,1,1,0,5,0,0,0,1,1,0,0,,,,28543,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98754,TUMARAA,3762,8,2.1,2.000 à 10.000,5.6,5.4,,,,,5,9.8,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,3,0,0,,,,28544,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98756,Ua-Huka,621,10,16.1,Moins de 2000,7.9,5.4,,,,,4,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,2,3,0,0,,,,28545,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98757,Ua-Pou,2173,17,7.8,2.000 à 10.000,5.6,5.4,,,,,8,9.8,29,,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,2,0,0,0,2,2,0,0,,,,28546,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98801,BELEP,895,3,3.4,Moins de 2000,7.9,6.8,,,,,2,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,28548,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98802,Bouloupari,2418,16,6.6,2.000 à 10.000,5.6,6.8,,,,,8,9.8,29,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,6,1,1,0,,,,28549,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98803,BOURAIL,4999,45,9,2.000 à 10.000,5.6,6.8,,,,,15,9.8,29,,0,1,0,2,4,1,0,0,4,1,0,0,0,0,0,0,5,1,2,3,0,0,6,0,0,1,5,4,5,0,,,,28550,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98804,CANALA,3341,25,7.5,2.000 à 10.000,5.6,6.8,,,,,8,9.8,29,,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,10,3,2,0,,,,28551,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98805,Dumbéa,24103,50,2.1,10.000 à 50.000,3.6,6.8,,,,,17,15.2,29,,3,2,0,0,7,0,0,2,1,1,0,1,1,0,0,0,5,2,2,2,0,3,0,0,1,0,11,4,2,0,,,,28552,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98806,FARINO,598,3,5,Moins de 2000,7.9,6.8,,,,,2,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,28553,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98807,Hienghène,2399,27,11.3,2.000 à 10.000,5.6,6.8,,,,,6,9.8,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7,0,0,0,3,10,4,0,,,,28554,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98808,Houaïlou,3945,21,5.3,2.000 à 10.000,5.6,6.8,,,,,4,9.8,29,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,1,0,0,,,,28555,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98809,Îles-des-Pins,1969,9,4.6,Moins de 2000,7.9,6.8,,,,,3,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,4,0,0,0,,,,28556,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98810,Kaala-Gomen,1931,9,4.7,Moins de 2000,7.9,6.8,,,,,5,2.5,29,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,,,,28557,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98811,Koné,5199,43,8.3,2.000 à 10.000,5.6,6.8,,,,,12,9.8,29,,1,3,0,0,2,0,0,0,2,1,0,0,0,0,0,0,14,1,1,0,0,0,1,0,0,0,13,2,2,0,,,,28558,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98812,KOUMAC,3690,40,10.8,2.000 à 10.000,5.6,6.8,,,,,16,9.8,29,,0,1,0,0,5,0,0,0,3,1,0,0,1,1,0,0,4,2,1,3,0,1,3,0,0,2,8,3,1,0,,,,28559,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98813,LA FOA,3323,35,10.5,2.000 à 10.000,5.6,6.8,,,,,15,9.8,29,,1,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,6,1,1,2,0,0,2,0,0,1,8,2,4,1,,,,28560,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98814,LIFOU,8627,86,10,2.000 à 10.000,5.6,6.8,,,,,9,9.8,29,,0,1,0,0,8,0,0,0,0,3,0,0,0,0,0,0,25,0,1,0,0,0,4,0,0,0,28,9,7,0,,,,28561,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98815,Maré,5417,32,5.9,2.000 à 10.000,5.6,6.8,,,,,7,9.8,29,,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,9,1,2,0,,,,28562,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98816,MOINDOU,704,4,5.7,Moins de 2000,7.9,6.8,,,,,3,2.5,29,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,28563,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98817,Mont-Dore,25683,99,3.9,10.000 à 50.000,3.6,6.8,,,,,18,15.2,29,,1,3,0,0,1,0,0,2,4,10,0,0,1,4,0,0,31,2,3,3,2,0,1,0,4,0,16,5,6,0,,,,28564,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98818,Nouméa,97579,235,2.4,50.000 à 100.000,2.7,6.8,,,,,22,18.5,29,,7,5,0,0,42,1,0,32,14,7,1,3,0,4,0,0,27,14,6,13,0,3,13,1,3,2,29,6,2,0,,,,28565,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98820,Ouvéa,3392,35,10.3,2.000 à 10.000,5.6,6.8,,,,,7,9.8,29,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,4,0,0,0,13,10,0,0,,,,28567,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98821,Païta,16358,86,5.3,10.000 à 50.000,3.6,6.8,,,,,17,15.2,29,,1,4,0,2,4,0,0,0,7,4,1,0,0,4,0,0,20,2,0,3,1,1,0,0,0,2,14,15,1,0,,,,28568,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98822,Poindimié,4818,53,11,2.000 à 10.000,5.6,6.8,,,,,11,9.8,29,,3,1,0,1,3,0,0,0,0,1,1,0,0,0,0,0,6,0,1,0,0,0,5,0,0,0,14,17,0,0,,,,28569,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98823,Ponérihouen,2384,13,5.5,2.000 à 10.000,5.6,6.8,,,,,5,9.8,29,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,6,2,0,0,,,,28570,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98824,Pouébo,2416,11,4.6,2.000 à 10.000,5.6,6.8,,,,,4,9.8,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,1,0,,,,28571,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98825,POUEMBOUT,2078,16,7.7,2.000 à 10.000,5.6,6.8,,,,,8,9.8,29,,0,0,0,1,4,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,1,0,0,0,1,0,2,0,,,,28572,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98826,POUM,1388,10,7.2,Moins de 2000,7.9,6.8,,,,,4,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,3,0,2,0,,,,28573,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98827,POYA,2648,18,6.8,2.000 à 10.000,5.6,6.8,,,,,6,9.8,29,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,5,1,1,0,,,,28574,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98828,Sarraméa,636,6,9.4,Moins de 2000,7.9,6.8,,,,,3,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,,,,28575,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98829,THIO,2629,25,9.5,2.000 à 10.000,5.6,6.8,,,,,7,9.8,29,,0,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,11,0,0,,,,28576,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98830,TOUHO,2247,15,6.7,2.000 à 10.000,5.6,6.8,,,,,5,9.8,29,,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,1,0,0,,,,28577,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98831,VOH,2408,12,5,2.000 à 10.000,5.6,6.8,,,,,5,9.8,29,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,1,0,,,,28578,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98832,Yaté,1881,10,5.3,Moins de 2000,7.9,6.8,,,,,3,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,2,0,,,,28579,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98833,KOUAOUA,1345,12,8.9,Moins de 2000,7.9,6.8,,,,,5,2.5,29,,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,0,0,,,,28580,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98724,HUAHINE,6313,27,4.3,2.000 à 10.000,5.6,5.4,,,,,9,9.8,29,,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,6,2,1,1,0,0,7,0,0,0,4,0,0,0,,,,28514,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98725,MAHINA,14351,24,1.7,10.000 à 50.000,3.6,5.4,,,,,12,15.2,29,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,2,2,2,1,0,4,0,0,0,2,1,2,0,,,,28515,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98726,MAKEMO,1558,7,4.5,Moins de 2000,7.9,5.4,,,,,2,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,28516,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98727,MANIHI,1240,5,4,Moins de 2000,7.9,5.4,,,,,3,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,,,,28517,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98728,MAUPITI,1234,6,4.9,Moins de 2000,7.9,5.4,,,,,3,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,28518,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98729,Moorea-Maiao,17236,65,3.8,10.000 à 50.000,3.6,5.4,,,,,12,15.2,29,,0,0,0,0,2,0,0,2,0,1,0,1,0,1,0,0,9,0,2,3,4,0,28,0,0,0,9,0,3,0,,,,28519,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98730,NAPUKA,359,1,2.8,Moins de 2000,7.9,5.4,,,,,1,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,28520,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
97701,Saint-Barthélemy,9035,16,1.8,2.000 à 10.000,5.6,1.8,,,,,11,9.8,29,,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,0,1,0,1,0,1,4,0,0,,,,28497,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
97801,Saint-Martin,36286,27,0.7,10.000 à 50.000,3.6,0.7,,,,,6,15.2,29,,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,9,0,3,2,0,0,0,0,0,0,4,0,0,0,,,,28498,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98611,ALO,2666,8,3,2.000 à 10.000,5.6,3.3,,,,,5,9.8,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,4,0,0,,,,28499,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98612,SIGAVE,1591,6,3.8,Moins de 2000,7.9,3.3,,,,,4,2.5,29,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,,,,28500,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98613,UVEA,8584,26,3,2.000 à 10.000,5.6,3.3,,,,,9,9.8,29,,0,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,10,0,1,0,0,0,1,0,0,0,5,3,0,0,,,,28501,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98711,ANAA,897,4,4.5,Moins de 2000,7.9,5.4,,,,,3,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,,,,28502,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98712,Arue,9537,44,4.6,2.000 à 10.000,5.6,5.4,,,,,11,9.8,29,,0,0,0,0,6,0,0,2,0,1,0,0,2,0,0,0,8,2,2,0,0,0,14,0,1,0,2,4,0,0,,,,28503,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98713,ARUTUA,1500,2,1.3,Moins de 2000,7.9,5.4,,,,,2,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,28504,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98714,Bora-Bora,9610,17,1.8,2.000 à 10.000,5.6,5.4,,,,,6,9.8,29,,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,6,0,0,0,3,0,0,0,,,,28505,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98715,FAAA,29687,72,2.4,10.000 à 50.000,3.6,5.4,,,,,18,15.2,29,,0,3,0,0,6,0,0,10,0,1,2,1,2,0,0,0,15,2,2,0,1,1,8,0,1,1,7,8,1,0,,,,28506,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98716,FAKARAVA,1579,3,1.9,Moins de 2000,7.9,5.4,,,,,2,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,,,,28507,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98718,Fatu-Hiva,611,5,8.2,Moins de 2000,7.9,5.4,,,,,3,2.5,29,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,,,28508,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98719,GAMBIER,1421,2,1.4,Moins de 2000,7.9,5.4,,,,,2,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,28509,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98721,HIKUERU,240,2,8.3,Moins de 2000,7.9,5.4,,,,,2,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,28511,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98722,HITIAA O TE RA,9585,25,2.6,2.000 à 10.000,5.6,5.4,,,,,9,9.8,29,,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,7,0,2,2,0,0,6,0,0,0,2,0,1,0,,,,28512,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
98723,Hiva-Oa,2190,33,15.1,2.000 à 10.000,5.6,5.4,,,,,10,9.8,29,,0,2,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,6,0,0,0,6,10,0,0,,,,28513,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
5002,Agnières-en-Dévoluy,270,0,0,Moins de 2000,7.9,45.2,,,,,0,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,29022,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
5020,Bénévent-et-Charbillac,270,0,0,Moins de 2000,7.9,45.2,,,,,0,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,29023,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
5042,La Cluse,53,0,0,Moins de 2000,7.9,45.2,,,,,0,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,29026,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
5067,Les Infournas,28,0,0,Moins de 2000,7.9,45.2,,,,,0,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,29027,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
5138,Saint-Disdier,136,0,0,Moins de 2000,7.9,45.2,,,,,0,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,29031,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
49372,Le Vieil-Baugé,1266,0,0,Moins de 2000,7.9,8.2,,,,,0,2.5,29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,32843,2015-02-09 15:27:30.386509+00,2015-02-09 15:27:30.386509+00
