concession_id,event_id,nom_equipement,nom_stand,type_stand,recette_nourriture_boisson_eur,recette_merchandising_eur,panier_moyen_par_spectateur_eur
CNS-00207,EVT-STADE-2025-0042,Rhenus Sport,Buvette Tribune Sud,Restauration / Buvette,132969.84,0.0,2.41
CNS-00208,EVT-STADE-2025-0042,Rhenus Sport,Boutique Officielle Club,Boutique Merchandising,0.0,249698.55,4.52
CNS-00209,EVT-STADE-2025-0042,Rhenus Sport,Bar VIP Loges Prestige,Bar VIP Loges,310959.18,96969.29,7.38
CNS-00210,EVT-STADE-2025-0042,Rhenus Sport,Stand Snacking Parvis,Restauration / Buvette,218004.52,0.0,3.95
CNS-00211,EVT-STADE-2025-0043,Stade de la Meinau,Buvette Tribune Nord,Restauration / Buvette,65981.33,0.0,2.9
CNS-00212,EVT-STADE-2025-0043,Stade de la Meinau,Buvette Tribune Sud,Restauration / Buvette,61264.21,0.0,2.69
CNS-00213,EVT-STADE-2025-0043,Stade de la Meinau,Boutique Officielle Club,Boutique Merchandising,0.0,103508.46,4.55
CNS-00214,EVT-STADE-2025-0043,Stade de la Meinau,Bar VIP Loges Prestige,Bar VIP Loges,157653.9,23978.26,7.98
CNS-00215,EVT-STADE-2025-0043,Stade de la Meinau,Stand Snacking Parvis,Restauration / Buvette,79497.82,0.0,3.49
CNS-00216,EVT-STADE-2025-0044,Stade Chaban-Delmas,Buvette Tribune Nord,Restauration / Buvette,173154.56,0.0,3.18
CNS-00217,EVT-STADE-2025-0044,Stade Chaban-Delmas,Buvette Tribune Sud,Restauration / Buvette,211812.28,0.0,3.89
CNS-00218,EVT-STADE-2025-0044,Stade Chaban-Delmas,Boutique Officielle Club,Boutique Merchandising,0.0,495948.7,9.11
CNS-00219,EVT-STADE-2025-0044,Stade Chaban-Delmas,Bar VIP Loges Prestige,Bar VIP Loges,367621.23,142456.21,9.37
CNS-00220,EVT-STADE-2025-0044,Stade Chaban-Delmas,Stand Snacking Parvis,Restauration / Buvette,188051.63,0.0,3.46
CNS-00221,EVT-STADE-2025-0045,Palais des Sports Saint-Sauveur,Buvette Tribune Nord,Restauration / Buvette,37038.7,0.0,4.02
CNS-00222,EVT-STADE-2025-0045,Palais des Sports Saint-Sauveur,Buvette Tribune Sud,Restauration / Buvette,29982.99,0.0,3.25
CNS-00223,EVT-STADE-2025-0045,Palais des Sports Saint-Sauveur,Boutique Officielle Club,Boutique Merchandising,0.0,53738.75,5.83
CNS-00224,EVT-STADE-2025-0045,Palais des Sports Saint-Sauveur,Bar VIP Loges Prestige,Bar VIP Loges,57754.58,18764.79,8.29
CNS-00225,EVT-STADE-2025-0045,Palais des Sports Saint-Sauveur,Stand Snacking Parvis,Restauration / Buvette,40907.15,0.0,4.43
CNS-00226,EVT-STADE-2025-0046,Accor Arena,Buvette Tribune Nord,Restauration / Buvette,75181.88,0.0,3.95
CNS-00227,EVT-STADE-2025-0046,Accor Arena,Buvette Tribune Sud,Restauration / Buvette,62107.54,0.0,3.26
CNS-00228,EVT-STADE-2025-0046,Accor Arena,Boutique Officielle Club,Boutique Merchandising,0.0,101522.6,5.34
CNS-00229,EVT-STADE-2025-0046,Accor Arena,Bar VIP Loges Prestige,Bar VIP Loges,253647.7,65324.34,16.77
CNS-00230,EVT-STADE-2025-0046,Accor Arena,Stand Snacking Parvis,Restauration / Buvette,76679.46,0.0,4.03
CNS-00231,EVT-STADE-2025-0047,Patinoire Pôle Sud,Buvette Tribune Nord,Restauration / Buvette,59639.85,0.0,4.42
CNS-00232,EVT-STADE-2025-0047,Patinoire Pôle Sud,Buvette Tribune Sud,Restauration / Buvette,36178.55,0.0,2.68
CNS-00233,EVT-STADE-2025-0047,Patinoire Pôle Sud,Boutique Officielle Club,Boutique Merchandising,0.0,76568.29,5.68
CNS-00234,EVT-STADE-2025-0047,Patinoire Pôle Sud,Bar VIP Loges Prestige,Bar VIP Loges,153032.38,27015.2,13.35
CNS-00235,EVT-STADE-2025-0047,Patinoire Pôle Sud,Stand Snacking Parvis,Restauration / Buvette,29657.21,0.0,2.2
CNS-00236,EVT-STADE-2025-0048,Stade Chaban-Delmas,Buvette Tribune Nord,Restauration / Buvette,235672.57,0.0,4.48
CNS-00237,EVT-STADE-2025-0048,Stade Chaban-Delmas,Buvette Tribune Sud,Restauration / Buvette,156304.86,0.0,2.97
CNS-00238,EVT-STADE-2025-0048,Stade Chaban-Delmas,Boutique Officielle Club,Boutique Merchandising,0.0,578675.12,11.0
CNS-00239,EVT-STADE-2025-0048,Stade Chaban-Delmas,Bar VIP Loges Prestige,Bar VIP Loges,462346.11,145342.63,11.55
CNS-00240,EVT-STADE-2025-0048,Stade Chaban-Delmas,Stand Snacking Parvis,Restauration / Buvette,201458.54,0.0,3.83
CNS-00241,EVT-STADE-2025-0049,Halle de la Trocardière,Buvette Tribune Nord,Restauration / Buvette,120173.0,0.0,3.17
CNS-00242,EVT-STADE-2025-0049,Halle de la Trocardière,Buvette Tribune Sud,Restauration / Buvette,164725.07,0.0,4.34
CNS-00243,EVT-STADE-2025-0049,Halle de la Trocardière,Boutique Officielle Club,Boutique Merchandising,0.0,245177.54,6.46
CNS-00244,EVT-STADE-2025-0049,Halle de la Trocardière,Bar VIP Loges Prestige,Bar VIP Loges,448606.81,109963.37,14.71
CNS-00245,EVT-STADE-2025-0049,Halle de la Trocardière,Stand Snacking Parvis,Restauration / Buvette,100632.49,0.0,2.65
CNS-00246,EVT-STADE-2025-0050,Rhenus Sport,Buvette Tribune Nord,Restauration / Buvette,187519.04,0.0,3.93
CNS-00247,EVT-STADE-2025-0050,Rhenus Sport,Buvette Tribune Sud,Restauration / Buvette,144530.11,0.0,3.03
CNS-00248,EVT-STADE-2025-0050,Rhenus Sport,Boutique Officielle Club,Boutique Merchandising,0.0,386772.81,8.11
CNS-00249,EVT-STADE-2025-0050,Rhenus Sport,Bar VIP Loges Prestige,Bar VIP Loges,380468.21,120891.05,10.51
CNS-00250,EVT-STADE-2025-0050,Rhenus Sport,Stand Snacking Parvis,Restauration / Buvette,146940.85,0.0,3.08
CNS-00251,EVT-STADE-2025-0051,Le Liberté,Buvette Tribune Nord,Restauration / Buvette,37667.18,0.0,2.56
CNS-00252,EVT-STADE-2025-0051,Le Liberté,Buvette Tribune Sud,Restauration / Buvette,33179.87,0.0,2.25
CNS-00253,EVT-STADE-2025-0051,Le Liberté,Boutique Officielle Club,Boutique Merchandising,0.0,142618.83,9.69
CNS-00254,EVT-STADE-2025-0051,Le Liberté,Bar VIP Loges Prestige,Bar VIP Loges,109270.78,59371.45,11.46
CNS-00255,EVT-STADE-2025-0051,Le Liberté,Stand Snacking Parvis,Restauration / Buvette,46083.02,0.0,3.13
CNS-00256,EVT-STADE-2025-0052,Stade de la Beaujoire,Buvette Tribune Nord,Restauration / Buvette,41884.81,0.0,2.49
CNS-00257,EVT-STADE-2025-0052,Stade de la Beaujoire,Buvette Tribune Sud,Restauration / Buvette,52375.05,0.0,3.11
CNS-00258,EVT-STADE-2025-0052,Stade de la Beaujoire,Boutique Officielle Club,Boutique Merchandising,0.0,89320.68,5.31
CNS-00259,EVT-STADE-2025-0052,Stade de la Beaujoire,Bar VIP Loges Prestige,Bar VIP Loges,135416.56,31406.17,9.92
CNS-00260,EVT-STADE-2025-0052,Stade de la Beaujoire,Stand Snacking Parvis,Restauration / Buvette,48826.19,0.0,2.9
CNS-00261,EVT-STADE-2025-0053,Stade Ernest-Wallon,Buvette Tribune Nord,Restauration / Buvette,178447.35,0.0,4.34
CNS-00262,EVT-STADE-2025-0053,Stade Ernest-Wallon,Buvette Tribune Sud,Restauration / Buvette,163808.6,0.0,3.99
CNS-00263,EVT-STADE-2025-0053,Stade Ernest-Wallon,Boutique Officielle Club,Boutique Merchandising,0.0,202643.83,4.93
CNS-00264,EVT-STADE-2025-0053,Stade Ernest-Wallon,Bar VIP Loges Prestige,Bar VIP Loges,469373.58,91520.7,13.65
CNS-00265,EVT-STADE-2025-0053,Stade Ernest-Wallon,Stand Snacking Parvis,Restauration / Buvette,98219.87,0.0,2.39
CNS-00266,EVT-STADE-2025-0054,Palais des Sports de Marseille,Buvette Tribune Nord,Restauration / Buvette,132808.31,0.0,4.49
CNS-00267,EVT-STADE-2025-0054,Palais des Sports de Marseille,Buvette Tribune Sud,Restauration / Buvette,86343.83,0.0,2.92
CNS-00268,EVT-STADE-2025-0054,Palais des Sports de Marseille,Boutique Officielle Club,Boutique Merchandising,0.0,309936.19,10.48
CNS-00269,EVT-STADE-2025-0054,Palais des Sports de Marseille,Bar VIP Loges Prestige,Bar VIP Loges,235547.61,47451.4,9.57
CNS-00270,EVT-STADE-2025-0054,Palais des Sports de Marseille,Stand Snacking Parvis,Restauration / Buvette,122256.49,0.0,4.13
CNS-00271,EVT-STADE-2025-0055,Stade Pierre-Mauroy,Buvette Tribune Nord,Restauration / Buvette,117443.09,0.0,3.56
CNS-00272,EVT-STADE-2025-0055,Stade Pierre-Mauroy,Buvette Tribune Sud,Restauration / Buvette,136652.98,0.0,4.14
CNS-00273,EVT-STADE-2025-0055,Stade Pierre-Mauroy,Boutique Officielle Club,Boutique Merchandising,0.0,273796.39,8.3
CNS-00274,EVT-STADE-2025-0055,Stade Pierre-Mauroy,Bar VIP Loges Prestige,Bar VIP Loges,237631.94,74215.35,9.46
CNS-00275,EVT-STADE-2025-0055,Stade Pierre-Mauroy,Stand Snacking Parvis,Restauration / Buvette,96623.8,0.0,2.93
CNS-00276,EVT-STADE-2025-0056,Stade des Alpes,Buvette Tribune Nord,Restauration / Buvette,32015.92,0.0,3.03
CNS-00277,EVT-STADE-2025-0056,Stade des Alpes,Buvette Tribune Sud,Restauration / Buvette,27726.28,0.0,2.62
CNS-00278,EVT-STADE-2025-0056,Stade des Alpes,Boutique Officielle Club,Boutique Merchandising,0.0,76187.61,7.2
CNS-00279,EVT-STADE-2025-0056,Stade des Alpes,Bar VIP Loges Prestige,Bar VIP Loges,77866.27,10193.97,8.33
CNS-00280,EVT-STADE-2025-0056,Stade des Alpes,Stand Snacking Parvis,Restauration / Buvette,36701.49,0.0,3.47
CNS-00281,EVT-STADE-2025-0057,Stade de France,Buvette Tribune Nord,Restauration / Buvette,188336.6,0.0,3.83
CNS-00282,EVT-STADE-2025-0057,Stade de France,Buvette Tribune Sud,Restauration / Buvette,218921.77,0.0,4.45
CNS-00283,EVT-STADE-2025-0057,Stade de France,Boutique Officielle Club,Boutique Merchandising,0.0,231127.13,4.7
CNS-00284,EVT-STADE-2025-0057,Stade de France,Bar VIP Loges Prestige,Bar VIP Loges,383214.77,171568.07,11.28
CNS-00285,EVT-STADE-2025-0057,Stade de France,Stand Snacking Parvis,Restauration / Buvette,150353.31,0.0,3.06
CNS-00286,EVT-STADE-2025-0058,Le Liberté,Buvette Tribune Nord,Restauration / Buvette,27804.95,0.0,2.67
CNS-00287,EVT-STADE-2025-0058,Le Liberté,Buvette Tribune Sud,Restauration / Buvette,41409.75,0.0,3.97
CNS-00288,EVT-STADE-2025-0058,Le Liberté,Boutique Officielle Club,Boutique Merchandising,0.0,102180.27,9.8
CNS-00289,EVT-STADE-2025-0058,Le Liberté,Bar VIP Loges Prestige,Bar VIP Loges,72047.83,26862.6,9.49
CNS-00290,EVT-STADE-2025-0058,Le Liberté,Stand Snacking Parvis,Restauration / Buvette,45913.64,0.0,4.4
CNS-00291,EVT-STADE-2025-0059,Palais des Sports de Marseille,Buvette Tribune Nord,Restauration / Buvette,120562.57,0.0,4.11
CNS-00292,EVT-STADE-2025-0059,Palais des Sports de Marseille,Buvette Tribune Sud,Restauration / Buvette,74240.0,0.0,2.53
CNS-00293,EVT-STADE-2025-0059,Palais des Sports de Marseille,Boutique Officielle Club,Boutique Merchandising,0.0,305657.23,10.41
CNS-00294,EVT-STADE-2025-0059,Palais des Sports de Marseille,Bar VIP Loges Prestige,Bar VIP Loges,203982.41,76174.0,9.54
CNS-00295,EVT-STADE-2025-0059,Palais des Sports de Marseille,Stand Snacking Parvis,Restauration / Buvette,84094.29,0.0,2.86
CNS-00296,EVT-STADE-2025-0060,Stadium de Toulouse,Buvette Tribune Nord,Restauration / Buvette,42291.32,0.0,4.15
CNS-00297,EVT-STADE-2025-0060,Stadium de Toulouse,Buvette Tribune Sud,Restauration / Buvette,33712.15,0.0,3.31
CNS-00298,EVT-STADE-2025-0060,Stadium de Toulouse,Boutique Officielle Club,Boutique Merchandising,0.0,80258.74,7.88
CNS-00299,EVT-STADE-2025-0060,Stadium de Toulouse,Bar VIP Loges Prestige,Bar VIP Loges,67831.36,32086.85,9.81
CNS-00300,EVT-STADE-2025-0060,Stadium de Toulouse,Stand Snacking Parvis,Restauration / Buvette,24509.72,0.0,2.41
CNS-00301,EVT-STADE-2025-0061,Stade Ernest-Wallon,Buvette Tribune Nord,Restauration / Buvette,82594.5,0.0,2.17
CNS-00302,EVT-STADE-2025-0061,Stade Ernest-Wallon,Buvette Tribune Sud,Restauration / Buvette,148843.18,0.0,3.91
CNS-00303,EVT-STADE-2025-0061,Stade Ernest-Wallon,Boutique Officielle Club,Boutique Merchandising,0.0,258225.58,6.78
CNS-00304,EVT-STADE-2025-0061,Stade Ernest-Wallon,Bar VIP Loges Prestige,Bar VIP Loges,382427.63,127544.44,13.39
CNS-00305,EVT-STADE-2025-0061,Stade Ernest-Wallon,Stand Snacking Parvis,Restauration / Buvette,132391.4,0.0,3.47
CNS-00306,EVT-STADE-2025-0062,Stade Ernest-Wallon,Buvette Tribune Nord,Restauration / Buvette,128486.29,0.0,3.26
CNS-00307,EVT-STADE-2025-0062,Stade Ernest-Wallon,Buvette Tribune Sud,Restauration / Buvette,141042.92,0.0,3.58
CNS-00308,EVT-STADE-2025-0062,Stade Ernest-Wallon,Boutique Officielle Club,Boutique Merchandising,0.0,406484.97,10.33
CNS-00309,EVT-STADE-2025-0062,Stade Ernest-Wallon,Bar VIP Loges Prestige,Bar VIP Loges,418894.95,52737.33,11.98
CNS-00310,EVT-STADE-2025-0062,Stade Ernest-Wallon,Stand Snacking Parvis,Restauration / Buvette,124831.89,0.0,3.17
CNS-00311,EVT-STADE-2025-0063,Orange Vélodrome,Buvette Tribune Nord,Restauration / Buvette,69643.83,0.0,2.67
CNS-00312,EVT-STADE-2025-0063,Orange Vélodrome,Buvette Tribune Sud,Restauration / Buvette,96236.74,0.0,3.7
CNS-00313,EVT-STADE-2025-0063,Orange Vélodrome,Boutique Officielle Club,Boutique Merchandising,0.0,258050.69,9.91
CNS-00314,EVT-STADE-2025-0063,Orange Vélodrome,Bar VIP Loges Prestige,Bar VIP Loges,172394.49,57485.08,8.83
CNS-00315,EVT-STADE-2025-0063,Orange Vélodrome,Stand Snacking Parvis,Restauration / Buvette,71476.9,0.0,2.74
CNS-00316,EVT-STADE-2025-0064,Accor Arena,Buvette Tribune Nord,Restauration / Buvette,76317.05,0.0,3.83
CNS-00317,EVT-STADE-2025-0064,Accor Arena,Buvette Tribune Sud,Restauration / Buvette,50190.24,0.0,2.52
CNS-00318,EVT-STADE-2025-0064,Accor Arena,Boutique Officielle Club,Boutique Merchandising,0.0,88910.84,4.46
CNS-00319,EVT-STADE-2025-0064,Accor Arena,Bar VIP Loges Prestige,Bar VIP Loges,175093.35,24737.08,10.02
CNS-00320,EVT-STADE-2025-0064,Accor Arena,Stand Snacking Parvis,Restauration / Buvette,86140.67,0.0,4.32
CNS-00321,EVT-STADE-2025-0065,Stade de Gerland,Buvette Tribune Nord,Restauration / Buvette,222741.14,0.0,3.31
CNS-00322,EVT-STADE-2025-0065,Stade de Gerland,Buvette Tribune Sud,Restauration / Buvette,243595.1,0.0,3.62
CNS-00323,EVT-STADE-2025-0065,Stade de Gerland,Boutique Officielle Club,Boutique Merchandising,0.0,560129.35,8.34
CNS-00324,EVT-STADE-2025-0065,Stade de Gerland,Bar VIP Loges Prestige,Bar VIP Loges,372823.42,105570.46,7.12
CNS-00325,EVT-STADE-2025-0065,Stade de Gerland,Stand Snacking Parvis,Restauration / Buvette,285301.51,0.0,4.25
CNS-00326,EVT-STADE-2025-0066,Stade de France,Buvette Tribune Nord,Restauration / Buvette,134199.15,0.0,2.63
CNS-00327,EVT-STADE-2025-0066,Stade de France,Buvette Tribune Sud,Restauration / Buvette,167425.66,0.0,3.28
CNS-00328,EVT-STADE-2025-0066,Stade de France,Boutique Officielle Club,Boutique Merchandising,0.0,287433.28,5.62
CNS-00329,EVT-STADE-2025-0066,Stade de France,Bar VIP Loges Prestige,Bar VIP Loges,337538.78,61993.54,7.82
CNS-00330,EVT-STADE-2025-0066,Stade de France,Stand Snacking Parvis,Restauration / Buvette,175023.85,0.0,3.42
CNS-00331,EVT-STADE-2025-0067,Complexe Sportif de Marcq,Buvette Tribune Nord,Restauration / Buvette,279312.17,0.0,3.67
CNS-00332,EVT-STADE-2025-0067,Complexe Sportif de Marcq,Buvette Tribune Sud,Restauration / Buvette,304891.29,0.0,4.0
CNS-00333,EVT-STADE-2025-0067,Complexe Sportif de Marcq,Boutique Officielle Club,Boutique Merchandising,0.0,767597.47,10.08
CNS-00334,EVT-STADE-2025-0067,Complexe Sportif de Marcq,Bar VIP Loges Prestige,Bar VIP Loges,905681.18,286752.42,15.66
CNS-00335,EVT-STADE-2025-0067,Complexe Sportif de Marcq,Stand Snacking Parvis,Restauration / Buvette,340420.14,0.0,4.47
CNS-00336,EVT-STADE-2025-0068,Palais des Sports de Marseille,Buvette Tribune Nord,Restauration / Buvette,129464.43,0.0,4.27
CNS-00337,EVT-STADE-2025-0068,Palais des Sports de Marseille,Buvette Tribune Sud,Restauration / Buvette,114796.22,0.0,3.78
CNS-00338,EVT-STADE-2025-0068,Palais des Sports de Marseille,Boutique Officielle Club,Boutique Merchandising,0.0,169033.42,5.57
CNS-00339,EVT-STADE-2025-0068,Palais des Sports de Marseille,Bar VIP Loges Prestige,Bar VIP Loges,246541.14,43039.77,9.54
CNS-00340,EVT-STADE-2025-0068,Palais des Sports de Marseille,Stand Snacking Parvis,Restauration / Buvette,126579.37,0.0,4.17
CNS-00341,EVT-STADE-2025-0069,Matmut Atlantique,Buvette Tribune Nord,Restauration / Buvette,95095.43,0.0,3.46
CNS-00342,EVT-STADE-2025-0069,Matmut Atlantique,Buvette Tribune Sud,Restauration / Buvette,80819.36,0.0,2.94
CNS-00343,EVT-STADE-2025-0069,Matmut Atlantique,Boutique Officielle Club,Boutique Merchandising,0.0,271576.63,9.87
CNS-00344,EVT-STADE-2025-0069,Matmut Atlantique,Bar VIP Loges Prestige,Bar VIP Loges,171755.04,26996.57,7.22
CNS-00345,EVT-STADE-2025-0069,Matmut Atlantique,Stand Snacking Parvis,Restauration / Buvette,97063.93,0.0,3.53
CNS-00346,EVT-STADE-2025-0070,Roazhon Park,Buvette Tribune Nord,Restauration / Buvette,144260.42,0.0,2.94
CNS-00347,EVT-STADE-2025-0070,Roazhon Park,Buvette Tribune Sud,Restauration / Buvette,120776.5,0.0,2.46
CNS-00348,EVT-STADE-2025-0070,Roazhon Park,Boutique Officielle Club,Boutique Merchandising,0.0,223495.02,4.55
CNS-00349,EVT-STADE-2025-0070,Roazhon Park,Bar VIP Loges Prestige,Bar VIP Loges,451592.81,66293.43,10.54
CNS-00350,EVT-STADE-2025-0070,Roazhon Park,Stand Snacking Parvis,Restauration / Buvette,156946.49,0.0,3.2
CNS-00351,EVT-STADE-2025-0071,Patinoire Pôle Sud,Buvette Tribune Nord,Restauration / Buvette,39248.56,0.0,2.94
CNS-00352,EVT-STADE-2025-0071,Patinoire Pôle Sud,Buvette Tribune Sud,Restauration / Buvette,32043.85,0.0,2.4
CNS-00353,EVT-STADE-2025-0071,Patinoire Pôle Sud,Boutique Officielle Club,Boutique Merchandising,0.0,117469.12,8.8
CNS-00354,EVT-STADE-2025-0071,Patinoire Pôle Sud,Bar VIP Loges Prestige,Bar VIP Loges,84164.62,44309.6,9.62
CNS-00355,EVT-STADE-2025-0071,Patinoire Pôle Sud,Stand Snacking Parvis,Restauration / Buvette,55893.92,0.0,4.19
CNS-00356,EVT-STADE-2025-0072,Accor Arena,Buvette Tribune Nord,Restauration / Buvette,95242.03,0.0,4.02
CNS-00357,EVT-STADE-2025-0072,Accor Arena,Buvette Tribune Sud,Restauration / Buvette,58925.58,0.0,2.49
CNS-00358,EVT-STADE-2025-0072,Accor Arena,Boutique Officielle Club,Boutique Merchandising,0.0,249471.91,10.54
CNS-00359,EVT-STADE-2025-0072,Accor Arena,Bar VIP Loges Prestige,Bar VIP Loges,119618.47,25259.32,6.12
CNS-00360,EVT-STADE-2025-0072,Accor Arena,Stand Snacking Parvis,Restauration / Buvette,96268.76,0.0,4.07
CNS-00361,EVT-STADE-2025-0073,Halle de la Trocardière,Buvette Tribune Nord,Restauration / Buvette,122429.32,0.0,3.52
CNS-00362,EVT-STADE-2025-0073,Halle de la Trocardière,Buvette Tribune Sud,Restauration / Buvette,96420.45,0.0,2.77
CNS-00363,EVT-STADE-2025-0073,Halle de la Trocardière,Boutique Officielle Club,Boutique Merchandising,0.0,175882.4,5.06
CNS-00364,EVT-STADE-2025-0073,Halle de la Trocardière,Bar VIP Loges Prestige,Bar VIP Loges,421544.16,96143.87,14.89
CNS-00365,EVT-STADE-2025-0073,Halle de la Trocardière,Stand Snacking Parvis,Restauration / Buvette,135186.29,0.0,3.89
CNS-00366,EVT-STADE-2025-0074,Complexe Sportif Hautepierre,Buvette Tribune Nord,Restauration / Buvette,105044.44,0.0,3.15
CNS-00367,EVT-STADE-2025-0074,Complexe Sportif Hautepierre,Buvette Tribune Sud,Restauration / Buvette,146432.47,0.0,4.39
CNS-00368,EVT-STADE-2025-0074,Complexe Sportif Hautepierre,Boutique Officielle Club,Boutique Merchandising,0.0,367074.18,11.01
CNS-00369,EVT-STADE-2025-0074,Complexe Sportif Hautepierre,Bar VIP Loges Prestige,Bar VIP Loges,195479.44,77356.99,8.18
CNS-00370,EVT-STADE-2025-0074,Complexe Sportif Hautepierre,Stand Snacking Parvis,Restauration / Buvette,115593.43,0.0,3.47
CNS-00371,EVT-STADE-2025-0075,Roazhon Park,Buvette Tribune Nord,Restauration / Buvette,145128.13,0.0,2.66
CNS-00372,EVT-STADE-2025-0075,Roazhon Park,Buvette Tribune Sud,Restauration / Buvette,153688.09,0.0,2.82
CNS-00373,EVT-STADE-2025-0075,Roazhon Park,Boutique Officielle Club,Boutique Merchandising,0.0,597786.45,10.96
CNS-00374,EVT-STADE-2025-0075,Roazhon Park,Bar VIP Loges Prestige,Bar VIP Loges,360174.8,157349.93,9.49
CNS-00375,EVT-STADE-2025-0075,Roazhon Park,Stand Snacking Parvis,Restauration / Buvette,134136.8,0.0,2.46
CNS-00376,EVT-STADE-2025-0076,LDLC Arena,Buvette Tribune Nord,Restauration / Buvette,29043.14,0.0,2.83
CNS-00377,EVT-STADE-2025-0076,LDLC Arena,Buvette Tribune Sud,Restauration / Buvette,26340.21,0.0,2.56
CNS-00378,EVT-STADE-2025-0076,LDLC Arena,Boutique Officielle Club,Boutique Merchandising,0.0,75450.67,7.34
CNS-00379,EVT-STADE-2025-0076,LDLC Arena,Bar VIP Loges Prestige,Bar VIP Loges,132372.45,27294.61,15.54
CNS-00380,EVT-STADE-2025-0076,LDLC Arena,Stand Snacking Parvis,Restauration / Buvette,31294.08,0.0,3.05
CNS-00381,EVT-STADE-2025-0077,Stadium de Toulouse,Buvette Tribune Nord,Restauration / Buvette,47252.61,0.0,4.29
CNS-00382,EVT-STADE-2025-0077,Stadium de Toulouse,Buvette Tribune Sud,Restauration / Buvette,28447.48,0.0,2.58
CNS-00383,EVT-STADE-2025-0077,Stadium de Toulouse,Boutique Officielle Club,Boutique Merchandising,0.0,66790.81,6.06
CNS-00384,EVT-STADE-2025-0077,Stadium de Toulouse,Bar VIP Loges Prestige,Bar VIP Loges,95937.82,21595.73,10.66
CNS-00385,EVT-STADE-2025-0077,Stadium de Toulouse,Stand Snacking Parvis,Restauration / Buvette,40690.04,0.0,3.69
CNS-00386,EVT-STADE-2025-0078,Halle Clémenceau,Buvette Tribune Nord,Restauration / Buvette,68686.09,0.0,3.6
CNS-00387,EVT-STADE-2025-0078,Halle Clémenceau,Buvette Tribune Sud,Restauration / Buvette,68851.28,0.0,3.61
CNS-00388,EVT-STADE-2025-0078,Halle Clémenceau,Boutique Officielle Club,Boutique Merchandising,0.0,226236.83,11.86
CNS-00389,EVT-STADE-2025-0078,Halle Clémenceau,Bar VIP Loges Prestige,Bar VIP Loges,150254.82,29466.12,9.42
CNS-00390,EVT-STADE-2025-0078,Halle Clémenceau,Stand Snacking Parvis,Restauration / Buvette,52344.4,0.0,2.74
CNS-00391,EVT-STADE-2025-0079,Arena du Pays d'Aix,Buvette Tribune Nord,Restauration / Buvette,115916.64,0.0,4.32
CNS-00392,EVT-STADE-2025-0079,Arena du Pays d'Aix,Buvette Tribune Sud,Restauration / Buvette,110622.05,0.0,4.12
CNS-00393,EVT-STADE-2025-0079,Arena du Pays d'Aix,Boutique Officielle Club,Boutique Merchandising,0.0,278202.09,10.37
CNS-00394,EVT-STADE-2025-0079,Arena du Pays d'Aix,Bar VIP Loges Prestige,Bar VIP Loges,236421.08,58954.15,11.01
CNS-00395,EVT-STADE-2025-0079,Arena du Pays d'Aix,Stand Snacking Parvis,Restauration / Buvette,103300.4,0.0,3.85
CNS-00396,EVT-STADE-2025-0080,Rhenus Sport,Buvette Tribune Nord,Restauration / Buvette,139538.34,0.0,2.35
CNS-00397,EVT-STADE-2025-0080,Rhenus Sport,Buvette Tribune Sud,Restauration / Buvette,251381.74,0.0,4.24
CNS-00398,EVT-STADE-2025-0080,Rhenus Sport,Boutique Officielle Club,Boutique Merchandising,0.0,568190.02,9.58
CNS-00399,EVT-STADE-2025-0080,Rhenus Sport,Bar VIP Loges Prestige,Bar VIP Loges,530759.33,91027.54,10.48
CNS-00400,EVT-STADE-2025-0080,Rhenus Sport,Stand Snacking Parvis,Restauration / Buvette,245242.82,0.0,4.13
