id_releve_lineaire,id_magasin,code_barre_ean,rayon_categorie,nombre_facings_theorique,nombre_facings_constate,taux_conformite_planogramme_pct,taux_rupture_lineaire_pct,statut_stock_lineaire
LIN-00268,MAG-0094,374739056885,Boulangerie & Pâtisserie,22,19,86.4,13.6,CONFORME
LIN-00269,MAG-0070,384778406322,Traiteur & Plats Cuisinés,24,11,45.8,54.2,STOCK_FAIBLE
LIN-00270,MAG-0012,370245161179,Épicerie Salée,15,15,100.0,0.0,CONFORME
LIN-00271,MAG-0025,388316141485,Boulangerie & Pâtisserie,20,17,85.0,15.0,CONFORME
LIN-00272,MAG-0142,355522195437,Produits Frais,18,5,27.8,72.2,STOCK_FAIBLE
LIN-00273,MAG-0047,319466309825,Traiteur & Plats Cuisinés,24,16,66.7,33.3,CONFORME
LIN-00274,MAG-0025,380142936891,Boulangerie & Pâtisserie,14,6,42.9,57.1,STOCK_FAIBLE
LIN-00275,MAG-0114,317891900052,Produits Frais,10,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00276,MAG-0052,324192087946,Boulangerie & Pâtisserie,11,1,9.1,90.9,STOCK_FAIBLE
LIN-00277,MAG-0101,341946590568,Produits Frais,14,6,42.9,57.1,STOCK_FAIBLE
LIN-00278,MAG-0135,336872917804,Boulangerie & Pâtisserie,19,4,21.1,78.9,STOCK_FAIBLE
LIN-00279,MAG-0073,363564687238,Boissons & Jus,16,13,81.2,18.8,CONFORME
LIN-00280,MAG-0102,382997479453,Épicerie Salée,10,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00281,MAG-0011,351416829139,Épicerie Salée,7,4,57.1,42.9,CONFORME
LIN-00282,MAG-0027,373266855294,Produits Frais,24,23,95.8,4.2,CONFORME
LIN-00283,MAG-0038,367751057494,Boissons & Jus,14,3,21.4,78.6,STOCK_FAIBLE
LIN-00284,MAG-0123,369853820859,Épicerie Sucrée,13,3,23.1,76.9,STOCK_FAIBLE
LIN-00285,MAG-0034,393319196711,Traiteur & Plats Cuisinés,16,15,93.8,6.2,CONFORME
LIN-00286,MAG-0115,316487949763,Boulangerie & Pâtisserie,18,17,94.4,5.6,CONFORME
LIN-00287,MAG-0087,324081796409,Traiteur & Plats Cuisinés,20,13,65.0,35.0,CONFORME
LIN-00288,MAG-0067,318866613773,Produits Frais,19,5,26.3,73.7,STOCK_FAIBLE
LIN-00289,MAG-0009,380975139751,Boissons & Jus,22,18,81.8,18.2,CONFORME
LIN-00290,MAG-0017,363024445777,Produits Frais,10,6,60.0,40.0,CONFORME
LIN-00291,MAG-0028,317831122506,Boulangerie & Pâtisserie,20,9,45.0,55.0,STOCK_FAIBLE
LIN-00292,MAG-0029,360013161348,Boissons & Jus,21,19,90.5,9.5,CONFORME
LIN-00293,MAG-0035,382272355130,Traiteur & Plats Cuisinés,19,3,15.8,84.2,STOCK_FAIBLE
LIN-00294,MAG-0112,317399540871,Produits Frais,7,1,14.3,85.7,STOCK_FAIBLE
LIN-00295,MAG-0010,327347110161,Boulangerie & Pâtisserie,20,18,90.0,10.0,CONFORME
LIN-00296,MAG-0046,343219795962,Traiteur & Plats Cuisinés,8,1,12.5,87.5,STOCK_FAIBLE
LIN-00297,MAG-0026,352458345586,Produits Frais,16,16,100.0,0.0,CONFORME
LIN-00298,MAG-0090,312130900117,Boulangerie & Pâtisserie,20,12,60.0,40.0,CONFORME
LIN-00299,MAG-0003,335838931920,Traiteur & Plats Cuisinés,23,22,95.7,4.3,CONFORME
LIN-00300,MAG-0133,327233153555,Boissons & Jus,16,16,100.0,0.0,CONFORME
LIN-00301,MAG-0096,375316574393,Boissons & Jus,11,4,36.4,63.6,STOCK_FAIBLE
LIN-00302,MAG-0137,388314132130,Épicerie Salée,9,8,88.9,11.1,CONFORME
LIN-00303,MAG-0106,310293807995,Produits Frais,11,11,100.0,0.0,CONFORME
LIN-00304,MAG-0104,382352978652,Épicerie Salée,9,8,88.9,11.1,CONFORME
LIN-00305,MAG-0003,394288555854,Épicerie Sucrée,18,1,5.6,94.4,STOCK_FAIBLE
LIN-00306,MAG-0113,385259646842,Épicerie Salée,15,2,13.3,86.7,STOCK_FAIBLE
LIN-00307,MAG-0048,371815834767,Traiteur & Plats Cuisinés,14,2,14.3,85.7,STOCK_FAIBLE
LIN-00308,MAG-0081,333050908217,Boissons & Jus,21,18,85.7,14.3,CONFORME
LIN-00309,MAG-0073,335037411864,Boissons & Jus,8,6,75.0,25.0,CONFORME
LIN-00310,MAG-0072,381893834876,Boissons & Jus,11,11,100.0,0.0,CONFORME
LIN-00311,MAG-0045,376746004891,Épicerie Salée,12,2,16.7,83.3,STOCK_FAIBLE
LIN-00312,MAG-0024,345746892233,Traiteur & Plats Cuisinés,15,6,40.0,60.0,STOCK_FAIBLE
LIN-00313,MAG-0086,374979502505,Épicerie Sucrée,6,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00314,MAG-0041,384944814954,Boulangerie & Pâtisserie,14,2,14.3,85.7,STOCK_FAIBLE
LIN-00315,MAG-0093,366544174790,Produits Frais,23,16,69.6,30.4,CONFORME
LIN-00316,MAG-0100,367467069260,Traiteur & Plats Cuisinés,19,16,84.2,15.8,CONFORME
LIN-00317,MAG-0074,366267041781,Boissons & Jus,17,6,35.3,64.7,STOCK_FAIBLE
LIN-00318,MAG-0090,317175751905,Épicerie Salée,24,10,41.7,58.3,STOCK_FAIBLE
LIN-00319,MAG-0025,348994176559,Épicerie Salée,23,18,78.3,21.7,CONFORME
LIN-00320,MAG-0136,344242662643,Boissons & Jus,13,10,76.9,23.1,CONFORME
LIN-00321,MAG-0039,361895090092,Boulangerie & Pâtisserie,12,5,41.7,58.3,STOCK_FAIBLE
LIN-00322,MAG-0026,376755286706,Épicerie Sucrée,17,10,58.8,41.2,CONFORME
LIN-00323,MAG-0044,326970844856,Boissons & Jus,10,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00324,MAG-0131,359116392094,Épicerie Salée,7,4,57.1,42.9,CONFORME
LIN-00325,MAG-0070,316663706732,Produits Frais,23,15,65.2,34.8,CONFORME
LIN-00326,MAG-0098,350781703981,Boulangerie & Pâtisserie,19,4,21.1,78.9,STOCK_FAIBLE
LIN-00327,MAG-0021,394113054245,Traiteur & Plats Cuisinés,15,14,93.3,6.7,CONFORME
LIN-00328,MAG-0109,382128660770,Boulangerie & Pâtisserie,9,5,55.6,44.4,CONFORME
LIN-00329,MAG-0012,383557559583,Épicerie Sucrée,17,10,58.8,41.2,CONFORME
LIN-00330,MAG-0056,317426152343,Boissons & Jus,20,19,95.0,5.0,CONFORME
LIN-00331,MAG-0020,349322874507,Boulangerie & Pâtisserie,10,10,100.0,0.0,CONFORME
LIN-00332,MAG-0030,390271443400,Traiteur & Plats Cuisinés,17,1,5.9,94.1,STOCK_FAIBLE
LIN-00333,MAG-0113,384448601422,Boissons & Jus,22,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00334,MAG-0004,315461998242,Boissons & Jus,22,17,77.3,22.7,CONFORME
LIN-00335,MAG-0047,394561732653,Épicerie Salée,10,9,90.0,10.0,CONFORME
LIN-00336,MAG-0098,374739056885,Boulangerie & Pâtisserie,14,11,78.6,21.4,CONFORME
LIN-00337,MAG-0038,383510978338,Traiteur & Plats Cuisinés,20,1,5.0,95.0,STOCK_FAIBLE
LIN-00338,MAG-0042,368152322960,Épicerie Sucrée,22,20,90.9,9.1,CONFORME
LIN-00339,MAG-0147,393644587932,Produits Frais,23,5,21.7,78.3,STOCK_FAIBLE
LIN-00340,MAG-0046,340500482306,Traiteur & Plats Cuisinés,9,1,11.1,88.9,STOCK_FAIBLE
LIN-00341,MAG-0107,355412820534,Épicerie Sucrée,18,17,94.4,5.6,CONFORME
LIN-00342,MAG-0074,311408029240,Boissons & Jus,16,9,56.2,43.8,CONFORME
LIN-00343,MAG-0043,371100955952,Épicerie Salée,14,11,78.6,21.4,CONFORME
LIN-00344,MAG-0135,360670656757,Épicerie Salée,10,1,10.0,90.0,STOCK_FAIBLE
LIN-00345,MAG-0134,344135689142,Produits Frais,19,16,84.2,15.8,CONFORME
LIN-00346,MAG-0013,318266698411,Épicerie Sucrée,8,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00347,MAG-0106,341780633163,Produits Frais,23,10,43.5,56.5,STOCK_FAIBLE
LIN-00348,MAG-0147,367918561815,Traiteur & Plats Cuisinés,22,14,63.6,36.4,CONFORME
LIN-00349,MAG-0095,318017087798,Épicerie Salée,24,13,54.2,45.8,CONFORME
LIN-00350,MAG-0100,371313246041,Traiteur & Plats Cuisinés,16,8,50.0,50.0,CONFORME
LIN-00351,MAG-0054,381567354059,Épicerie Sucrée,19,2,10.5,89.5,STOCK_FAIBLE
LIN-00352,MAG-0060,398053517351,Traiteur & Plats Cuisinés,24,24,100.0,0.0,CONFORME
LIN-00353,MAG-0058,313090926417,Boissons & Jus,18,17,94.4,5.6,CONFORME
LIN-00354,MAG-0138,363245761846,Boulangerie & Pâtisserie,13,10,76.9,23.1,CONFORME
LIN-00355,MAG-0128,393685552027,Boulangerie & Pâtisserie,11,11,100.0,0.0,CONFORME
LIN-00356,MAG-0137,363014799106,Épicerie Sucrée,6,6,100.0,0.0,CONFORME
LIN-00357,MAG-0108,388308857763,Boissons & Jus,19,17,89.5,10.5,CONFORME
LIN-00358,MAG-0071,319044643352,Produits Frais,9,1,11.1,88.9,STOCK_FAIBLE
LIN-00359,MAG-0028,338072185043,Traiteur & Plats Cuisinés,16,11,68.8,31.2,CONFORME
LIN-00360,MAG-0060,366750495860,Épicerie Sucrée,20,9,45.0,55.0,STOCK_FAIBLE
LIN-00361,MAG-0141,331957700469,Produits Frais,22,16,72.7,27.3,CONFORME
LIN-00362,MAG-0047,373912194418,Épicerie Sucrée,10,8,80.0,20.0,CONFORME
LIN-00363,MAG-0078,356887872467,Traiteur & Plats Cuisinés,9,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00364,MAG-0147,314120242410,Boissons & Jus,15,15,100.0,0.0,CONFORME
LIN-00365,MAG-0029,321566097050,Boulangerie & Pâtisserie,21,14,66.7,33.3,CONFORME
LIN-00366,MAG-0101,376822957240,Traiteur & Plats Cuisinés,12,6,50.0,50.0,CONFORME
LIN-00367,MAG-0080,365321623564,Boissons & Jus,20,15,75.0,25.0,CONFORME
LIN-00368,MAG-0088,346181502610,Épicerie Sucrée,10,10,100.0,0.0,CONFORME
LIN-00369,MAG-0057,376679548431,Produits Frais,10,5,50.0,50.0,CONFORME
LIN-00370,MAG-0148,337136003260,Épicerie Sucrée,15,5,33.3,66.7,STOCK_FAIBLE
LIN-00371,MAG-0119,354990092326,Épicerie Salée,24,21,87.5,12.5,CONFORME
LIN-00372,MAG-0147,370711195959,Épicerie Sucrée,10,3,30.0,70.0,STOCK_FAIBLE
LIN-00373,MAG-0029,394387566359,Épicerie Sucrée,10,6,60.0,40.0,CONFORME
LIN-00374,MAG-0015,322246636167,Épicerie Salée,15,2,13.3,86.7,STOCK_FAIBLE
LIN-00375,MAG-0070,337753720102,Traiteur & Plats Cuisinés,15,15,100.0,0.0,CONFORME
LIN-00376,MAG-0028,316829773023,Boulangerie & Pâtisserie,17,13,76.5,23.5,CONFORME
LIN-00377,MAG-0136,396607445365,Épicerie Salée,7,3,42.9,57.1,STOCK_FAIBLE
LIN-00378,MAG-0100,330962402369,Boissons & Jus,16,8,50.0,50.0,CONFORME
LIN-00379,MAG-0054,376244521879,Produits Frais,17,17,100.0,0.0,CONFORME
LIN-00380,MAG-0150,342324286874,Épicerie Sucrée,21,16,76.2,23.8,CONFORME
LIN-00381,MAG-0100,316575849386,Boissons & Jus,7,2,28.6,71.4,STOCK_FAIBLE
LIN-00382,MAG-0043,334704092987,Boissons & Jus,9,2,22.2,77.8,STOCK_FAIBLE
LIN-00383,MAG-0060,335663480944,Épicerie Salée,11,3,27.3,72.7,STOCK_FAIBLE
LIN-00384,MAG-0062,388826230267,Produits Frais,17,1,5.9,94.1,STOCK_FAIBLE
LIN-00385,MAG-0135,333326656136,Traiteur & Plats Cuisinés,13,9,69.2,30.8,CONFORME
LIN-00386,MAG-0021,365906733959,Épicerie Sucrée,6,4,66.7,33.3,CONFORME
LIN-00387,MAG-0020,398851911532,Boissons & Jus,7,6,85.7,14.3,CONFORME
LIN-00388,MAG-0125,340509688640,Traiteur & Plats Cuisinés,9,7,77.8,22.2,CONFORME
LIN-00389,MAG-0079,399874018339,Boissons & Jus,13,11,84.6,15.4,CONFORME
LIN-00390,MAG-0119,398985682737,Produits Frais,11,2,18.2,81.8,STOCK_FAIBLE
LIN-00391,MAG-0010,369092973744,Produits Frais,24,7,29.2,70.8,STOCK_FAIBLE
LIN-00392,MAG-0107,379353998711,Épicerie Salée,12,7,58.3,41.7,CONFORME
LIN-00393,MAG-0019,320803953910,Boissons & Jus,11,7,63.6,36.4,CONFORME
LIN-00394,MAG-0139,338608554797,Boissons & Jus,15,13,86.7,13.3,CONFORME
LIN-00395,MAG-0094,310876629857,Traiteur & Plats Cuisinés,8,5,62.5,37.5,CONFORME
LIN-00396,MAG-0104,344015580819,Épicerie Salée,6,4,66.7,33.3,CONFORME
LIN-00397,MAG-0049,382812688540,Boulangerie & Pâtisserie,13,11,84.6,15.4,CONFORME
LIN-00398,MAG-0035,315784697942,Boulangerie & Pâtisserie,9,9,100.0,0.0,CONFORME
LIN-00399,MAG-0066,393634669872,Boissons & Jus,19,10,52.6,47.4,CONFORME
LIN-00400,MAG-0120,331192854854,Boissons & Jus,8,8,100.0,0.0,CONFORME
LIN-00401,MAG-0012,337968665454,Produits Frais,11,5,45.5,54.5,STOCK_FAIBLE
LIN-00402,MAG-0084,317948051279,Traiteur & Plats Cuisinés,17,14,82.4,17.6,CONFORME
LIN-00403,MAG-0068,326131099632,Produits Frais,16,15,93.8,6.2,CONFORME
LIN-00404,MAG-0117,355287867459,Produits Frais,17,15,88.2,11.8,CONFORME
LIN-00405,MAG-0007,389562257255,Boissons & Jus,19,7,36.8,63.2,STOCK_FAIBLE
LIN-00406,MAG-0055,310326992225,Produits Frais,20,11,55.0,45.0,CONFORME
LIN-00407,MAG-0034,381420880287,Épicerie Sucrée,16,2,12.5,87.5,STOCK_FAIBLE
LIN-00408,MAG-0029,361788908850,Boulangerie & Pâtisserie,11,6,54.5,45.5,CONFORME
LIN-00409,MAG-0081,341436608778,Épicerie Salée,13,6,46.2,53.8,STOCK_FAIBLE
LIN-00410,MAG-0108,378551307146,Épicerie Salée,21,13,61.9,38.1,CONFORME
LIN-00411,MAG-0114,331990844142,Épicerie Sucrée,10,2,20.0,80.0,STOCK_FAIBLE
LIN-00412,MAG-0083,395776072230,Boissons & Jus,17,14,82.4,17.6,CONFORME
LIN-00413,MAG-0069,381346787932,Traiteur & Plats Cuisinés,10,5,50.0,50.0,CONFORME
LIN-00414,MAG-0032,377858720796,Boissons & Jus,7,1,14.3,85.7,STOCK_FAIBLE
LIN-00415,MAG-0041,379734904638,Épicerie Salée,22,16,72.7,27.3,CONFORME
LIN-00416,MAG-0073,330319009190,Traiteur & Plats Cuisinés,10,10,100.0,0.0,CONFORME
LIN-00417,MAG-0002,396140355827,Épicerie Salée,22,1,4.5,95.5,STOCK_FAIBLE
LIN-00418,MAG-0006,319190868030,Épicerie Salée,23,9,39.1,60.9,STOCK_FAIBLE
LIN-00419,MAG-0081,312949759342,Produits Frais,16,16,100.0,0.0,CONFORME
LIN-00420,MAG-0024,356122242466,Traiteur & Plats Cuisinés,20,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00421,MAG-0044,334509819984,Épicerie Sucrée,18,12,66.7,33.3,CONFORME
LIN-00422,MAG-0127,351080027669,Épicerie Sucrée,16,16,100.0,0.0,CONFORME
LIN-00423,MAG-0007,339619436131,Épicerie Salée,23,23,100.0,0.0,CONFORME
LIN-00424,MAG-0027,380414444409,Boissons & Jus,8,6,75.0,25.0,CONFORME
LIN-00425,MAG-0098,344002723748,Épicerie Sucrée,15,6,40.0,60.0,STOCK_FAIBLE
LIN-00426,MAG-0086,331816459307,Traiteur & Plats Cuisinés,10,1,10.0,90.0,STOCK_FAIBLE
LIN-00427,MAG-0024,389610827781,Produits Frais,24,10,41.7,58.3,STOCK_FAIBLE
LIN-00428,MAG-0129,368662865538,Épicerie Sucrée,19,18,94.7,5.3,CONFORME
LIN-00429,MAG-0023,327714753766,Épicerie Salée,10,9,90.0,10.0,CONFORME
LIN-00430,MAG-0105,365321623564,Boissons & Jus,21,13,61.9,38.1,CONFORME
LIN-00431,MAG-0015,384905763886,Boulangerie & Pâtisserie,22,14,63.6,36.4,CONFORME
LIN-00432,MAG-0011,353908232189,Épicerie Salée,19,11,57.9,42.1,CONFORME
LIN-00433,MAG-0031,341599868650,Traiteur & Plats Cuisinés,20,20,100.0,0.0,CONFORME
LIN-00434,MAG-0128,325039065446,Boissons & Jus,15,1,6.7,93.3,STOCK_FAIBLE
LIN-00435,MAG-0118,376244521879,Produits Frais,17,13,76.5,23.5,CONFORME
LIN-00436,MAG-0088,357651912028,Épicerie Sucrée,8,5,62.5,37.5,CONFORME
LIN-00437,MAG-0066,368801384274,Boulangerie & Pâtisserie,21,16,76.2,23.8,CONFORME
LIN-00438,MAG-0055,375343202644,Boulangerie & Pâtisserie,10,7,70.0,30.0,CONFORME
LIN-00439,MAG-0089,348251891855,Traiteur & Plats Cuisinés,14,11,78.6,21.4,CONFORME
LIN-00440,MAG-0145,337762271315,Boissons & Jus,6,1,16.7,83.3,STOCK_FAIBLE
LIN-00441,MAG-0057,398854524347,Produits Frais,19,4,21.1,78.9,STOCK_FAIBLE
LIN-00442,MAG-0145,337848160251,Épicerie Sucrée,8,5,62.5,37.5,CONFORME
LIN-00443,MAG-0140,330170705188,Épicerie Sucrée,22,22,100.0,0.0,CONFORME
LIN-00444,MAG-0143,335761163930,Épicerie Salée,15,12,80.0,20.0,CONFORME
LIN-00445,MAG-0038,392542081354,Boissons & Jus,8,7,87.5,12.5,CONFORME
LIN-00446,MAG-0082,367446733023,Épicerie Sucrée,17,5,29.4,70.6,STOCK_FAIBLE
LIN-00447,MAG-0077,366183909605,Produits Frais,21,5,23.8,76.2,STOCK_FAIBLE
LIN-00448,MAG-0067,337812236350,Boissons & Jus,11,7,63.6,36.4,CONFORME
LIN-00449,MAG-0010,367446733023,Épicerie Sucrée,10,2,20.0,80.0,STOCK_FAIBLE
LIN-00450,MAG-0033,363505345356,Épicerie Salée,7,7,100.0,0.0,CONFORME
LIN-00451,MAG-0128,380062757705,Traiteur & Plats Cuisinés,12,10,83.3,16.7,CONFORME
LIN-00452,MAG-0114,373290056578,Traiteur & Plats Cuisinés,9,3,33.3,66.7,STOCK_FAIBLE
LIN-00453,MAG-0125,343794580505,Épicerie Sucrée,18,5,27.8,72.2,STOCK_FAIBLE
LIN-00454,MAG-0047,318467180771,Épicerie Salée,24,18,75.0,25.0,CONFORME
LIN-00455,MAG-0045,399884538890,Boulangerie & Pâtisserie,13,4,30.8,69.2,STOCK_FAIBLE
LIN-00456,MAG-0087,368867479366,Épicerie Salée,9,3,33.3,66.7,STOCK_FAIBLE
LIN-00457,MAG-0085,354299675867,Épicerie Salée,14,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00458,MAG-0066,340500482306,Traiteur & Plats Cuisinés,20,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00459,MAG-0052,331163982164,Épicerie Sucrée,17,4,23.5,76.5,STOCK_FAIBLE
LIN-00460,MAG-0140,369876139849,Épicerie Sucrée,6,6,100.0,0.0,CONFORME
LIN-00461,MAG-0105,357686744355,Boissons & Jus,14,12,85.7,14.3,CONFORME
LIN-00462,MAG-0050,399564768297,Épicerie Salée,24,22,91.7,8.3,CONFORME
LIN-00463,MAG-0105,331789659800,Épicerie Sucrée,23,5,21.7,78.3,STOCK_FAIBLE
LIN-00464,MAG-0090,319006945733,Traiteur & Plats Cuisinés,12,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00465,MAG-0063,348939582405,Épicerie Sucrée,15,11,73.3,26.7,CONFORME
LIN-00466,MAG-0084,397936071812,Produits Frais,19,18,94.7,5.3,CONFORME
LIN-00467,MAG-0042,356937362976,Épicerie Salée,15,12,80.0,20.0,CONFORME
LIN-00468,MAG-0064,384778406322,Traiteur & Plats Cuisinés,11,4,36.4,63.6,STOCK_FAIBLE
LIN-00469,MAG-0063,315873294603,Traiteur & Plats Cuisinés,20,1,5.0,95.0,STOCK_FAIBLE
LIN-00470,MAG-0125,335193338585,Épicerie Salée,10,2,20.0,80.0,STOCK_FAIBLE
LIN-00471,MAG-0148,381391176418,Traiteur & Plats Cuisinés,21,6,28.6,71.4,STOCK_FAIBLE
LIN-00472,MAG-0052,337364856829,Boissons & Jus,24,17,70.8,29.2,CONFORME
LIN-00473,MAG-0033,331221135175,Traiteur & Plats Cuisinés,13,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00474,MAG-0099,345980716923,Épicerie Salée,13,4,30.8,69.2,STOCK_FAIBLE
LIN-00475,MAG-0068,357638920588,Traiteur & Plats Cuisinés,22,10,45.5,54.5,STOCK_FAIBLE
LIN-00476,MAG-0090,385955386049,Traiteur & Plats Cuisinés,11,10,90.9,9.1,CONFORME
LIN-00477,MAG-0041,350315974874,Boulangerie & Pâtisserie,21,5,23.8,76.2,STOCK_FAIBLE
LIN-00478,MAG-0082,366214852760,Boissons & Jus,16,3,18.8,81.2,STOCK_FAIBLE
LIN-00479,MAG-0050,381411630070,Traiteur & Plats Cuisinés,20,1,5.0,95.0,STOCK_FAIBLE
LIN-00480,MAG-0132,332448416189,Épicerie Sucrée,6,4,66.7,33.3,CONFORME
LIN-00481,MAG-0067,358137986121,Produits Frais,22,7,31.8,68.2,STOCK_FAIBLE
LIN-00482,MAG-0101,379657122130,Épicerie Sucrée,8,4,50.0,50.0,CONFORME
LIN-00483,MAG-0129,363612335410,Épicerie Salée,15,11,73.3,26.7,CONFORME
LIN-00484,MAG-0009,329736440107,Produits Frais,16,9,56.2,43.8,CONFORME
LIN-00485,MAG-0020,375219608155,Épicerie Sucrée,22,2,9.1,90.9,STOCK_FAIBLE
LIN-00486,MAG-0136,385156009395,Épicerie Sucrée,7,6,85.7,14.3,CONFORME
LIN-00487,MAG-0040,337571531023,Boissons & Jus,9,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00488,MAG-0140,374272216378,Épicerie Salée,17,6,35.3,64.7,STOCK_FAIBLE
LIN-00489,MAG-0013,351052662990,Épicerie Salée,22,22,100.0,0.0,CONFORME
LIN-00490,MAG-0027,325026802525,Produits Frais,23,13,56.5,43.5,CONFORME
LIN-00491,MAG-0129,380364682372,Traiteur & Plats Cuisinés,23,15,65.2,34.8,CONFORME
LIN-00492,MAG-0042,311488640260,Épicerie Salée,7,3,42.9,57.1,STOCK_FAIBLE
LIN-00493,MAG-0021,389610827781,Produits Frais,10,6,60.0,40.0,CONFORME
LIN-00494,MAG-0046,391866791108,Épicerie Salée,19,14,73.7,26.3,CONFORME
LIN-00495,MAG-0068,324231473378,Boissons & Jus,12,3,25.0,75.0,STOCK_FAIBLE
LIN-00496,MAG-0056,385243827661,Boissons & Jus,24,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00497,MAG-0081,388826230267,Produits Frais,9,5,55.6,44.4,CONFORME
LIN-00498,MAG-0081,374195222365,Épicerie Salée,16,13,81.2,18.8,CONFORME
LIN-00499,MAG-0120,318868042618,Épicerie Salée,22,10,45.5,54.5,STOCK_FAIBLE
LIN-00500,MAG-0043,371571023459,Boulangerie & Pâtisserie,6,5,83.3,16.7,CONFORME
LIN-00501,MAG-0111,364467000869,Boissons & Jus,7,6,85.7,14.3,CONFORME
LIN-00502,MAG-0037,326633134543,Produits Frais,9,5,55.6,44.4,CONFORME
LIN-00503,MAG-0093,357638920588,Traiteur & Plats Cuisinés,23,3,13.0,87.0,STOCK_FAIBLE
LIN-00504,MAG-0027,337991841047,Épicerie Salée,13,3,23.1,76.9,STOCK_FAIBLE
LIN-00505,MAG-0011,345746892233,Traiteur & Plats Cuisinés,22,3,13.6,86.4,STOCK_FAIBLE
LIN-00506,MAG-0097,383524413614,Produits Frais,12,12,100.0,0.0,CONFORME
LIN-00507,MAG-0071,318165707135,Épicerie Sucrée,11,9,81.8,18.2,CONFORME
LIN-00508,MAG-0094,392137646594,Traiteur & Plats Cuisinés,8,8,100.0,0.0,CONFORME
LIN-00509,MAG-0147,358853842574,Boulangerie & Pâtisserie,11,8,72.7,27.3,CONFORME
LIN-00510,MAG-0088,313356053832,Traiteur & Plats Cuisinés,14,8,57.1,42.9,CONFORME
LIN-00511,MAG-0104,387615589511,Épicerie Sucrée,20,18,90.0,10.0,CONFORME
LIN-00512,MAG-0035,358534699164,Produits Frais,10,0,0.0,100.0,RUPTURE_SHELF_OUT
LIN-00513,MAG-0136,329834519193,Boulangerie & Pâtisserie,8,5,62.5,37.5,CONFORME
LIN-00514,MAG-0058,373266855294,Produits Frais,11,1,9.1,90.9,STOCK_FAIBLE
LIN-00515,MAG-0067,390776273719,Traiteur & Plats Cuisinés,24,21,87.5,12.5,CONFORME
LIN-00516,MAG-0033,342355425627,Traiteur & Plats Cuisinés,11,9,81.8,18.2,CONFORME
LIN-00517,MAG-0031,340306924745,Boulangerie & Pâtisserie,18,6,33.3,66.7,STOCK_FAIBLE
LIN-00518,MAG-0026,355338824906,Boissons & Jus,22,18,81.8,18.2,CONFORME
LIN-00519,MAG-0132,334070769671,Boulangerie & Pâtisserie,6,6,100.0,0.0,CONFORME
LIN-00520,MAG-0029,396366566139,Produits Frais,18,15,83.3,16.7,CONFORME
LIN-00521,MAG-0115,333269673292,Épicerie Sucrée,16,6,37.5,62.5,STOCK_FAIBLE
LIN-00522,MAG-0017,393887765044,Boulangerie & Pâtisserie,7,1,14.3,85.7,STOCK_FAIBLE
LIN-00523,MAG-0003,386471284875,Boissons & Jus,7,4,57.1,42.9,CONFORME
LIN-00524,MAG-0138,395646914437,Boulangerie & Pâtisserie,16,5,31.2,68.8,STOCK_FAIBLE
LIN-00525,MAG-0114,396054235596,Produits Frais,20,18,90.0,10.0,CONFORME
LIN-00526,MAG-0043,332139036654,Produits Frais,19,15,78.9,21.1,CONFORME
LIN-00527,MAG-0003,341499382055,Traiteur & Plats Cuisinés,7,1,14.3,85.7,STOCK_FAIBLE
LIN-00528,MAG-0005,331093941264,Boissons & Jus,11,10,90.9,9.1,CONFORME
LIN-00529,MAG-0048,367149474282,Boissons & Jus,19,16,84.2,15.8,CONFORME
LIN-00530,MAG-0037,385837323305,Produits Frais,11,11,100.0,0.0,CONFORME
LIN-00531,MAG-0138,331761103643,Produits Frais,21,13,61.9,38.1,CONFORME
LIN-00532,MAG-0086,328922738007,Boulangerie & Pâtisserie,20,15,75.0,25.0,CONFORME
LIN-00533,MAG-0018,345816047703,Épicerie Sucrée,9,9,100.0,0.0,CONFORME
LIN-00534,MAG-0086,363185558426,Produits Frais,15,12,80.0,20.0,CONFORME
LIN-00535,MAG-0101,395010271542,Traiteur & Plats Cuisinés,15,10,66.7,33.3,CONFORME
LIN-00536,MAG-0123,344803786710,Produits Frais,8,6,75.0,25.0,CONFORME
LIN-00537,MAG-0096,351769629829,Épicerie Sucrée,15,3,20.0,80.0,STOCK_FAIBLE
LIN-00538,MAG-0118,339247656813,Traiteur & Plats Cuisinés,8,5,62.5,37.5,CONFORME
LIN-00539,MAG-0043,319492366477,Produits Frais,12,6,50.0,50.0,CONFORME
LIN-00540,MAG-0072,393017180720,Épicerie Sucrée,9,7,77.8,22.2,CONFORME
LIN-00541,MAG-0038,361245031188,Traiteur & Plats Cuisinés,7,5,71.4,28.6,CONFORME
