id_releve_panier,commune,code_departement,nom_region,rayon_categorie,prix_moyen_panier_eur,marge_brute_pct,part_produits_bio_pct,part_marques_distributeur_pct
PAN-00998,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,81.84,29.8,17.1,53.0
PAN-00999,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,94.34,22.7,16.6,34.8
PAN-01000,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,94.27,29.9,36.8,31.4
PAN-01001,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boulangerie,66.15,30.4,16.2,31.6
PAN-01002,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,91.09,31.9,12.2,31.0
PAN-01003,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,35.49,23.0,16.7,46.9
PAN-01004,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,84.59,26.1,19.5,50.7
PAN-01005,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,36.67,41.9,31.0,30.2
PAN-01006,Lille,59 - Nord,Hauts-de-France,Épicerie,52.41,35.6,21.9,29.5
PAN-01007,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Surgelés,76.25,42.2,20.4,47.2
PAN-01008,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,77.9,33.9,35.1,27.4
PAN-01009,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,76.13,39.6,34.2,44.7
PAN-01010,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,82.9,42.7,12.5,29.6
PAN-01011,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,44.49,43.1,26.0,43.6
PAN-01012,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Frais,55.53,26.1,18.6,38.6
PAN-01013,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,78.46,35.5,24.7,37.0
PAN-01014,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,81.01,31.5,12.5,44.3
PAN-01015,Paris,75 - Paris,Île-de-France,Surgelés,93.25,27.2,35.6,40.1
PAN-01016,Paris,75 - Paris,Île-de-France,Surgelés,79.42,45.0,21.1,51.3
PAN-01017,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,63.43,28.4,33.8,45.6
PAN-01018,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,56.47,34.5,26.7,37.2
PAN-01019,Paris,75 - Paris,Île-de-France,Boulangerie,74.0,33.6,36.8,26.3
PAN-01020,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,44.59,27.2,32.7,30.1
PAN-01021,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,79.78,26.7,36.2,36.9
PAN-01022,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,66.37,36.0,15.6,33.0
PAN-01023,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,31.02,44.9,35.3,38.0
PAN-01024,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,88.27,26.3,37.4,37.9
PAN-01025,Paris,75 - Paris,Île-de-France,Épicerie,67.92,28.9,12.1,43.4
PAN-01026,Paris,75 - Paris,Île-de-France,Épicerie,65.53,28.8,21.9,36.3
PAN-01027,Paris,75 - Paris,Île-de-France,Surgelés,34.88,26.1,17.8,52.2
PAN-01028,Strasbourg,67 - Bas-Rhin,Grand Est,Épicerie,77.6,26.7,29.7,25.7
PAN-01029,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,69.38,24.2,15.2,52.7
PAN-01030,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,57.21,46.8,37.3,28.2
PAN-01031,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,74.0,25.9,24.6,42.1
PAN-01032,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boulangerie,73.4,34.9,33.7,37.2
PAN-01033,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,90.97,41.1,27.5,36.3
PAN-01034,Paris,75 - Paris,Île-de-France,Boissons,63.04,40.9,35.1,47.8
PAN-01035,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,65.65,31.2,15.5,35.3
PAN-01036,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Surgelés,82.8,46.3,23.6,54.6
PAN-01037,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,82.86,33.5,15.5,34.6
PAN-01038,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,41.33,29.8,28.2,38.3
PAN-01039,Paris,75 - Paris,Île-de-France,Épicerie,43.82,43.1,23.2,50.6
PAN-01040,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,82.59,35.0,24.0,35.6
PAN-01041,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,28.81,37.7,35.7,40.3
PAN-01042,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,57.62,36.4,27.8,40.7
PAN-01043,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,37.72,30.1,30.3,44.0
PAN-01044,Toulouse,31 - Haute-Garonne,Occitanie,Boissons,43.22,44.6,23.5,46.5
PAN-01045,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,68.36,43.8,12.1,38.0
PAN-01046,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,55.08,23.0,13.0,35.4
PAN-01047,Paris,75 - Paris,Île-de-France,Boissons,57.43,25.6,15.1,50.5
PAN-01048,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,79.38,24.0,30.6,31.7
PAN-01049,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,69.8,41.3,32.8,46.9
PAN-01050,Paris,75 - Paris,Île-de-France,Produits Frais,29.84,38.5,32.8,39.4
PAN-01051,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,59.82,28.1,23.7,43.0
PAN-01052,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,61.62,22.1,31.4,33.4
PAN-01053,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,89.0,40.3,18.0,35.5
PAN-01054,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,63.08,25.4,20.7,43.3
PAN-01055,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,59.06,40.5,16.2,36.0
PAN-01056,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,34.01,46.0,14.6,42.5
PAN-01057,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,56.42,42.8,32.5,49.9
PAN-01058,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,60.36,41.7,36.1,44.2
PAN-01059,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,62.06,34.2,15.2,28.5
PAN-01060,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,44.37,27.6,15.4,32.0
PAN-01061,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,68.06,46.7,22.8,27.2
PAN-01062,Lille,59 - Nord,Hauts-de-France,Boulangerie,77.62,48.1,20.1,31.2
PAN-01063,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,78.7,46.7,26.2,34.5
PAN-01064,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,63.14,22.4,19.1,43.5
PAN-01065,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,36.39,37.6,29.9,28.8
PAN-01066,Lille,59 - Nord,Hauts-de-France,Surgelés,52.96,44.7,21.5,49.4
PAN-01067,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,51.22,44.2,27.5,34.8
PAN-01068,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,53.38,34.7,33.4,34.0
PAN-01069,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,85.01,47.6,36.8,25.3
PAN-01070,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,64.1,39.2,28.6,37.3
PAN-01071,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,80.17,39.6,20.9,32.5
PAN-01072,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,82.69,48.2,27.5,31.6
PAN-01073,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,53.64,38.0,36.9,43.7
PAN-01074,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Surgelés,74.27,42.6,18.3,27.6
PAN-01075,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,65.2,27.8,28.4,49.3
PAN-01076,Lille,59 - Nord,Hauts-de-France,Épicerie,58.31,42.8,26.5,26.1
PAN-01077,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,90.45,24.3,30.7,44.6
PAN-01078,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,74.26,36.9,17.1,35.9
PAN-01079,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,86.93,42.7,24.1,26.8
PAN-01080,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,35.28,48.3,27.0,27.9
PAN-01081,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,38.42,43.0,17.3,46.0
PAN-01082,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,85.5,23.6,19.7,41.5
PAN-01083,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,49.97,39.3,19.9,46.2
PAN-01084,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,82.16,23.2,14.4,25.2
PAN-01085,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,33.12,48.5,12.3,39.3
PAN-01086,Paris,75 - Paris,Île-de-France,Boissons,91.11,39.3,20.6,39.7
PAN-01087,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,93.09,31.3,15.3,40.3
PAN-01088,Lille,59 - Nord,Hauts-de-France,Surgelés,66.46,48.4,33.5,38.5
PAN-01089,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,49.94,39.5,18.6,25.7
PAN-01090,Lille,59 - Nord,Hauts-de-France,Produits Frais,30.61,24.0,23.3,54.4
PAN-01091,Lille,59 - Nord,Hauts-de-France,Surgelés,66.7,47.3,36.7,46.4
PAN-01092,Paris,75 - Paris,Île-de-France,Boissons,58.11,43.3,32.2,53.3
PAN-01093,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,74.43,42.3,34.6,47.4
PAN-01094,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,31.2,24.4,21.3,49.0
PAN-01095,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,80.11,26.7,28.6,54.8
PAN-01096,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,87.55,27.5,25.0,39.0
PAN-01097,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,69.76,42.6,20.7,47.9
PAN-01098,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,46.62,41.5,13.1,49.6
PAN-01099,Paris,75 - Paris,Île-de-France,Produits Laitiers,73.36,26.6,25.1,49.2
PAN-01100,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boulangerie,79.81,33.4,23.8,25.6
PAN-01101,Paris,75 - Paris,Île-de-France,Produits Laitiers,93.5,45.3,17.2,34.2
PAN-01102,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,48.87,40.5,18.9,44.5
PAN-01103,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,69.93,47.5,27.7,25.4
PAN-01104,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,75.01,22.1,16.9,52.5
PAN-01105,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,57.14,39.2,31.6,33.0
PAN-01106,Paris,75 - Paris,Île-de-France,Boissons,75.12,34.3,20.8,52.4
PAN-01107,Lille,59 - Nord,Hauts-de-France,Produits Frais,66.18,33.7,16.9,34.9
PAN-01108,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,63.98,23.8,31.5,36.3
PAN-01109,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,85.05,22.9,28.7,30.3
PAN-01110,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,55.71,24.6,19.1,41.3
PAN-01111,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,76.82,36.6,12.1,31.9
PAN-01112,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boulangerie,50.05,34.3,17.1,48.6
PAN-01113,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,63.31,26.4,22.6,41.1
PAN-01114,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,46.94,43.9,15.6,32.1
PAN-01115,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Laitiers,57.02,38.2,15.5,39.8
PAN-01116,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,87.58,43.2,19.3,25.9
PAN-01117,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boulangerie,35.31,40.0,29.4,48.0
PAN-01118,Lille,59 - Nord,Hauts-de-France,Produits Frais,91.65,46.2,32.7,35.0
PAN-01119,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,92.36,41.7,30.4,28.2
PAN-01120,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,29.46,25.2,28.9,40.2
PAN-01121,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Laitiers,73.54,39.2,16.1,52.9
PAN-01122,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,67.77,25.2,15.3,32.0
PAN-01123,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,90.07,25.9,37.7,47.3
PAN-01124,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,93.1,22.8,17.1,34.6
PAN-01125,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,76.84,41.2,20.4,37.8
PAN-01126,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,82.59,41.0,12.9,44.4
PAN-01127,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Laitiers,38.78,28.0,20.5,28.5
PAN-01128,Strasbourg,67 - Bas-Rhin,Grand Est,Boissons,32.62,41.9,18.8,54.6
PAN-01129,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,54.8,38.1,19.0,41.9
PAN-01130,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,36.71,47.5,28.3,26.4
PAN-01131,Paris,75 - Paris,Île-de-France,Surgelés,38.54,31.9,31.5,47.4
PAN-01132,Lille,59 - Nord,Hauts-de-France,Boissons,44.01,29.7,17.8,45.1
PAN-01133,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,40.4,22.7,13.6,44.9
PAN-01134,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,40.07,26.5,35.9,51.9
PAN-01135,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boissons,76.35,35.6,23.7,46.1
PAN-01136,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,74.92,24.8,29.4,48.9
PAN-01137,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,94.9,35.0,32.7,33.4
PAN-01138,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,65.35,32.2,21.5,30.7
PAN-01139,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,84.62,41.0,35.2,44.4
PAN-01140,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,50.04,47.0,19.8,29.1
PAN-01141,Lille,59 - Nord,Hauts-de-France,Surgelés,79.24,33.7,15.9,36.6
PAN-01142,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,82.33,32.3,26.4,34.6
PAN-01143,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,86.78,35.1,37.0,50.6
PAN-01144,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Frais,88.1,35.1,12.2,48.7
PAN-01145,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,48.8,31.9,34.1,27.1
PAN-01146,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,36.34,38.7,36.0,53.6
PAN-01147,Lille,59 - Nord,Hauts-de-France,Épicerie,55.78,22.1,33.2,36.3
PAN-01148,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,66.02,30.9,34.9,44.9
PAN-01149,Lille,59 - Nord,Hauts-de-France,Surgelés,53.9,37.6,29.1,30.3
PAN-01150,Strasbourg,67 - Bas-Rhin,Grand Est,Épicerie,89.38,31.9,36.4,29.4
PAN-01151,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Laitiers,80.86,43.7,32.9,52.7
PAN-01152,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,37.63,31.5,16.1,31.5
PAN-01153,Toulouse,31 - Haute-Garonne,Occitanie,Surgelés,72.74,38.2,24.7,51.3
PAN-01154,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Frais,78.09,30.3,37.7,30.0
PAN-01155,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boulangerie,93.26,39.0,28.9,35.0
PAN-01156,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,32.44,27.5,26.3,54.7
PAN-01157,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,55.45,24.8,20.5,29.6
PAN-01158,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,61.04,48.1,19.6,38.3
PAN-01159,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,88.81,40.9,17.3,47.2
PAN-01160,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,35.59,32.1,32.8,40.7
PAN-01161,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,66.23,32.2,36.0,50.6
PAN-01162,Strasbourg,67 - Bas-Rhin,Grand Est,Épicerie,63.15,32.2,27.5,33.2
PAN-01163,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,48.95,45.7,27.5,49.5
PAN-01164,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,90.16,27.4,29.0,38.2
PAN-01165,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Laitiers,79.98,44.8,27.5,41.8
PAN-01166,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,62.46,47.2,15.1,25.2
PAN-01167,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,42.5,40.7,26.5,41.5
PAN-01168,Lille,59 - Nord,Hauts-de-France,Boissons,77.69,24.4,38.0,32.4
PAN-01169,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,91.6,34.3,13.7,47.8
PAN-01170,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,67.13,39.0,28.1,49.0
PAN-01171,Rennes,35 - Ille-et-Vilaine,Bretagne,Produits Laitiers,94.8,31.2,15.1,40.9
PAN-01172,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Boulangerie,77.39,39.8,25.7,27.5
PAN-01173,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,34.59,29.8,13.2,49.8
PAN-01174,Paris,75 - Paris,Île-de-France,Surgelés,38.9,48.2,27.0,26.4
PAN-01175,Paris,75 - Paris,Île-de-France,Produits Laitiers,70.3,30.1,35.7,34.9
PAN-01176,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,48.01,22.1,32.5,54.5
PAN-01177,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,78.9,29.9,12.7,35.5
PAN-01178,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,52.06,28.4,13.1,38.6
PAN-01179,Lille,59 - Nord,Hauts-de-France,Produits Frais,30.25,23.3,35.5,52.7
PAN-01180,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,56.18,24.4,28.0,43.4
PAN-01181,Lille,59 - Nord,Hauts-de-France,Boulangerie,36.03,26.2,22.4,53.6
PAN-01182,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,30.83,40.8,22.6,50.0
PAN-01183,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,70.09,34.0,23.0,47.2
PAN-01184,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,84.18,34.8,26.4,32.0
PAN-01185,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boissons,43.87,28.8,16.6,41.8
PAN-01186,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,86.37,28.8,37.6,26.6
PAN-01187,Lille,59 - Nord,Hauts-de-France,Surgelés,40.83,39.5,15.0,34.5
PAN-01188,Rennes,35 - Ille-et-Vilaine,Bretagne,Boulangerie,65.18,34.2,26.9,29.2
PAN-01189,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,83.06,45.6,17.6,48.1
PAN-01190,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,41.34,27.2,25.8,43.4
PAN-01191,Toulouse,31 - Haute-Garonne,Occitanie,Épicerie,63.33,23.8,29.2,43.8
PAN-01192,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,52.28,31.9,15.1,35.5
PAN-01193,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boulangerie,71.93,32.0,37.2,50.4
PAN-01194,Nantes,44 - Loire-Atlantique,Pays de la Loire,Surgelés,56.31,42.5,35.4,45.2
PAN-01195,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Boulangerie,46.35,24.9,25.3,40.6
PAN-01196,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,92.16,22.6,33.4,40.8
PAN-01197,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,72.79,40.2,17.8,32.2
PAN-01198,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Épicerie,39.42,29.9,15.2,52.8
PAN-01199,Toulouse,31 - Haute-Garonne,Occitanie,Boulangerie,80.1,26.3,25.4,47.7
PAN-01200,Strasbourg,67 - Bas-Rhin,Grand Est,Boissons,44.8,45.4,13.0,37.7
PAN-01201,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,80.54,27.7,29.9,34.4
PAN-01202,Strasbourg,67 - Bas-Rhin,Grand Est,Surgelés,34.95,37.7,16.3,50.9
PAN-01203,Paris,75 - Paris,Île-de-France,Surgelés,82.06,28.2,32.9,52.0
PAN-01204,Lille,59 - Nord,Hauts-de-France,Boulangerie,89.37,45.6,37.9,41.8
PAN-01205,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Épicerie,93.75,45.7,22.4,25.4
PAN-01206,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,62.38,23.3,30.3,28.8
PAN-01207,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,44.4,29.5,37.8,51.2
PAN-01208,Lille,59 - Nord,Hauts-de-France,Boulangerie,29.76,35.4,16.0,42.9
PAN-01209,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Laitiers,54.34,23.1,37.8,50.3
PAN-01210,Rennes,35 - Ille-et-Vilaine,Bretagne,Épicerie,90.03,45.7,16.8,50.3
PAN-01211,Lille,59 - Nord,Hauts-de-France,Produits Frais,85.13,35.2,28.5,35.2
PAN-01212,Strasbourg,67 - Bas-Rhin,Grand Est,Produits Frais,74.77,34.3,24.3,36.1
PAN-01213,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,37.07,32.0,30.5,52.2
PAN-01214,Paris,75 - Paris,Île-de-France,Surgelés,87.3,43.0,26.9,37.6
PAN-01215,Rennes,35 - Ille-et-Vilaine,Bretagne,Boissons,59.51,28.1,31.2,54.8
PAN-01216,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,62.59,29.6,23.7,49.6
PAN-01217,Lille,59 - Nord,Hauts-de-France,Épicerie,71.09,34.9,21.8,31.6
PAN-01218,Toulouse,31 - Haute-Garonne,Occitanie,Produits Laitiers,76.72,30.5,18.0,26.9
PAN-01219,Lille,59 - Nord,Hauts-de-France,Épicerie,31.38,30.3,14.8,49.3
PAN-01220,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,54.59,45.0,19.6,28.0
PAN-01221,Paris,75 - Paris,Île-de-France,Surgelés,46.9,39.9,30.0,52.8
PAN-01222,Paris,75 - Paris,Île-de-France,Produits Frais,60.95,36.7,14.1,49.3
PAN-01223,Rennes,35 - Ille-et-Vilaine,Bretagne,Surgelés,64.13,43.9,34.1,48.6
PAN-01224,Lille,59 - Nord,Hauts-de-France,Boissons,80.87,46.7,23.4,31.8
PAN-01225,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Laitiers,33.08,35.4,33.0,54.7
PAN-01226,Lille,59 - Nord,Hauts-de-France,Produits Laitiers,89.25,46.3,35.4,46.9
PAN-01227,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,43.18,46.2,31.2,40.4
PAN-01228,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Laitiers,40.02,40.0,23.6,53.5
PAN-01229,Paris,75 - Paris,Île-de-France,Boissons,34.84,27.5,32.1,30.1
PAN-01230,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Produits Frais,87.75,40.8,25.6,33.4
PAN-01231,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Épicerie,81.02,48.2,31.7,37.9
PAN-01232,Strasbourg,67 - Bas-Rhin,Grand Est,Boulangerie,51.52,26.2,32.8,54.3
PAN-01233,Paris,75 - Paris,Île-de-France,Boissons,39.12,33.3,28.7,45.7
PAN-01234,Paris,75 - Paris,Île-de-France,Boissons,79.37,32.4,18.8,50.3
PAN-01235,Nantes,44 - Loire-Atlantique,Pays de la Loire,Épicerie,53.1,34.3,36.8,30.0
PAN-01236,Lille,59 - Nord,Hauts-de-France,Produits Frais,74.84,22.9,24.7,50.6
PAN-01237,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Surgelés,89.53,42.0,28.2,48.5
PAN-01238,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Produits Frais,52.59,46.8,18.9,39.7
PAN-01239,Paris,75 - Paris,Île-de-France,Boissons,58.34,33.1,33.6,45.2
PAN-01240,Paris,75 - Paris,Île-de-France,Surgelés,65.24,44.1,20.4,27.7
PAN-01241,Lille,59 - Nord,Hauts-de-France,Surgelés,46.81,26.1,34.6,32.5
PAN-01242,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Surgelés,89.66,32.7,36.1,32.6
PAN-01243,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,Produits Frais,53.77,43.5,33.9,38.6
PAN-01244,Nantes,44 - Loire-Atlantique,Pays de la Loire,Produits Frais,54.56,36.1,26.4,53.9
PAN-01245,Nantes,44 - Loire-Atlantique,Pays de la Loire,Boissons,40.35,25.4,36.7,36.7
PAN-01246,Toulouse,31 - Haute-Garonne,Occitanie,Produits Frais,62.02,46.9,36.6,50.9
PAN-01247,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,Boissons,42.32,25.7,37.0,36.9
