validation_id,passenger_id,code_uic_gare,station_name,transport_mode,line_code,department_code,region_name,timestamp,validation_status
VAL-000173,USG-00959,87756054,Nice Ville,TER,Ligne Régionale TER,06,Provence-Alpes-Côte d'Azur,2026-07-30 08:21:00,CORRESPONDANCE
VAL-000174,USG-01933,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-05-23 07:54:00,CORRESPONDANCE
VAL-000175,USG-01327,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-05-07 07:34:00,VALIDE
VAL-000176,USG-00271,87223263,Lille Flandres,TER,Ligne Régionale TER,59,Hauts-de-France,2026-09-02 08:06:00,HORS_ZONE
VAL-000177,USG-02978,87481002,Nantes,TGV InOui,Ligne Grande Vitesse East,44,Pays de la Loire,2026-09-29 18:20:00,VALIDE
VAL-000178,USG-01308,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-06-01 08:22:00,REFUSE_SOLDE
VAL-000179,USG-00361,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-09-21 17:15:00,VALIDE
VAL-000180,USG-02968,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-09-12 17:55:00,VALIDE
VAL-000181,USG-02818,87686006,Paris Gare de Lyon,TER,Ligne Régionale TER,75,Île-de-France,2026-10-13 07:54:00,VALIDE
VAL-000182,USG-02170,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-05-20 07:38:00,VALIDE
VAL-000183,USG-01760,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-09-29 18:12:00,VALIDE
VAL-000184,USG-02567,87391003,Paris Montparnasse,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-09-17 18:59:00,VALIDE
VAL-000185,USG-02992,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-05-04 18:43:00,VALIDE
VAL-000186,USG-02765,87481002,Nantes,Métro 1,Ligne 1 La Défense - Château de Vincennes,44,Pays de la Loire,2026-10-02 17:00:00,VALIDE
VAL-000187,USG-02983,87686006,Paris Gare de Lyon,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-06-15 18:32:00,VALIDE
VAL-000188,USG-00614,87271007,Paris Gare du Nord,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-08-09 17:46:00,CORRESPONDANCE
VAL-000189,USG-02823,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-08-10 17:51:00,VALIDE
VAL-000190,USG-01176,87391003,Paris Montparnasse,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-10-06 17:41:00,VALIDE
VAL-000191,USG-00617,87686006,Paris Gare de Lyon,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-10-18 17:27:00,VALIDE
VAL-000192,USG-02032,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-08-28 18:35:00,VALIDE
VAL-000193,USG-01883,87223263,Lille Flandres,Métro 1,Ligne 1 La Défense - Château de Vincennes,59,Hauts-de-France,2026-09-07 17:06:00,VALIDE
VAL-000194,USG-00627,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-09-15 08:46:00,VALIDE
VAL-000195,USG-01119,87471003,Rennes,TER,Ligne Régionale TER,35,Bretagne,2026-10-27 07:28:00,VALIDE
VAL-000196,USG-00455,87747004,Grenoble,RER A,Axe RER A Charles de Gaulle - Étoile,38,Auvergne-Rhône-Alpes,2026-10-10 18:18:00,CORRESPONDANCE
VAL-000197,USG-02295,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-09-21 18:58:00,VALIDE
VAL-000198,USG-01181,87751006,Marseille Saint-Charles,Métro 1,Ligne 1 La Défense - Château de Vincennes,13,Provence-Alpes-Côte d'Azur,2026-09-29 18:09:00,VALIDE
VAL-000199,USG-00485,87722023,Lyon Part-Dieu,RER A,Axe RER A Charles de Gaulle - Étoile,69,Auvergne-Rhône-Alpes,2026-08-19 18:29:00,VALIDE
VAL-000200,USG-00460,87581009,Bordeaux Saint-Jean,TER,Ligne Régionale TER,33,Nouvelle-Aquitaine,2026-09-10 07:35:00,VALIDE
VAL-000201,USG-00464,87223263,Lille Flandres,Métro 1,Ligne 1 La Défense - Château de Vincennes,59,Hauts-de-France,2026-09-24 18:19:00,VALIDE
VAL-000202,USG-02369,87271007,Paris Gare du Nord,TER,Ligne Régionale TER,75,Île-de-France,2026-05-05 07:40:00,VALIDE
VAL-000203,USG-01066,87271007,Paris Gare du Nord,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-07-17 18:35:00,VALIDE
VAL-000204,USG-01773,87611004,Toulouse Matabiau,RER A,Axe RER A Charles de Gaulle - Étoile,31,Occitanie,2026-09-13 07:53:00,VALIDE
VAL-000205,USG-00587,87722023,Lyon Part-Dieu,TGV InOui,Ligne Grande Vitesse East,69,Auvergne-Rhône-Alpes,2026-06-21 18:25:00,VALIDE
VAL-000206,USG-00676,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-05-08 17:55:00,VALIDE
VAL-000207,USG-01552,87391003,Paris Montparnasse,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-10-24 07:13:00,VALIDE
VAL-000208,USG-02373,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-08-16 17:31:00,VALIDE
VAL-000209,USG-02166,87751006,Marseille Saint-Charles,RER A,Axe RER A Charles de Gaulle - Étoile,13,Provence-Alpes-Côte d'Azur,2026-10-25 18:37:00,VALIDE
VAL-000210,USG-01965,87581009,Bordeaux Saint-Jean,TER,Ligne Régionale TER,33,Nouvelle-Aquitaine,2026-09-30 17:00:00,VALIDE
VAL-000211,USG-01637,87212027,Strasbourg Ville,TER,Ligne Régionale TER,67,Grand Est,2026-06-08 18:03:00,VALIDE
VAL-000212,USG-01492,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-10-07 18:39:00,VALIDE
VAL-000213,USG-01574,87581009,Bordeaux Saint-Jean,TER,Ligne Régionale TER,33,Nouvelle-Aquitaine,2026-08-17 17:44:00,VALIDE
VAL-000214,USG-01985,87751006,Marseille Saint-Charles,Métro 1,Ligne 1 La Défense - Château de Vincennes,13,Provence-Alpes-Côte d'Azur,2026-07-02 17:35:00,VALIDE
VAL-000215,USG-01378,87722023,Lyon Part-Dieu,TGV InOui,Ligne Grande Vitesse East,69,Auvergne-Rhône-Alpes,2026-05-09 17:50:00,VALIDE
VAL-000216,USG-00911,87722023,Lyon Part-Dieu,RER A,Axe RER A Charles de Gaulle - Étoile,69,Auvergne-Rhône-Alpes,2026-05-16 08:23:00,REFUSE_SOLDE
VAL-000217,USG-02381,87391003,Paris Montparnasse,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-10-01 08:17:00,VALIDE
VAL-000218,USG-00447,87271007,Paris Gare du Nord,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-08-27 17:00:00,VALIDE
VAL-000219,USG-00035,87686006,Paris Gare de Lyon,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-05-31 07:35:00,VALIDE
VAL-000220,USG-02437,87747004,Grenoble,TGV InOui,Ligne Grande Vitesse East,38,Auvergne-Rhône-Alpes,2026-08-20 07:38:00,CORRESPONDANCE
VAL-000221,USG-02436,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-06-08 18:28:00,VALIDE
VAL-000222,USG-00432,87722023,Lyon Part-Dieu,TGV InOui,Ligne Grande Vitesse East,69,Auvergne-Rhône-Alpes,2026-05-09 17:53:00,VALIDE
VAL-000223,USG-01286,87271007,Paris Gare du Nord,TER,Ligne Régionale TER,75,Île-de-France,2026-08-27 08:47:00,VALIDE
VAL-000224,USG-02542,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-10-16 08:56:00,VALIDE
VAL-000225,USG-02517,87581009,Bordeaux Saint-Jean,Métro 1,Ligne 1 La Défense - Château de Vincennes,33,Nouvelle-Aquitaine,2026-08-29 08:14:00,CORRESPONDANCE
VAL-000226,USG-02581,87747004,Grenoble,RER A,Axe RER A Charles de Gaulle - Étoile,38,Auvergne-Rhône-Alpes,2026-09-08 17:41:00,VALIDE
VAL-000227,USG-00125,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-09-17 08:55:00,VALIDE
VAL-000228,USG-01731,87751006,Marseille Saint-Charles,RER A,Axe RER A Charles de Gaulle - Étoile,13,Provence-Alpes-Côte d'Azur,2026-10-09 17:19:00,VALIDE
VAL-000229,USG-00674,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-06-13 18:28:00,VALIDE
VAL-000230,USG-00984,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-05-11 18:00:00,VALIDE
VAL-000231,USG-01684,87756054,Nice Ville,RER A,Axe RER A Charles de Gaulle - Étoile,06,Provence-Alpes-Côte d'Azur,2026-09-09 17:50:00,CORRESPONDANCE
VAL-000232,USG-02527,87391003,Paris Montparnasse,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-05-11 07:06:00,VALIDE
VAL-000233,USG-02281,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-07-19 17:21:00,VALIDE
VAL-000234,USG-01603,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-06-21 18:43:00,REFUSE_SOLDE
VAL-000235,USG-01261,87611004,Toulouse Matabiau,TGV InOui,Ligne Grande Vitesse East,31,Occitanie,2026-07-14 17:21:00,CORRESPONDANCE
VAL-000236,USG-00534,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-05-04 17:35:00,REFUSE_SOLDE
VAL-000237,USG-01109,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-06-30 07:11:00,VALIDE
VAL-000238,USG-02505,87391003,Paris Montparnasse,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-08-10 18:50:00,VALIDE
VAL-000239,USG-01304,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-09-07 07:26:00,VALIDE
VAL-000240,USG-01384,87747004,Grenoble,TGV InOui,Ligne Grande Vitesse East,38,Auvergne-Rhône-Alpes,2026-08-09 17:07:00,VALIDE
VAL-000241,USG-01345,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-10-28 17:10:00,VALIDE
VAL-000242,USG-00122,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-06-29 17:01:00,VALIDE
VAL-000243,USG-01969,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-06-10 17:19:00,VALIDE
VAL-000244,USG-01371,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-08-26 17:35:00,VALIDE
VAL-000245,USG-02292,87722023,Lyon Part-Dieu,TER,Ligne Régionale TER,69,Auvergne-Rhône-Alpes,2026-08-08 07:04:00,VALIDE
VAL-000246,USG-00768,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-06-10 08:15:00,VALIDE
VAL-000247,USG-01452,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-06-28 18:06:00,VALIDE
VAL-000248,USG-02316,87756054,Nice Ville,RER A,Axe RER A Charles de Gaulle - Étoile,06,Provence-Alpes-Côte d'Azur,2026-06-13 17:11:00,VALIDE
VAL-000249,USG-02801,87722023,Lyon Part-Dieu,TGV InOui,Ligne Grande Vitesse East,69,Auvergne-Rhône-Alpes,2026-07-29 18:33:00,VALIDE
VAL-000250,USG-00789,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-05-23 08:09:00,VALIDE
VAL-000251,USG-00793,87212027,Strasbourg Ville,TER,Ligne Régionale TER,67,Grand Est,2026-05-25 18:26:00,VALIDE
VAL-000252,USG-02225,87751006,Marseille Saint-Charles,Métro 1,Ligne 1 La Défense - Château de Vincennes,13,Provence-Alpes-Côte d'Azur,2026-07-10 08:50:00,REFUSE_SOLDE
VAL-000253,USG-00264,87391003,Paris Montparnasse,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-10-28 17:10:00,VALIDE
VAL-000254,USG-00160,87751006,Marseille Saint-Charles,Métro 1,Ligne 1 La Défense - Château de Vincennes,13,Provence-Alpes-Côte d'Azur,2026-10-05 07:09:00,VALIDE
VAL-000255,USG-01518,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-09-09 08:01:00,VALIDE
VAL-000256,USG-02847,87751006,Marseille Saint-Charles,TER,Ligne Régionale TER,13,Provence-Alpes-Côte d'Azur,2026-08-01 17:56:00,VALIDE
VAL-000257,USG-01128,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-10-05 08:59:00,REFUSE_SOLDE
VAL-000258,USG-02586,87481002,Nantes,Métro 1,Ligne 1 La Défense - Château de Vincennes,44,Pays de la Loire,2026-05-13 18:46:00,VALIDE
VAL-000259,USG-02740,87223263,Lille Flandres,Métro 1,Ligne 1 La Défense - Château de Vincennes,59,Hauts-de-France,2026-05-12 07:49:00,VALIDE
VAL-000260,USG-01510,87271007,Paris Gare du Nord,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-10-19 17:08:00,VALIDE
VAL-000261,USG-02662,87481002,Nantes,Métro 1,Ligne 1 La Défense - Château de Vincennes,44,Pays de la Loire,2026-09-22 18:54:00,VALIDE
VAL-000262,USG-01677,87611004,Toulouse Matabiau,TGV InOui,Ligne Grande Vitesse East,31,Occitanie,2026-07-13 07:46:00,VALIDE
VAL-000263,USG-00830,87391003,Paris Montparnasse,TER,Ligne Régionale TER,75,Île-de-France,2026-07-28 17:53:00,VALIDE
VAL-000264,USG-00943,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-08-17 07:01:00,VALIDE
VAL-000265,USG-00392,87581009,Bordeaux Saint-Jean,Métro 1,Ligne 1 La Défense - Château de Vincennes,33,Nouvelle-Aquitaine,2026-09-13 18:32:00,CORRESPONDANCE
VAL-000266,USG-01144,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-10-03 17:55:00,VALIDE
VAL-000267,USG-02344,87751006,Marseille Saint-Charles,TER,Ligne Régionale TER,13,Provence-Alpes-Côte d'Azur,2026-06-18 17:40:00,VALIDE
VAL-000268,USG-01033,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-08-11 18:11:00,CORRESPONDANCE
VAL-000269,USG-02057,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-05-10 18:08:00,CORRESPONDANCE
VAL-000270,USG-01489,87271007,Paris Gare du Nord,TER,Ligne Régionale TER,75,Île-de-France,2026-05-31 07:53:00,VALIDE
VAL-000271,USG-01360,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-05-16 17:13:00,VALIDE
VAL-000272,USG-00758,87391003,Paris Montparnasse,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-09-09 08:29:00,VALIDE
VAL-000273,USG-01365,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-06-01 07:16:00,VALIDE
VAL-000274,USG-01749,87271007,Paris Gare du Nord,TER,Ligne Régionale TER,75,Île-de-France,2026-10-02 18:50:00,VALIDE
VAL-000275,USG-00416,87722023,Lyon Part-Dieu,Métro 1,Ligne 1 La Défense - Château de Vincennes,69,Auvergne-Rhône-Alpes,2026-07-20 08:59:00,VALIDE
VAL-000276,USG-00431,87212027,Strasbourg Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,67,Grand Est,2026-09-22 18:33:00,VALIDE
VAL-000277,USG-02094,87722023,Lyon Part-Dieu,TER,Ligne Régionale TER,69,Auvergne-Rhône-Alpes,2026-05-04 07:17:00,VALIDE
VAL-000278,USG-00187,87271007,Paris Gare du Nord,TER,Ligne Régionale TER,75,Île-de-France,2026-05-30 07:32:00,VALIDE
VAL-000279,USG-00454,87747004,Grenoble,TGV InOui,Ligne Grande Vitesse East,38,Auvergne-Rhône-Alpes,2026-10-01 07:06:00,VALIDE
VAL-000280,USG-02284,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-09-01 08:09:00,VALIDE
VAL-000281,USG-02305,87686006,Paris Gare de Lyon,TER,Ligne Régionale TER,75,Île-de-France,2026-09-12 17:33:00,VALIDE
VAL-000282,USG-00754,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-07-09 18:46:00,VALIDE
VAL-000283,USG-02978,87611004,Toulouse Matabiau,TGV InOui,Ligne Grande Vitesse East,31,Occitanie,2026-07-09 08:45:00,VALIDE
VAL-000284,USG-01132,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-07-13 17:22:00,VALIDE
VAL-000285,USG-02544,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-06-24 07:18:00,VALIDE
VAL-000286,USG-00535,87722023,Lyon Part-Dieu,TER,Ligne Régionale TER,69,Auvergne-Rhône-Alpes,2026-06-17 07:41:00,VALIDE
VAL-000287,USG-00816,87756054,Nice Ville,RER A,Axe RER A Charles de Gaulle - Étoile,06,Provence-Alpes-Côte d'Azur,2026-05-10 07:06:00,VALIDE
VAL-000288,USG-00674,87756054,Nice Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,06,Provence-Alpes-Côte d'Azur,2026-05-03 18:54:00,CORRESPONDANCE
VAL-000289,USG-00950,87271007,Paris Gare du Nord,Métro 1,Ligne 1 La Défense - Château de Vincennes,75,Île-de-France,2026-09-15 17:20:00,VALIDE
VAL-000290,USG-02099,87611004,Toulouse Matabiau,Métro 1,Ligne 1 La Défense - Château de Vincennes,31,Occitanie,2026-08-27 17:05:00,HORS_ZONE
VAL-000291,USG-02827,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-07-22 07:05:00,VALIDE
VAL-000292,USG-01903,87481002,Nantes,TER,Ligne Régionale TER,44,Pays de la Loire,2026-05-18 07:14:00,VALIDE
VAL-000293,USG-02369,87747004,Grenoble,Métro 1,Ligne 1 La Défense - Château de Vincennes,38,Auvergne-Rhône-Alpes,2026-09-09 08:54:00,VALIDE
VAL-000294,USG-01432,87722023,Lyon Part-Dieu,TER,Ligne Régionale TER,69,Auvergne-Rhône-Alpes,2026-05-27 17:58:00,VALIDE
VAL-000295,USG-02721,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-10-20 17:44:00,REFUSE_SOLDE
VAL-000296,USG-00949,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-09-15 07:22:00,VALIDE
VAL-000297,USG-00444,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-06-21 17:09:00,VALIDE
VAL-000298,USG-01779,87223263,Lille Flandres,Métro 1,Ligne 1 La Défense - Château de Vincennes,59,Hauts-de-France,2026-09-04 17:19:00,VALIDE
VAL-000299,USG-01499,87581009,Bordeaux Saint-Jean,RER A,Axe RER A Charles de Gaulle - Étoile,33,Nouvelle-Aquitaine,2026-06-17 08:13:00,VALIDE
VAL-000300,USG-01261,87751006,Marseille Saint-Charles,RER A,Axe RER A Charles de Gaulle - Étoile,13,Provence-Alpes-Côte d'Azur,2026-05-28 18:50:00,VALIDE
VAL-000301,USG-01449,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-09-28 17:51:00,VALIDE
VAL-000302,USG-02260,87481002,Nantes,TGV InOui,Ligne Grande Vitesse East,44,Pays de la Loire,2026-05-12 07:13:00,VALIDE
VAL-000303,USG-00132,87212027,Strasbourg Ville,RER A,Axe RER A Charles de Gaulle - Étoile,67,Grand Est,2026-07-20 08:43:00,VALIDE
VAL-000304,USG-02001,87471003,Rennes,TER,Ligne Régionale TER,35,Bretagne,2026-05-24 18:53:00,VALIDE
VAL-000305,USG-00184,87223263,Lille Flandres,TER,Ligne Régionale TER,59,Hauts-de-France,2026-10-09 18:30:00,VALIDE
VAL-000306,USG-02465,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-05-07 17:05:00,VALIDE
VAL-000307,USG-01485,87271007,Paris Gare du Nord,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-10-04 08:21:00,VALIDE
VAL-000308,USG-00850,87751006,Marseille Saint-Charles,Métro 1,Ligne 1 La Défense - Château de Vincennes,13,Provence-Alpes-Côte d'Azur,2026-09-13 18:53:00,VALIDE
VAL-000309,USG-01954,87271007,Paris Gare du Nord,TER,Ligne Régionale TER,75,Île-de-France,2026-10-23 18:19:00,VALIDE
VAL-000310,USG-00188,87686006,Paris Gare de Lyon,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-10-12 18:05:00,REFUSE_SOLDE
VAL-000311,USG-01880,87391003,Paris Montparnasse,RER A,Axe RER A Charles de Gaulle - Étoile,75,Île-de-France,2026-08-05 07:34:00,VALIDE
VAL-000312,USG-00336,87223263,Lille Flandres,TER,Ligne Régionale TER,59,Hauts-de-France,2026-06-09 18:50:00,VALIDE
VAL-000313,USG-01785,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-09-12 17:13:00,HORS_ZONE
VAL-000314,USG-02226,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-10-19 08:49:00,REFUSE_SOLDE
VAL-000315,USG-02025,87722023,Lyon Part-Dieu,TER,Ligne Régionale TER,69,Auvergne-Rhône-Alpes,2026-05-04 07:16:00,CORRESPONDANCE
VAL-000316,USG-00729,87471003,Rennes,RER A,Axe RER A Charles de Gaulle - Étoile,35,Bretagne,2026-05-30 18:24:00,VALIDE
VAL-000317,USG-01918,87471003,Rennes,TER,Ligne Régionale TER,35,Bretagne,2026-09-13 17:23:00,VALIDE
VAL-000318,USG-01750,87756054,Nice Ville,Métro 1,Ligne 1 La Défense - Château de Vincennes,06,Provence-Alpes-Côte d'Azur,2026-05-12 18:23:00,VALIDE
VAL-000319,USG-00484,87747004,Grenoble,TGV InOui,Ligne Grande Vitesse East,38,Auvergne-Rhône-Alpes,2026-09-01 08:26:00,REFUSE_SOLDE
VAL-000320,USG-01175,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-08-28 18:27:00,CORRESPONDANCE
VAL-000321,USG-00766,87223263,Lille Flandres,RER A,Axe RER A Charles de Gaulle - Étoile,59,Hauts-de-France,2026-05-31 07:37:00,VALIDE
VAL-000322,USG-02430,87751006,Marseille Saint-Charles,TGV InOui,Ligne Grande Vitesse East,13,Provence-Alpes-Côte d'Azur,2026-08-04 18:02:00,VALIDE
VAL-000323,USG-02335,87756054,Nice Ville,TGV InOui,Ligne Grande Vitesse East,06,Provence-Alpes-Côte d'Azur,2026-10-19 08:47:00,VALIDE
VAL-000324,USG-02932,87271007,Paris Gare du Nord,TER,Ligne Régionale TER,75,Île-de-France,2026-10-27 07:52:00,VALIDE
VAL-000325,USG-00509,87747004,Grenoble,TER,Ligne Régionale TER,38,Auvergne-Rhône-Alpes,2026-05-27 07:01:00,VALIDE
VAL-000326,USG-01492,87611004,Toulouse Matabiau,TGV InOui,Ligne Grande Vitesse East,31,Occitanie,2026-09-10 18:36:00,VALIDE
VAL-000327,USG-02576,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-07-16 18:14:00,VALIDE
VAL-000328,USG-02061,87471003,Rennes,Métro 1,Ligne 1 La Défense - Château de Vincennes,35,Bretagne,2026-07-12 17:09:00,REFUSE_SOLDE
VAL-000329,USG-01381,87581009,Bordeaux Saint-Jean,TGV InOui,Ligne Grande Vitesse East,33,Nouvelle-Aquitaine,2026-07-01 08:48:00,VALIDE
VAL-000330,USG-02349,87223263,Lille Flandres,Métro 1,Ligne 1 La Défense - Château de Vincennes,59,Hauts-de-France,2026-09-13 18:58:00,VALIDE
VAL-000331,USG-02610,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-10-09 07:01:00,VALIDE
VAL-000332,USG-02276,87611004,Toulouse Matabiau,TER,Ligne Régionale TER,31,Occitanie,2026-09-03 18:37:00,CORRESPONDANCE
VAL-000333,USG-01605,87481002,Nantes,Métro 1,Ligne 1 La Défense - Château de Vincennes,44,Pays de la Loire,2026-09-01 18:01:00,HORS_ZONE
VAL-000334,USG-01520,87212027,Strasbourg Ville,TGV InOui,Ligne Grande Vitesse East,67,Grand Est,2026-07-02 08:25:00,CORRESPONDANCE
VAL-000335,USG-00252,87686006,Paris Gare de Lyon,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-10-15 08:56:00,CORRESPONDANCE
VAL-000336,USG-02916,87471003,Rennes,TGV InOui,Ligne Grande Vitesse East,35,Bretagne,2026-07-11 07:20:00,VALIDE
VAL-000337,USG-01730,87481002,Nantes,RER A,Axe RER A Charles de Gaulle - Étoile,44,Pays de la Loire,2026-07-19 17:04:00,VALIDE
VAL-000338,USG-01680,87686006,Paris Gare de Lyon,TGV InOui,Ligne Grande Vitesse East,75,Île-de-France,2026-10-23 17:33:00,VALIDE
VAL-000339,USG-02988,87747004,Grenoble,TGV InOui,Ligne Grande Vitesse East,38,Auvergne-Rhône-Alpes,2026-09-06 08:16:00,REFUSE_SOLDE
