ligne_axe_id,nom_axe_ferroviaire,gare_depart,gare_arrivee,service_type,region,duree_moyenne_trajet_minutes,circulations_prevues_nombre,nombre_trains_annules,retard_moyen_minutes,taux_regularite_ponctualite_pct,cause_retard_infrastructure_pct,cause_retard_materiel_roulant_pct,cause_retard_gestion_trafic_pct,perte_financiere_retards_eur
AXE-TGV-00144,RENNES - PARIS VAUGIRARD,RENNES,PARIS VAUGIRARD,TGV InOui,National TGV,158.5,27,0,7.3,96.3,20.3,22.3,57.4,23760.0
AXE-TGV-00145,AIX EN PROVENCE TGV - PARIS LYON,AIX EN PROVENCE TGV,PARIS LYON,TGV InOui,National TGV,157.1,356,0,7.3,96.4,33.9,28.2,37.9,311527.38
AXE-TGV-00146,MACON LOCHE - PARIS LYON,MACON LOCHE,PARIS LYON,TGV InOui,National TGV,67.4,205,0,10.9,94.5,19.8,32.9,47.3,268824.2
AXE-TGV-00147,PARIS LYON - AIX EN PROVENCE TGV,PARIS LYON,AIX EN PROVENCE TGV,TGV InOui,National TGV,210.5,398,3,14.4,92.0,24.8,36.2,39.0,696665.11
AXE-TGV-00148,PARIS LYON - LYON PART DIEU,PARIS LYON,LYON PART DIEU,TGV InOui,National TGV,83.6,583,1,9.9,94.9,23.2,39.9,36.9,693118.65
AXE-TGV-00149,PARIS LYON - MULHOUSE VILLE,PARIS LYON,MULHOUSE VILLE,TGV InOui,National TGV,127.6,262,2,12.6,92.9,25.4,36.0,38.6,401901.05
AXE-TGV-00150,LAUSANNE - PARIS LYON,LAUSANNE,PARIS LYON,TGV InOui,National TGV,150.9,128,0,4.0,98.0,24.1,28.3,47.6,60893.87
AXE-TGV-00151,PARIS EST - STUTTGART,PARIS EST,STUTTGART,TGV InOui,National TGV,130.8,137,3,14.7,90.5,20.3,22.3,57.4,249238.16
AXE-TGV-00152,PARIS MONTPARNASSE - LE MANS,PARIS MONTPARNASSE,LE MANS,TGV InOui,National TGV,192.7,401,14,17.6,87.7,23.9,31.9,44.2,880168.56
AXE-TGV-00153,PARIS MONTPARNASSE - NANTES,PARIS MONTPARNASSE,NANTES,TGV InOui,National TGV,173.4,465,22,17.6,86.5,33.7,35.3,31.0,1034964.43
AXE-TGV-00154,PARIS MONTPARNASSE - POITIERS,PARIS MONTPARNASSE,POITIERS,TGV InOui,National TGV,203.1,459,16,19.4,86.8,19.4,36.5,44.1,1102106.44
AXE-TGV-00155,PARIS MONTPARNASSE - ST MALO,PARIS MONTPARNASSE,ST MALO,TGV InOui,National TGV,167.4,92,3,23.8,84.8,23.0,24.9,52.1,267624.67
AXE-TGV-00156,PARIS MONTPARNASSE - TOURS,PARIS MONTPARNASSE,TOURS,TGV InOui,National TGV,206.1,171,12,36.3,75.0,31.2,32.5,36.3,746965.86
AXE-TGV-00157,TOULOUSE MATABIAU - PARIS MONTPARNASSE,TOULOUSE MATABIAU,PARIS MONTPARNASSE,TGV InOui,National TGV,155.5,168,3,17.8,89.3,30.8,27.5,41.7,366705.6
AXE-TGV-00158,METZ - PARIS EST,METZ,PARIS EST,TGV InOui,National TGV,75.0,275,2,9.5,94.5,19.4,25.6,55.0,320669.13
AXE-TGV-00159,NANTES - STRASBOURG,NANTES,STRASBOURG,TGV InOui,National TGV,134.1,36,0,4.4,97.8,21.5,36.5,42.0,19070.4
AXE-TGV-00160,PARIS EST - NANCY,PARIS EST,NANCY,TGV InOui,National TGV,71.2,268,4,13.8,91.6,27.5,27.2,45.3,455953.37
AXE-TGV-00161,LILLE - LYON PART DIEU,LILLE,LYON PART DIEU,TGV InOui,National TGV,211.2,279,4,8.9,94.1,20.8,36.6,42.6,310460.56
AXE-TGV-00162,LILLE - MARSEILLE ST CHARLES,LILLE,MARSEILLE ST CHARLES,TGV InOui,National TGV,94.9,168,2,8.7,94.4,29.8,31.7,38.5,182798.14
AXE-TGV-00163,PARIS NORD - LILLE,PARIS NORD,LILLE,TGV InOui,National TGV,151.1,570,16,15.1,89.7,30.3,34.9,34.8,1072990.85
AXE-TGV-00164,PARIS VAUGIRARD - RENNES,PARIS VAUGIRARD,RENNES,TGV InOui,National TGV,78.4,27,0,2.5,98.8,27.7,31.7,40.6,8024.4
AXE-TGV-00165,ANNECY - PARIS LYON,ANNECY,PARIS LYON,TGV InOui,National TGV,203.4,181,0,5.2,97.4,29.7,37.5,32.8,112432.94
AXE-TGV-00166,MARSEILLE ST CHARLES - MARNE LA VALLEE,MARSEILLE ST CHARLES,MARNE LA VALLEE,TGV InOui,National TGV,84.3,282,3,12.6,92.6,28.1,35.1,36.8,435069.0
AXE-TGV-00167,MONTPELLIER - LYON PART DIEU,MONTPELLIER,LYON PART DIEU,TGV InOui,National TGV,75.9,259,1,9.7,94.8,30.7,32.0,37.3,303925.42
AXE-TGV-00168,MULHOUSE VILLE - PARIS LYON,MULHOUSE VILLE,PARIS LYON,TGV InOui,National TGV,146.9,294,2,4.8,96.9,18.0,27.9,54.1,177433.86
AXE-TGV-00169,PARIS LYON - AVIGNON TGV,PARIS LYON,AVIGNON TGV,TGV InOui,National TGV,196.9,433,1,14.6,92.5,19.9,41.9,38.2,761205.31
AXE-TGV-00170,PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,TGV InOui,National TGV,152.7,188,0,11.9,94.1,29.7,27.2,43.1,268440.5
AXE-TGV-00171,PARIS LYON - MACON LOCHE,PARIS LYON,MACON LOCHE,TGV InOui,National TGV,210.1,205,0,13.2,93.4,24.4,41.7,33.9,323541.25
AXE-TGV-00172,PARIS LYON - TOULON,PARIS LYON,TOULON,TGV InOui,National TGV,111.8,200,5,19.4,87.8,26.0,29.7,44.3,476366.4
AXE-TGV-00173,PERPIGNAN - PARIS LYON,PERPIGNAN,PARIS LYON,TGV InOui,National TGV,168.8,160,0,10.9,94.5,20.1,33.8,46.1,209860.34
AXE-TGV-00174,TOULON - PARIS LYON,TOULON,PARIS LYON,TGV InOui,National TGV,127.0,247,2,8.0,95.2,25.7,37.6,36.7,243862.44
AXE-TGV-00175,BARCELONA - PARIS LYON,BARCELONA,PARIS LYON,TGV InOui,National TGV,112.2,56,0,1.5,99.3,19.4,33.7,46.9,9882.35
AXE-TGV-00176,ITALIE - PARIS LYON,ITALIE,PARIS LYON,TGV InOui,National TGV,197.5,85,0,4.4,97.8,32.5,41.5,26.0,44744.0
AXE-TGV-00177,PARIS EST - FRANCFORT,PARIS EST,FRANCFORT,TGV InOui,National TGV,152.8,120,3,16.4,89.3,24.2,24.9,50.9,244395.0
AXE-TGV-00178,PARIS LYON - LAUSANNE,PARIS LYON,LAUSANNE,TGV InOui,National TGV,112.5,135,0,14.2,92.9,22.7,25.2,52.1,230472.0
AXE-TGV-00179,PARIS LYON - BARCELONA,PARIS LYON,BARCELONA,TGV InOui,National TGV,106.9,56,0,18.6,90.7,32.0,31.4,36.6,125036.8
AXE-TGV-00180,ANGERS SAINT LAUD - PARIS MONTPARNASSE,ANGERS SAINT LAUD,PARIS MONTPARNASSE,TGV InOui,National TGV,82.7,352,11,8.8,92.5,18.2,33.7,48.1,410510.41
AXE-TGV-00181,BORDEAUX ST JEAN - PARIS MONTPARNASSE,BORDEAUX ST JEAN,PARIS MONTPARNASSE,TGV InOui,National TGV,82.4,824,62,11.6,86.7,31.5,30.9,37.6,1342722.12
AXE-TGV-00182,BREST - PARIS MONTPARNASSE,BREST,PARIS MONTPARNASSE,TGV InOui,National TGV,127.1,252,8,17.8,87.9,29.2,33.8,37.0,557184.0
AXE-TGV-00183,LA ROCHELLE VILLE - PARIS MONTPARNASSE,LA ROCHELLE VILLE,PARIS MONTPARNASSE,TGV InOui,National TGV,235.0,200,7,11.5,90.8,26.9,22.1,51.0,297230.53
AXE-TGV-00184,NANTES - PARIS MONTPARNASSE,NANTES,PARIS MONTPARNASSE,TGV InOui,National TGV,82.8,470,15,9.7,91.9,30.6,34.6,34.8,598813.44
AXE-TGV-00185,PARIS MONTPARNASSE - ANGERS SAINT LAUD,PARIS MONTPARNASSE,ANGERS SAINT LAUD,TGV InOui,National TGV,78.6,351,13,20.4,86.1,23.0,35.2,41.8,884346.67
AXE-TGV-00186,PARIS MONTPARNASSE - ANGOULEME,PARIS MONTPARNASSE,ANGOULEME,TGV InOui,National TGV,156.0,215,10,14.4,88.2,21.4,31.8,46.8,398174.0
AXE-TGV-00187,PARIS MONTPARNASSE - BREST,PARIS MONTPARNASSE,BREST,TGV InOui,National TGV,71.4,256,10,16.3,87.9,28.3,38.8,32.9,527644.55
AXE-TGV-00188,PARIS MONTPARNASSE - LAVAL,PARIS MONTPARNASSE,LAVAL,TGV InOui,National TGV,69.6,196,7,19.3,86.8,31.6,34.6,33.8,469799.59
AXE-TGV-00189,PARIS MONTPARNASSE - VANNES,PARIS MONTPARNASSE,VANNES,TGV InOui,National TGV,148.5,244,11,18.5,86.2,29.6,29.8,40.6,567208.74
AXE-TGV-00190,ST MALO - PARIS MONTPARNASSE,ST MALO,PARIS MONTPARNASSE,TGV InOui,National TGV,223.3,84,2,31.4,81.9,29.4,32.8,37.8,317730.0
AXE-TGV-00191,PARIS EST - REIMS,PARIS EST,REIMS,TGV InOui,National TGV,115.2,198,2,13.1,92.4,22.2,24.6,53.2,318079.35
AXE-TGV-00192,STRASBOURG - NANTES,STRASBOURG,NANTES,TGV InOui,National TGV,118.4,36,0,4.0,98.0,30.9,32.9,36.2,17352.0
AXE-TGV-00193,DOUAI - PARIS NORD,DOUAI,PARIS NORD,TGV InOui,National TGV,231.5,193,6,6.7,93.5,21.0,35.8,43.2,177626.67
AXE-TGV-00194,LILLE - PARIS NORD,LILLE,PARIS NORD,TGV InOui,National TGV,141.2,578,12,9.9,93.0,19.1,40.6,40.3,726097.79
AXE-TGV-00195,PARIS NORD - ARRAS,PARIS NORD,ARRAS,TGV InOui,National TGV,105.0,295,19,14.1,86.5,26.4,31.8,41.8,552559.32
AXE-TGV-00196,PARIS NORD - DUNKERQUE,PARIS NORD,DUNKERQUE,TGV InOui,National TGV,172.1,256,13,14.6,87.6,30.5,37.9,31.6,485490.0
AXE-TGV-00197,BORDEAUX ST JEAN - PARIS VAUGIRARD,BORDEAUX ST JEAN,PARIS VAUGIRARD,TGV InOui,National TGV,129.2,55,0,21.8,89.1,29.7,37.2,33.1,143763.89
AXE-TGV-00198,NANTES - PARIS VAUGIRARD,NANTES,PARIS VAUGIRARD,TGV InOui,National TGV,157.8,55,0,12.1,94.0,19.1,26.6,54.3,79795.29
AXE-TGV-00199,PARIS VAUGIRARD - NANTES,PARIS VAUGIRARD,NANTES,TGV InOui,National TGV,106.7,55,0,14.5,92.8,28.2,35.6,36.2,95590.0
AXE-TGV-00200,DIJON VILLE - PARIS LYON,DIJON VILLE,PARIS LYON,TGV InOui,National TGV,137.0,409,2,7.7,95.7,28.1,28.2,43.7,384453.8
AXE-TGV-00201,GRENOBLE - PARIS LYON,GRENOBLE,PARIS LYON,TGV InOui,National TGV,89.0,227,0,13.2,93.4,19.0,37.8,43.2,360657.6
AXE-TGV-00202,LYON PART DIEU - PARIS LYON,LYON PART DIEU,PARIS LYON,TGV InOui,National TGV,85.8,604,5,4.9,96.7,20.6,30.3,49.1,373594.51
AXE-TGV-00203,MARNE LA VALLEE - LYON PART DIEU,MARNE LA VALLEE,LYON PART DIEU,TGV InOui,National TGV,190.9,333,4,12.7,92.5,19.7,40.5,39.8,519234.8
AXE-TGV-00204,PARIS LYON - BELLEGARDE (AIN),PARIS LYON,BELLEGARDE (AIN),TGV InOui,National TGV,224.7,209,0,6.8,96.6,29.0,26.9,44.1,170509.17
AXE-TGV-00205,PARIS LYON - GRENOBLE,PARIS LYON,GRENOBLE,TGV InOui,National TGV,149.6,246,0,13.8,93.1,18.4,22.5,59.1,408667.5
AXE-TGV-00206,SAINT ETIENNE CHATEAUCREUX - PARIS LYON,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,TGV InOui,National TGV,154.3,101,2,5.6,95.2,22.9,22.5,54.6,75374.0
AXE-TGV-00207,GENEVE - PARIS LYON,GENEVE,PARIS LYON,TGV InOui,National TGV,91.1,208,0,2.4,98.8,23.5,27.6,48.9,60444.52
AXE-TGV-00208,MARSEILLE ST CHARLES - MADRID,MARSEILLE ST CHARLES,MADRID,TGV InOui,National TGV,194.8,27,0,7.8,96.1,19.8,25.6,54.6,25155.0
AXE-TGV-00209,PARIS LYON - ITALIE,PARIS LYON,ITALIE,TGV InOui,National TGV,198.9,85,0,5.1,97.5,19.4,28.3,52.3,51708.33
AXE-TGV-00210,PARIS LYON - ZURICH,PARIS LYON,ZURICH,TGV InOui,National TGV,231.2,135,0,12.3,93.9,20.3,26.4,53.3,198744.55
AXE-TGV-00211,STUTTGART - PARIS EST,STUTTGART,PARIS EST,TGV InOui,National TGV,229.2,136,3,5.1,95.2,29.9,25.2,44.9,95584.08
AXE-TGV-00212,ANGOULEME - PARIS MONTPARNASSE,ANGOULEME,PARIS MONTPARNASSE,TGV InOui,National TGV,154.6,256,24,6.2,87.5,33.4,27.1,39.5,280089.6
AXE-TGV-00213,LAVAL - PARIS MONTPARNASSE,LAVAL,PARIS MONTPARNASSE,TGV InOui,National TGV,130.3,187,7,7.0,92.8,30.2,24.0,45.8,182845.0
AXE-TGV-00214,LYON PART DIEU - RENNES,LYON PART DIEU,RENNES,TGV InOui,National TGV,236.9,86,1,9.6,94.0,29.1,36.3,34.6,102495.56
AXE-TGV-00215,PARIS MONTPARNASSE - BORDEAUX ST JEAN,PARIS MONTPARNASSE,BORDEAUX ST JEAN,TGV InOui,National TGV,66.0,698,46,15.5,85.7,25.4,32.0,42.6,1420354.75
AXE-TGV-00216,PARIS MONTPARNASSE - ST PIERRE DES CORPS,PARIS MONTPARNASSE,ST PIERRE DES CORPS,TGV InOui,National TGV,88.5,360,24,22.4,82.1,25.1,23.0,51.9,1010661.42
AXE-TGV-00217,ST PIERRE DES CORPS - PARIS MONTPARNASSE,ST PIERRE DES CORPS,PARIS MONTPARNASSE,TGV InOui,National TGV,216.1,390,23,9.3,89.5,19.5,34.7,45.8,511361.82
AXE-TGV-00218,ARRAS - PARIS NORD,ARRAS,PARIS NORD,TGV InOui,National TGV,175.7,333,15,5.9,92.5,30.6,32.5,36.9,293112.88
AXE-TGV-00219,MARSEILLE ST CHARLES - TOURCOING,MARSEILLE ST CHARLES,TOURCOING,TGV InOui,National TGV,191.0,28,1,6.0,93.4,29.3,32.6,38.1,24085.8
AXE-TGV-00220,TOURCOING - BORDEAUX ST JEAN,TOURCOING,BORDEAUX ST JEAN,TGV InOui,National TGV,103.0,28,0,4.8,97.6,19.1,34.1,46.8,16128.0
AXE-TGV-00221,MARSEILLE ST CHARLES - PARIS LYON,MARSEILLE ST CHARLES,PARIS LYON,TGV InOui,National TGV,202.9,388,0,7.6,96.2,18.6,39.4,42.0,354856.18
AXE-TGV-00222,MONTPELLIER - PARIS LYON,MONTPELLIER,PARIS LYON,TGV InOui,National TGV,84.2,317,0,8.5,95.7,25.3,41.8,32.9,323612.27
AXE-TGV-00223,NICE VILLE - PARIS LYON,NICE VILLE,PARIS LYON,TGV InOui,National TGV,143.5,175,2,5.7,96.0,32.5,23.1,44.4,127110.79
AXE-TGV-00224,PARIS LYON - BESANCON FRANCHE COMTE TGV,PARIS LYON,BESANCON FRANCHE COMTE TGV,TGV InOui,National TGV,182.1,181,2,13.0,92.4,33.1,24.7,42.2,287609.92
AXE-TGV-00225,PARIS LYON - DIJON VILLE,PARIS LYON,DIJON VILLE,TGV InOui,National TGV,136.6,430,2,13.9,92.6,33.6,28.0,38.4,724202.76
AXE-TGV-00226,PARIS LYON - MONTPELLIER,PARIS LYON,MONTPELLIER,TGV InOui,National TGV,121.0,269,1,17.0,91.2,19.3,36.4,44.3,549798.98
AXE-TGV-00227,PARIS LYON - NIMES,PARIS LYON,NIMES,TGV InOui,National TGV,116.7,269,1,17.0,91.2,27.5,22.8,49.7,549798.98
AXE-TGV-00228,VALENCE ALIXAN TGV - PARIS LYON,VALENCE ALIXAN TGV,PARIS LYON,TGV InOui,National TGV,201.1,263,0,10.2,94.9,23.2,37.7,39.1,322205.74
AXE-TGV-00229,ZURICH - PARIS LYON,ZURICH,PARIS LYON,TGV InOui,National TGV,233.2,108,0,4.6,97.7,30.3,30.1,39.6,59580.0
AXE-TGV-00230,LE MANS - PARIS MONTPARNASSE,LE MANS,PARIS MONTPARNASSE,TGV InOui,National TGV,67.5,373,15,7.3,92.3,25.5,22.6,51.9,381073.07
AXE-TGV-00231,PARIS MONTPARNASSE - LA ROCHELLE VILLE,PARIS MONTPARNASSE,LA ROCHELLE VILLE,TGV InOui,National TGV,212.1,205,3,17.5,89.8,23.0,24.0,53.0,436853.52
AXE-TGV-00232,PARIS MONTPARNASSE - TOULOUSE MATABIAU,PARIS MONTPARNASSE,TOULOUSE MATABIAU,TGV InOui,National TGV,165.3,155,2,13.4,92.0,23.9,42.0,34.1,254565.0
AXE-TGV-00233,POITIERS - PARIS MONTPARNASSE,POITIERS,PARIS MONTPARNASSE,TGV InOui,National TGV,108.4,456,38,9.4,86.9,27.1,28.7,44.2,644789.87
AXE-TGV-00234,VANNES - PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE,TGV InOui,National TGV,76.1,243,9,5.4,93.6,25.9,26.2,47.9,192712.97
AXE-TGV-00235,PARIS EST - STRASBOURG,PARIS EST,STRASBOURG,TGV InOui,National TGV,93.3,448,14,13.4,90.2,20.8,22.6,56.6,761523.0
AXE-TGV-00236,REIMS - PARIS EST,REIMS,PARIS EST,TGV InOui,National TGV,88.2,206,2,11.7,93.2,20.2,27.5,52.3,296433.21
AXE-TGV-00237,PARIS NORD - DOUAI,PARIS NORD,DOUAI,TGV InOui,National TGV,168.9,191,5,14.5,90.1,21.8,29.6,48.6,346545.21
AXE-TGV-00238,TOURCOING - MARSEILLE ST CHARLES,TOURCOING,MARSEILLE ST CHARLES,TGV InOui,National TGV,78.5,28,1,26.0,83.4,32.4,22.1,45.5,88740.0
AXE-TGV-00239,AVIGNON TGV - PARIS LYON,AVIGNON TGV,PARIS LYON,TGV InOui,National TGV,193.3,477,2,9.0,95.1,32.8,27.2,40.0,521123.55
AXE-TGV-00240,BELLEGARDE (AIN) - PARIS LYON,BELLEGARDE (AIN),PARIS LYON,TGV InOui,National TGV,158.6,233,0,6.4,96.8,33.8,23.6,42.6,180286.63
AXE-TGV-00241,BESANCON FRANCHE COMTE TGV - PARIS LYON,BESANCON FRANCHE COMTE TGV,PARIS LYON,TGV InOui,National TGV,140.9,186,2,4.2,96.8,23.2,24.6,52.2,102104.0
AXE-TGV-00242,CHAMBERY CHALLES LES EAUX - PARIS LYON,CHAMBERY CHALLES LES EAUX,PARIS LYON,TGV InOui,National TGV,62.4,282,0,11.8,94.1,28.0,40.3,31.7,399475.26
AXE-TGV-00243,LE CREUSOT MONTCEAU MONTCHANIN - PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,TGV InOui,National TGV,138.0,199,0,6.6,96.7,20.3,41.9,37.8,156468.56
AXE-TGV-00244,LYON PART DIEU - MARNE LA VALLEE,LYON PART DIEU,MARNE LA VALLEE,TGV InOui,National TGV,113.5,271,2,12.0,93.2,33.2,41.3,25.5,397727.63
AXE-TGV-00245,LYON PART DIEU - MARSEILLE ST CHARLES,LYON PART DIEU,MARSEILLE ST CHARLES,TGV InOui,National TGV,119.2,498,3,14.7,92.0,24.3,37.4,38.3,887245.19
AXE-TGV-00246,LYON PART DIEU - MONTPELLIER,LYON PART DIEU,MONTPELLIER,TGV InOui,National TGV,148.2,286,6,8.1,93.8,32.0,35.3,32.7,299690.87
AXE-TGV-00247,MARNE LA VALLEE - MARSEILLE ST CHARLES,MARNE LA VALLEE,MARSEILLE ST CHARLES,TGV InOui,National TGV,200.4,301,3,13.0,92.5,29.7,29.3,41.0,476755.37
AXE-TGV-00248,MARSEILLE ST CHARLES - LYON PART DIEU,MARSEILLE ST CHARLES,LYON PART DIEU,TGV InOui,National TGV,234.4,492,4,10.5,93.9,25.7,39.5,34.8,632620.75
AXE-TGV-00249,NIMES - PARIS LYON,NIMES,PARIS LYON,TGV InOui,National TGV,177.7,318,0,8.0,96.0,32.4,24.1,43.5,305328.66
AXE-TGV-00250,PARIS LYON - ANNECY,PARIS LYON,ANNECY,TGV InOui,National TGV,99.5,183,0,12.7,93.7,28.2,25.6,46.2,277944.71
AXE-TGV-00251,PARIS LYON - CHAMBERY CHALLES LES EAUX,PARIS LYON,CHAMBERY CHALLES LES EAUX,TGV InOui,National TGV,108.9,294,0,12.2,93.9,22.2,31.8,46.0,430381.41
AXE-TGV-00252,PARIS LYON - MARSEILLE ST CHARLES,PARIS LYON,MARSEILLE ST CHARLES,TGV InOui,National TGV,164.2,441,4,14.8,91.7,32.1,23.0,44.9,794953.02
AXE-TGV-00253,PARIS LYON - NICE VILLE,PARIS LYON,NICE VILLE,TGV InOui,National TGV,152.7,182,3,19.8,88.5,33.9,25.3,40.8,438134.7
AXE-TGV-00254,PARIS LYON - PERPIGNAN,PARIS LYON,PERPIGNAN,TGV InOui,National TGV,210.9,136,1,18.0,90.3,27.9,24.5,47.6,295580.77
AXE-TGV-00255,PARIS LYON - SAINT ETIENNE CHATEAUCREUX,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,TGV InOui,National TGV,178.2,102,1,10.0,94.0,27.7,39.3,33.0,126255.5
AXE-TGV-00256,PARIS LYON - VALENCE ALIXAN TGV,PARIS LYON,VALENCE ALIXAN TGV,TGV InOui,National TGV,225.1,292,1,16.7,91.3,22.8,39.1,38.1,586148.09
AXE-TGV-00257,FRANCFORT - PARIS EST,FRANCFORT,PARIS EST,TGV InOui,National TGV,193.5,120,2,10.8,92.9,19.5,30.8,49.7,161853.96
AXE-TGV-00258,MADRID - MARSEILLE ST CHARLES,MADRID,MARSEILLE ST CHARLES,TGV InOui,National TGV,229.7,27,0,9.4,95.3,29.8,39.0,31.2,30406.15
AXE-TGV-00259,PARIS LYON - GENEVE,PARIS LYON,GENEVE,TGV InOui,National TGV,158.6,188,0,7.8,96.1,29.1,31.1,39.8,176663.6
AXE-TGV-00260,BORDEAUX ST JEAN - PARIS MONTPARNASSE,BORDEAUX ST JEAN,PARIS MONTPARNASSE,TGV InOui,National TGV,109.1,878,35,10.6,90.7,28.6,22.5,48.9,1229417.62
AXE-TGV-00261,PARIS MONTPARNASSE - BREST,PARIS MONTPARNASSE,BREST,TGV InOui,National TGV,224.2,283,6,9.4,93.2,24.9,32.9,42.2,338244.93
AXE-TGV-00262,QUIMPER - PARIS MONTPARNASSE,QUIMPER,PARIS MONTPARNASSE,TGV InOui,National TGV,66.0,260,5,4.3,95.9,31.5,33.1,35.4,153642.86
AXE-TGV-00263,PARIS MONTPARNASSE - ST MALO,PARIS MONTPARNASSE,ST MALO,TGV InOui,National TGV,82.9,102,2,11.1,92.5,24.0,40.2,35.8,142166.67
AXE-TGV-00264,PARIS MONTPARNASSE - ST PIERRE DES CORPS,PARIS MONTPARNASSE,ST PIERRE DES CORPS,TGV InOui,National TGV,157.4,389,17,7.4,91.9,33.2,39.0,27.8,407717.78
AXE-TGV-00265,PARIS MONTPARNASSE - TOURS,PARIS MONTPARNASSE,TOURS,TGV InOui,National TGV,114.3,191,8,6.7,92.4,34.0,23.1,42.9,184125.43
AXE-TGV-00266,VANNES - PARIS MONTPARNASSE,VANNES,PARIS MONTPARNASSE,TGV InOui,National TGV,156.2,282,7,2.4,96.3,21.8,28.2,50.0,111776.6
AXE-TGV-00267,RENNES - LYON PART DIEU,RENNES,LYON PART DIEU,TGV InOui,National TGV,182.0,93,0,4.0,98.0,24.4,31.2,44.4,44613.43
AXE-TGV-00268,PARIS EST - NANCY,PARIS EST,NANCY,TGV InOui,National TGV,75.0,300,13,8.9,91.2,30.6,35.6,33.8,366427.48
AXE-TGV-00269,PARIS EST - REIMS,PARIS EST,REIMS,TGV InOui,National TGV,69.8,220,6,4.2,95.2,23.1,31.0,45.9,135618.05
AXE-TGV-00270,NANTES - STRASBOURG,NANTES,STRASBOURG,TGV InOui,National TGV,83.4,41,1,3.5,95.8,32.5,23.5,44.0,21498.26
AXE-TGV-00271,PARIS NORD - ARRAS,PARIS NORD,ARRAS,TGV InOui,National TGV,65.7,326,19,13.4,87.5,23.9,38.2,37.9,579848.94
AXE-TGV-00272,ARRAS - PARIS NORD,ARRAS,PARIS NORD,TGV InOui,National TGV,99.5,353,19,7.5,90.9,28.2,30.8,41.0,386251.56
AXE-TGV-00273,LILLE - PARIS NORD,LILLE,PARIS NORD,TGV InOui,National TGV,99.4,638,22,9.8,91.7,24.4,29.4,46.2,821791.45
AXE-TGV-00274,LYON PART DIEU - LILLE,LYON PART DIEU,LILLE,TGV InOui,National TGV,67.7,305,11,10.6,91.1,27.0,41.5,31.5,424583.08
AXE-TGV-00275,MARSEILLE ST CHARLES - LILLE,MARSEILLE ST CHARLES,LILLE,TGV InOui,National TGV,233.4,189,5,7.5,93.6,30.3,35.0,34.7,188569.2
AXE-TGV-00276,LILLE - MARSEILLE ST CHARLES,LILLE,MARSEILLE ST CHARLES,TGV InOui,National TGV,88.8,187,5,10.1,92.3,22.3,40.9,36.8,243835.48
AXE-TGV-00277,PARIS VAUGIRARD - BORDEAUX ST JEAN,PARIS VAUGIRARD,BORDEAUX ST JEAN,TGV InOui,National TGV,172.8,55,0,27.0,86.5,21.5,26.0,52.5,178354.0
AXE-TGV-00278,PARIS VAUGIRARD - NANTES,PARIS VAUGIRARD,NANTES,TGV InOui,National TGV,106.2,58,0,6.1,96.9,30.2,35.0,34.8,42673.5
AXE-TGV-00279,TOURCOING - MARSEILLE ST CHARLES,TOURCOING,MARSEILLE ST CHARLES,TGV InOui,National TGV,225.9,31,0,3.0,98.5,26.9,25.3,47.8,11160.0
AXE-TGV-00280,AIX EN PROVENCE TGV - PARIS LYON,AIX EN PROVENCE TGV,PARIS LYON,TGV InOui,National TGV,197.4,396,8,7.9,94.1,23.5,30.2,46.3,401752.92
AXE-TGV-00281,PARIS LYON - AVIGNON TGV,PARIS LYON,AVIGNON TGV,TGV InOui,National TGV,175.1,466,7,13.0,92.0,25.6,26.7,47.7,746914.98
AXE-TGV-00282,BESANCON FRANCHE COMTE TGV - PARIS LYON,BESANCON FRANCHE COMTE TGV,PARIS LYON,TGV InOui,National TGV,179.7,203,5,10.3,92.4,29.0,41.5,29.5,267252.24
AXE-TGV-00283,MARSEILLE ST CHARLES - PARIS LYON,MARSEILLE ST CHARLES,PARIS LYON,TGV InOui,National TGV,224.0,432,9,8.0,93.9,26.0,27.5,46.5,446330.23
AXE-TGV-00284,MONTPELLIER - PARIS LYON,MONTPELLIER,PARIS LYON,TGV InOui,National TGV,222.2,340,8,14.8,90.3,21.9,22.3,55.8,624945.87
AXE-TGV-00285,NICE VILLE - PARIS LYON,NICE VILLE,PARIS LYON,TGV InOui,National TGV,226.6,196,7,7.1,92.9,23.0,28.0,49.0,193311.79
AXE-TGV-00286,PARIS LYON - PERPIGNAN,PARIS LYON,PERPIGNAN,TGV InOui,National TGV,181.9,148,1,14.0,92.3,21.0,32.6,46.4,251390.82
AXE-TGV-00287,LYON PART DIEU - MONTPELLIER,LYON PART DIEU,MONTPELLIER,TGV InOui,National TGV,62.5,305,11,14.4,89.2,21.6,40.0,38.4,557186.95
AXE-TGV-00288,PARIS LYON - ITALIE,PARIS LYON,ITALIE,TGV InOui,National TGV,171.2,95,1,22.4,87.8,20.0,36.5,43.5,257033.47
AXE-TGV-00289,LAUSANNE - PARIS LYON,LAUSANNE,PARIS LYON,TGV InOui,National TGV,237.5,141,1,5.0,96.8,28.5,22.4,49.1,89256.95
