nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesxy,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner,created_at,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_commune,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified,consolidated_is_code_insee_modified,geo_point_borne,departement,region
NMGS - Parking Duguay Trouin,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P7571914754308134729,1122450,Freshmile France/LLWAD6CEW2AOJG,Parking public,"Rue Duguay Trouin, Saint-Herblain 44800 France",,"-1.616827, 47.224005",10,FRFR1ECYER1,3042504,7.4,False,False,False,False,True,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-04-16,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,-1.616827,47.224005,,,False,False,False,,,
Hôtel Les 3 Roses,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P3177179138705805181,510515,Freshmile France/LJS7NW956Z,Parking privé à usage public,"32 Avenue des Ayguinards, Corenc 38700 France",,"5.762423, 45.210698",4,FRFR1ECYKB1,1223207,22.0,True,True,False,False,False,False,False,False,True,,Accès libre,False,"Th,Mo,Tu,Sa,Fr,Su,We  09:00-17:00",Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-02-27,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,5.762423,45.210698,,,False,False,False,,,
ORCA,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P3521322099262928738,1185586,Freshmile France/LM0P3ZVG82PRGT,Parking public,"Zone Artisanale de Petit Pérou, Les Abymes 97139 France",,"-61.511856, 16.256084",3,FRFR1ECYKZ1,3215896,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-01-15,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,-61.511856,16.256084,,,False,False,False,,,
Conseils Assistance Services Entreprises,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P5365224304396636350,892572,Freshmile France/LLKQWGJ5Y19FOL,Parking privé à usage public,"Rue Gabriel Voisin, Reims 51100 France",,"4.068422, 49.234147",8,FRFR1ECYZJ1,2304150,22.0,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-06-24,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,4.068422,49.234147,,,False,False,False,,,
Ville de Metz - bornes inférieures à 25kW,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P1230956099960909245,1002882,Freshmile France/LLPMR6BE718G59,Voirie,"46 Place Mazelle, Metz 57000 France",,"6.184077, 49.114334",2,FRFR1ECZEA2,2628069,22.0,True,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-04-02,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.184077,49.114334,,,False,False,False,,,
Ville de Metz - bornes inférieures à 25kW,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P3335247243757752975,1002885,Freshmile France/LLPMRW5WN2CLC3,Voirie,"Place Saint-Simplice, Metz 57000 France",,"6.179618, 49.116449",4,FRFR1ECZWN1,4927311,22.0,True,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-06-04,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.179618,49.116449,,,False,False,False,,,
Covama,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P8614024863757418530,1034097,Freshmile France/LLT2XIHCX13XTH,Parking privé à usage public,"22 Rue Roger Catillon, Château-Thierry 02400 France",,"3.380759, 49.047899",8,FRFR1ECZXK2,2738130,22.0,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-12-17,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,3.380759,49.047899,,,False,False,False,,,
GreenYellow,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P570966527408544647,1191346,Freshmile France/LLT46NM2V49IGN,Voirie,"8-74 Chem. Boeuf Mort, La Possession 97419 France",,"55.333736, -20.937925",2,FRFR1EDACH1,3235903,7.4,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-01-19,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,55.333736,-20.937925,,,False,False,False,,,
Coopérative Bourgogne du Sud Public,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P4483472581157358231,1684218,Freshmile France/LMMD7X5QZAN744,Parking privé à usage public,"23 Rue du Guidon, Louhans-Châteaurenaud 71500 France",,"5.215262, 46.634077",2,FRFR1EDAQV1,4748061,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-04-28,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,5.215262,46.634077,,,False,False,False,,,
GEG Grenoble,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P8255431018677669246,485100,Freshmile France/DRPCRSDJXN,Parking public,"49 Rue Félix Esclangon, Grenoble 38000 France",,"5.709442, 45.193876",3,FRFR1EDAZT2,1157934,100.0,False,False,False,True,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-06-19,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,5.709442,45.193876,,,False,False,False,,,
Camping Blue Ocean,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P1098012995083605520,1490362,Freshmile France/LLL3SQHR8IBCJX,Parking privé à usage public,"Chemin de la Montagne, Ondres 40440 France",,"-1.470903, 43.573498",2,FRFR1EDCKA1,4110412,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-07-28,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,-1.470903,43.573498,,,False,False,False,,,
Hôpital Mémorial,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P3298562875980577472,896625,Freshmile France/LLL549JMMNDG8V,Parking public,"715 Rue Henri Dunant, Saint-Lô 50000 France",,"-1.105858, 49.105122",8,FRFR1EDCPN2,2315964,7.4,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2024-09-05,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,-1.105858,49.105122,,,False,False,False,,,
Mairie Neuf-Brisach,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P2820239195953651729,978047,Freshmile France/LLPMRRYOZ14XK8,Voirie,"24 Place d'Armes Général de Gaulle, Neuf-Brisach 68600 France",,"7.529158, 48.018584",5,FRFR1EDCVC1,2788278,22.0,True,True,False,False,True,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2024-09-05,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,7.529158,48.018584,,,False,False,False,,,
"St Denis, JCA",,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P4562752299851805285,481995,Freshmile France/AK6LDZLLUO,Parking privé à usage public,"Rue des Olivines, Saint-Pierre 97410 France",,"55.473326, -21.324508",6,FRFR1EDCYN1,1148328,22.0,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-10-01,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,55.473326,-21.324508,,,False,False,False,,,
Ville Fontainebleau,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P428347160383183100,1761777,Freshmile France/BLHRLNQFGY,Parking public,"39 Boulevard Magenta, Fontainebleau 77300 France",,"2.696444, 48.401405",2,FRFR1EDDFM1,4992705,22.0,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-07-10,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,2.696444,48.401405,,,False,False,False,,,
Auberge du Cheval Blanc,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P7917203434124901949,735201,Freshmile France/V3EMVP93X7,Parking privé à usage public,"20 Rue de Rouffach, Westhalten 68250 France",,"7.260456, 47.956663",2,FRFR1EDDFP1,1786713,22.0,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2024-09-05,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,7.260456,47.956663,,,False,False,False,,,
Sarrebourg,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P5778867747986575601,896781,Freshmile France/LLL4TUAPA1RZBE,Voirie,"Rue du Général de Gaulle, Saint-Quirin 57560 France",,"7.065881, 48.610284",2,FRFR1EDDZD1,2316447,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-07-18,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,7.065881,48.610284,,,False,False,False,,,
Noyau urbain - bornes inférieures à 25kW,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P2198825194971653913,1111626,Freshmile France/LLSOMCXRX2BN4W,Parking public,"Place de l'Église, Longeville-lès-Metz 57050 France",,"6.154906, 49.112993",2,FRFR1EDEJH2,3005937,22.0,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-04-03,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.154906,49.112993,,,False,False,False,,,
Ets Grenat,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P3338214690419571334,892611,Freshmile France/LLL1ZOFKN8HGPF,Parking privé à usage public,"14 Rue de la Fonderie, Douvaine 74140 France",,"6.306803, 46.299973",6,FRFR1EDENZ1,2304279,22.0,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2024-09-05,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.306803,46.299973,,,False,False,False,,,
La Casse,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P6667649075961570968,541814,Freshmile France/MSJI4GKDMB,Parking privé à usage public,"13 Avenue Edmond Michelet, Cholet 49300 France",,"-0.849182, 47.071375",4,FRFR1EDERM1,1301789,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-03-26,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,-0.849182,47.071375,,,False,False,False,,,
La Casse,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P6667649075961570968,541814,Freshmile France/MSJI4GKDMB,Parking privé à usage public,"13 Avenue Edmond Michelet, Cholet 49300 France",,"-0.849182, 47.071375",4,FRFR1EDERM2,1301792,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-03-26,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,-0.849182,47.071375,,,False,False,False,,,
ES DEVELOPPEMENT DURABLE,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P9015749437547980547,735150,Freshmile France/JFFCKZAJSW,Parking public,"Rue de l'Étoile, Reichshoffen 67110 France",,"7.663791, 48.93055",2,FRFR1EDEZJ1,1786593,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-11-24,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,7.663791,48.93055,,,False,False,False,,,
Commune de Petit-Réderching,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P392600503892836089,578861,Freshmile France/EJBKFGAQ96,Parking public,"18 Rue de la Gare, Petit-Réderching 57410 France",,"7.300146, 49.04953",5,FRFR1EDFAZ2,1450241,120.0,False,False,True,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2024-09-05,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,7.300146,49.04953,,,False,False,False,,,
Hôpital Mémorial,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P3298562875980577472,896625,Freshmile France/LLL549JMMNDG8V,Parking public,"715 Rue Henri Dunant, Saint-Lô 50000 France",,"-1.105858, 49.105122",8,FRFR1EDFER1,2712834,7.4,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2024-09-05,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,-1.105858,49.105122,,,False,False,False,,,
Intermarché Gréasque,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P7547908199272084533,1034967,Freshmile France/LLTPWH9NH25F0C,Parking public,"Boulevard Salvador Allende, Gréasque 13850 France",,"5.540297, 43.435617",2,FRFR1EDFRF1,2741250,43.0,False,True,False,False,False,False,True,True,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-10-14,True,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,5.540297,43.435617,,,False,False,False,,,
Résidence Le Piquet,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P2194322939756438867,801651,Freshmile France/PEVGN4NR7K,Voirie,"431 Route d'Eauze, Cazaubon 32150 France",,"-0.055249, 43.932829",1,FRFR1EDFSB1,2045166,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2024-09-04,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,-0.055249,43.932829,,,False,False,False,,,
Aquasplash,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P7421470351093315668,735147,Freshmile France/IQSGOGAXZQ,Parking privé à usage public,"1715 Route de Nice, Antibes 06600 France",,"7.127433, 43.614916",4,FRFR1EDFUW1,1786581,22.0,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-03-18,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,7.127433,43.614916,,,False,False,False,,,
GreenYellow,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P6837669369764067814,1111896,Freshmile France/LLTFLW7WVUFXNK,Parking public,"2 Rue Auguste Lacaussade, La Possession 97419 France",,"55.336396, -20.926214",4,FRFR1EDFVD1,3006714,7.4,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-01-28,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,55.336396,-20.926214,,,False,False,False,,,
Hôpital Mémorial,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P3298562875980577472,896625,Freshmile France/LLL549JMMNDG8V,Parking public,"715 Rue Henri Dunant, Saint-Lô 50000 France",,"-1.105858, 49.105122",8,FRFR1EDGET2,2315976,7.4,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2024-09-05,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,-1.105858,49.105122,,,False,False,False,,,
Couronne urbaine - bornes inférieures à 25kW,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P3559458265170674072,1154124,Freshmile France/LLSOF56HT1R9SS,Voirie,"6 Rue de Châtel Saint-Germain, Lessy 57160 France",,"6.093096, 49.120832",4,FRFR1EDHAR2,3121134,22.0,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2026-04-03,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.093096,49.120832,,,False,False,False,,,
Société d'Exploitation de l'Hôtel de Samazan,883061822.0,bernard.miner47@gmail.com,RAIDEN,contact@chargeguru.com,188246000,Société d'Exploitation de l'Hôtel de Samazan,Non concerné,,Société d'Exploitation de l'Hôtel de Samazan,Parking public,181 rue Gutenberg 47260 SAMAZAN,47285,"0.4651, 44.3764",6,FRFR1EDHXA1,,160.0,TRUE,TRUE,TRUE,TRUE,FALSE,,FALSE,,,,Accès libre,FALSE,24/7,Accessibilité inconnue,Inconnue,FALSE,,,2021-09-24,,2021-09-24,,2026-04-20T14:11:36+02:00,63f38ce81be1f6867a668b51,5be52fb0-72ca-43c6-b88d-0d56fb3efff6,raiden-sas,2025-10-07T11:11:00+02:00,0.4651,44.3764,,,False,False,False,,,
Super U Landudec,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P2514630362793680727,892350,Freshmile France/LLJ5P9TOFRLKYU,Parking privé à usage public,"Rue des Écoles, Landudec 29710 France",,"-4.338306, 48.00124",4,FRFR1EDJCJ1,2303502,22.0,False,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2024-09-05,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,-4.338306,48.00124,,,False,False,False,,,
Carrefour Contact Veyre-Monton,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P2565084943181944139,674252,Freshmile France/Q5Y2M4CFKZ,Parking privé à usage public,"16 Chemin du Chardonnet, Veyre-Monton 63960 France",,"3.171752, 45.670699",2,FRFR1EDJML1,1621448,22.0,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2024-09-05,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,3.171752,45.670699,,,False,False,False,,,
Ville de Clouange,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P2370731201433555266,892431,Freshmile France/LLJWL56T61KEYF,Parking public,"Rue Jean Burger, Clouange 57185 France",,"6.094527, 49.259106",4,FRFR1EDJQB2,2374593,22.0,True,True,False,False,False,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2025-06-04,False,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,6.094527,49.259106,,,False,False,False,,,
Ville d'Arveyres,,,Freshmile | FR*FR1,roaming@freshmile.com,,Freshmile France,FRFR1P7629712805937820015,454023,Freshmile France/FHPCMFYE1W,Voirie,"13 Rue de Peytot, Arveyres 33500 France",,"-0.285225, 44.883261",2,FRFR1EDJZA2,1120047,50.0,True,True,False,False,True,False,False,False,True,,Accès libre,False,24/7,Accessibilité inconnue,Restriction de gabarit non précisée,False,,,,,2024-09-04,True,2026-07-01T05:01:37+02:00,63dccb1307e9b2f213a5130c,61387a4e-22f7-4662-b241-d5cac4dd91fd,gireve-2,2023-03-24T15:32:54+01:00,-0.285225,44.883261,,,False,False,False,,,
