aide_id,demandeur_id,siret,nom_aide_dispositif,montant_aide_accordee_eur,date_debut_aide,date_expiration_aide,statut_aide,organisme_financeur
AIDE-00185,DEM-0456,47828440922056,POEI (Préparation Opérationnelle à l'Emploi Individuelle),4690.9,2025-04-19,2025-08-24,En cours de versement,Opco AKTO
AIDE-00186,DEM-0246,43411422758232,Aid'Emploi ZFU / QPV Recrutement,14493.48,2025-01-20,2025-10-05,En cours de versement,Agefiph
AIDE-00187,DEM-0036,42516911038014,AFPR (Action de Formation Préalable à l'Emploi),6771.09,2025-05-01,2026-02-17,Clôturée,France Travail
AIDE-00188,DEM-0059,44294158929340,Aid'Emploi ZFU / QPV Recrutement,13669.48,2025-04-20,2026-01-06,Accordée,Opco AKTO
AIDE-00189,DEM-0459,47934772457713,PMSMP (Immersion en Entreprise 15j),9324.92,2025-02-23,2025-10-30,Accordée,Opco AKTO
AIDE-00190,DEM-0450,49243521674228,Aid'Emploi ZFU / QPV Recrutement,2990.51,2025-04-19,2026-01-03,Accordée,Agefiph
AIDE-00191,DEM-0013,41475035096128,POEI (Préparation Opérationnelle à l'Emploi Individuelle),5283.03,2025-02-09,2025-09-14,En cours de versement,Opco AKTO
AIDE-00192,DEM-0479,42620797545145,PMSMP (Immersion en Entreprise 15j),4932.83,2025-04-19,2025-10-15,Clôturée,France Travail
AIDE-00193,DEM-0202,45207036217137,AFPR (Action de Formation Préalable à l'Emploi),8491.24,2025-03-22,2026-01-22,En cours de versement,Agefiph
AIDE-00194,DEM-0014,41800051365099,AFPR (Action de Formation Préalable à l'Emploi),12179.15,2025-02-13,2025-05-14,Clôturée,Région
AIDE-00195,DEM-0271,43199311740804,PMSMP (Immersion en Entreprise 15j),5376.39,2025-03-12,2026-02-24,Clôturée,Opco AKTO
AIDE-00196,DEM-0182,45961423239816,POEI (Préparation Opérationnelle à l'Emploi Individuelle),6413.28,2025-03-17,2026-01-10,En cours de versement,Opco AKTO
AIDE-00197,DEM-0159,44128373990173,Compte Personnel de Formation (CPF Co-financé),4879.8,2025-01-15,2025-12-11,Accordée,Opco AKTO
AIDE-00198,DEM-0192,49231931463320,Compte Personnel de Formation (CPF Co-financé),5037.16,2025-05-05,2025-09-25,Clôturée,Agefiph
AIDE-00199,DEM-0404,41317889730019,PMSMP (Immersion en Entreprise 15j),12392.22,2025-02-17,2025-08-04,Clôturée,Opco AKTO
AIDE-00200,DEM-0320,49016912571114,PMSMP (Immersion en Entreprise 15j),2141.14,2025-01-20,2025-03-23,Clôturée,Opco AKTO
AIDE-00201,DEM-0308,43175034967970,AFPR (Action de Formation Préalable à l'Emploi),2819.15,2025-04-09,2025-10-13,Accordée,Opco Atlas
AIDE-00202,DEM-0151,49338947908138,Aid'Emploi ZFU / QPV Recrutement,6655.79,2025-04-08,2025-07-30,En cours de versement,Agefiph
AIDE-00203,DEM-0030,44797719500260,AFPR (Action de Formation Préalable à l'Emploi),2500.45,2025-04-16,2025-10-16,Accordée,Région
AIDE-00204,DEM-0119,45256097942790,POEI (Préparation Opérationnelle à l'Emploi Individuelle),5969.07,2025-02-07,2025-12-26,Clôturée,Opco Atlas
AIDE-00205,DEM-0189,49460085697813,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10336.79,2025-05-11,2025-12-23,Accordée,Opco Atlas
AIDE-00206,DEM-0407,48217274847185,PMSMP (Immersion en Entreprise 15j),6569.9,2025-03-11,2026-02-14,Accordée,France Travail
AIDE-00207,DEM-0194,49825001078510,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8925.76,2025-02-05,2025-05-27,Clôturée,Agefiph
AIDE-00208,DEM-0489,48657003530752,Prime Reprise d'Activité AGEFIPH (Handicap),8830.08,2025-03-03,2025-09-19,Clôturée,Opco Atlas
AIDE-00209,DEM-0047,49093792799766,Prime Reprise d'Activité AGEFIPH (Handicap),1924.99,2025-04-29,2025-08-26,Accordée,Région
AIDE-00210,DEM-0305,48128988625039,Prime Reprise d'Activité AGEFIPH (Handicap),11585.62,2025-05-04,2026-03-03,Clôturée,Opco AKTO
AIDE-00211,DEM-0228,47151020284065,Compte Personnel de Formation (CPF Co-financé),12037.91,2025-02-05,2025-07-08,Clôturée,France Travail
AIDE-00212,DEM-0077,44863733385078,POEI (Préparation Opérationnelle à l'Emploi Individuelle),11552.58,2025-01-28,2025-05-16,Clôturée,Région
AIDE-00213,DEM-0037,47046311426770,PMSMP (Immersion en Entreprise 15j),12992.29,2025-03-28,2025-08-12,Clôturée,France Travail
AIDE-00214,DEM-0471,45034069119809,PMSMP (Immersion en Entreprise 15j),13765.68,2025-02-02,2025-08-14,Accordée,Opco AKTO
AIDE-00215,DEM-0250,46610626598669,AFPR (Action de Formation Préalable à l'Emploi),8561.94,2025-01-17,2025-12-01,En cours de versement,Opco Atlas
AIDE-00216,DEM-0348,42066367871424,Aid'Emploi ZFU / QPV Recrutement,13061.06,2025-04-12,2026-01-11,Clôturée,France Travail
AIDE-00217,DEM-0136,43533952986591,AFPR (Action de Formation Préalable à l'Emploi),5273.77,2025-03-25,2026-02-21,Clôturée,Opco AKTO
AIDE-00218,DEM-0177,45276758943798,Aid'Emploi ZFU / QPV Recrutement,4412.96,2025-04-25,2025-11-09,En cours de versement,Opco AKTO
AIDE-00219,DEM-0118,46115317418783,Aid'Emploi ZFU / QPV Recrutement,4920.56,2025-03-31,2025-07-30,En cours de versement,Agefiph
AIDE-00220,DEM-0182,47894966360050,Prime Reprise d'Activité AGEFIPH (Handicap),11552.51,2025-02-16,2025-05-08,Clôturée,Agefiph
AIDE-00221,DEM-0376,48001994278890,Compte Personnel de Formation (CPF Co-financé),1553.26,2025-05-05,2026-04-01,Clôturée,Opco AKTO
AIDE-00222,DEM-0057,43198249969661,AFPR (Action de Formation Préalable à l'Emploi),6370.89,2025-03-21,2025-09-22,En cours de versement,Agefiph
AIDE-00223,DEM-0154,49528963646476,Prime Reprise d'Activité AGEFIPH (Handicap),1668.35,2025-04-17,2026-03-04,En cours de versement,Opco AKTO
AIDE-00224,DEM-0226,43004809395975,Compte Personnel de Formation (CPF Co-financé),9236.83,2025-03-01,2025-12-09,Accordée,Agefiph
AIDE-00225,DEM-0032,46010950030377,PMSMP (Immersion en Entreprise 15j),5281.76,2025-03-21,2025-07-20,Accordée,Région
AIDE-00226,DEM-0076,41473069434986,Compte Personnel de Formation (CPF Co-financé),11590.82,2025-04-12,2026-01-30,Clôturée,Opco Atlas
AIDE-00227,DEM-0188,42033750711860,PMSMP (Immersion en Entreprise 15j),11682.45,2025-03-25,2026-03-18,Clôturée,France Travail
AIDE-00228,DEM-0095,48748493226506,AFPR (Action de Formation Préalable à l'Emploi),1680.84,2025-04-13,2026-03-18,Accordée,Région
AIDE-00229,DEM-0368,42183693605808,PMSMP (Immersion en Entreprise 15j),5710.0,2025-03-30,2025-06-26,En cours de versement,France Travail
AIDE-00230,DEM-0386,42002906825739,Prime Reprise d'Activité AGEFIPH (Handicap),14405.45,2025-04-02,2026-02-11,Clôturée,Opco AKTO
AIDE-00231,DEM-0454,49025320341039,POEI (Préparation Opérationnelle à l'Emploi Individuelle),13156.81,2025-02-09,2025-10-25,En cours de versement,Agefiph
AIDE-00232,DEM-0001,47460174341091,PMSMP (Immersion en Entreprise 15j),4008.83,2025-02-17,2025-04-29,Clôturée,France Travail
AIDE-00233,DEM-0326,47081651410896,Aid'Emploi ZFU / QPV Recrutement,1776.26,2025-04-19,2025-12-17,Clôturée,Opco Atlas
AIDE-00234,DEM-0166,44799276857746,Compte Personnel de Formation (CPF Co-financé),6343.25,2025-03-05,2025-07-13,Clôturée,Opco Atlas
AIDE-00235,DEM-0268,48964543132328,POEI (Préparation Opérationnelle à l'Emploi Individuelle),6210.4,2025-02-12,2025-06-29,En cours de versement,Région
AIDE-00236,DEM-0123,46078326313610,Compte Personnel de Formation (CPF Co-financé),12690.8,2025-04-17,2025-11-13,Accordée,Région
AIDE-00237,DEM-0434,43721597627882,POEI (Préparation Opérationnelle à l'Emploi Individuelle),13782.99,2025-02-22,2025-05-28,Accordée,Région
AIDE-00238,DEM-0034,42948858607939,Aid'Emploi ZFU / QPV Recrutement,14441.12,2025-05-10,2026-04-15,Accordée,Opco Atlas
AIDE-00239,DEM-0018,42453659346244,POEI (Préparation Opérationnelle à l'Emploi Individuelle),5716.08,2025-01-21,2025-07-13,En cours de versement,Opco Atlas
AIDE-00240,DEM-0384,41147809737160,Prime Reprise d'Activité AGEFIPH (Handicap),11556.36,2025-02-17,2025-10-06,En cours de versement,France Travail
AIDE-00241,DEM-0208,46068942654843,Prime Reprise d'Activité AGEFIPH (Handicap),12783.89,2025-03-22,2025-08-23,En cours de versement,France Travail
AIDE-00242,DEM-0423,45127281107309,Prime Reprise d'Activité AGEFIPH (Handicap),10442.12,2025-03-08,2025-09-18,Clôturée,Opco Atlas
AIDE-00243,DEM-0430,41810898422138,Compte Personnel de Formation (CPF Co-financé),11795.0,2025-03-11,2026-02-10,Accordée,Opco AKTO
AIDE-00244,DEM-0458,47246041857779,Compte Personnel de Formation (CPF Co-financé),5319.31,2025-02-26,2025-07-19,En cours de versement,Opco Atlas
AIDE-00245,DEM-0027,48859967710075,AFPR (Action de Formation Préalable à l'Emploi),2631.45,2025-03-29,2025-08-19,Accordée,France Travail
AIDE-00246,DEM-0175,49973058888016,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10756.45,2025-01-25,2025-03-28,En cours de versement,Agefiph
AIDE-00247,DEM-0393,43085712644336,Aid'Emploi ZFU / QPV Recrutement,8255.8,2025-04-08,2025-10-19,En cours de versement,Opco Atlas
AIDE-00248,DEM-0209,41984606060057,POEI (Préparation Opérationnelle à l'Emploi Individuelle),12422.62,2025-02-18,2025-11-07,En cours de versement,Opco Atlas
AIDE-00249,DEM-0164,45434237543776,Compte Personnel de Formation (CPF Co-financé),5843.55,2025-04-21,2025-07-30,Accordée,Région
AIDE-00250,DEM-0387,46825357370437,AFPR (Action de Formation Préalable à l'Emploi),3840.1,2025-03-03,2025-07-27,Accordée,Région
AIDE-00251,DEM-0224,45871370323176,AFPR (Action de Formation Préalable à l'Emploi),4723.48,2025-01-28,2025-03-29,Accordée,Région
AIDE-00252,DEM-0040,48805435120364,PMSMP (Immersion en Entreprise 15j),11434.27,2025-04-05,2025-06-22,Accordée,Agefiph
AIDE-00253,DEM-0177,44140940882309,Prime Reprise d'Activité AGEFIPH (Handicap),2021.68,2025-05-12,2025-07-31,En cours de versement,Agefiph
AIDE-00254,DEM-0052,49556966321986,PMSMP (Immersion en Entreprise 15j),4150.28,2025-04-30,2026-04-29,En cours de versement,Opco Atlas
AIDE-00255,DEM-0168,42753155156627,Prime Reprise d'Activité AGEFIPH (Handicap),13168.61,2025-03-08,2026-03-04,Accordée,Agefiph
AIDE-00256,DEM-0448,43239404700945,Aid'Emploi ZFU / QPV Recrutement,9431.87,2025-02-25,2025-07-19,Clôturée,Agefiph
AIDE-00257,DEM-0077,44342600856042,Aid'Emploi ZFU / QPV Recrutement,4985.08,2025-01-23,2025-11-26,Clôturée,Région
AIDE-00258,DEM-0309,42537937363481,Prime Reprise d'Activité AGEFIPH (Handicap),14367.45,2025-03-01,2025-06-28,Accordée,France Travail
AIDE-00259,DEM-0308,48062147185995,Prime Reprise d'Activité AGEFIPH (Handicap),13806.43,2025-03-28,2025-12-07,Accordée,France Travail
AIDE-00260,DEM-0132,45333148008660,AFPR (Action de Formation Préalable à l'Emploi),6313.79,2025-04-11,2026-03-25,Accordée,Opco Atlas
AIDE-00261,DEM-0399,45756693517486,POEI (Préparation Opérationnelle à l'Emploi Individuelle),10670.05,2025-05-03,2025-09-12,Clôturée,Opco Atlas
AIDE-00262,DEM-0324,43981228934252,Prime Reprise d'Activité AGEFIPH (Handicap),11776.25,2025-04-04,2025-11-06,Clôturée,Agefiph
AIDE-00263,DEM-0194,45218390558455,Prime Reprise d'Activité AGEFIPH (Handicap),11134.92,2025-04-04,2025-07-29,Clôturée,Opco Atlas
AIDE-00264,DEM-0358,47033886281690,PMSMP (Immersion en Entreprise 15j),10238.96,2025-05-11,2025-08-22,Clôturée,Opco Atlas
AIDE-00265,DEM-0339,43593405302689,AFPR (Action de Formation Préalable à l'Emploi),2854.83,2025-01-27,2025-05-24,Clôturée,Agefiph
AIDE-00266,DEM-0290,44163722510156,Compte Personnel de Formation (CPF Co-financé),11136.9,2025-01-21,2025-08-18,Accordée,France Travail
AIDE-00267,DEM-0432,46941654424596,Aid'Emploi ZFU / QPV Recrutement,4185.29,2025-02-04,2025-08-27,Clôturée,Région
AIDE-00268,DEM-0408,44637436386305,Aid'Emploi ZFU / QPV Recrutement,11413.88,2025-05-07,2025-07-26,En cours de versement,Opco Atlas
AIDE-00269,DEM-0472,48945760103330,Prime Reprise d'Activité AGEFIPH (Handicap),12593.0,2025-01-18,2025-03-20,En cours de versement,Opco AKTO
AIDE-00270,DEM-0128,49109911818641,Compte Personnel de Formation (CPF Co-financé),13253.38,2025-02-15,2026-01-28,Clôturée,Opco AKTO
AIDE-00271,DEM-0476,45218390558455,Prime Reprise d'Activité AGEFIPH (Handicap),3462.98,2025-04-06,2026-01-22,En cours de versement,Opco AKTO
AIDE-00272,DEM-0327,49974430798181,Aid'Emploi ZFU / QPV Recrutement,4116.02,2025-02-01,2025-12-05,Clôturée,Opco Atlas
AIDE-00273,DEM-0416,44702639865211,Compte Personnel de Formation (CPF Co-financé),14141.73,2025-02-13,2025-05-10,Accordée,Opco AKTO
AIDE-00274,DEM-0036,44384464489292,Prime Reprise d'Activité AGEFIPH (Handicap),11176.5,2025-01-30,2025-12-17,Accordée,Agefiph
AIDE-00275,DEM-0326,49492798148857,Prime Reprise d'Activité AGEFIPH (Handicap),13025.47,2025-04-23,2026-04-12,Accordée,Opco Atlas
AIDE-00276,DEM-0438,47014850143614,Prime Reprise d'Activité AGEFIPH (Handicap),3865.18,2025-02-15,2025-11-09,Accordée,Agefiph
AIDE-00277,DEM-0498,41784507036832,Prime Reprise d'Activité AGEFIPH (Handicap),10614.03,2025-03-14,2025-08-01,Clôturée,France Travail
AIDE-00278,DEM-0069,47493074386681,AFPR (Action de Formation Préalable à l'Emploi),13733.55,2025-02-06,2025-07-27,Accordée,Opco AKTO
AIDE-00279,DEM-0326,48563266279909,PMSMP (Immersion en Entreprise 15j),13115.09,2025-01-19,2025-08-31,Clôturée,France Travail
AIDE-00280,DEM-0037,45132026434325,Aid'Emploi ZFU / QPV Recrutement,1569.64,2025-03-12,2025-05-18,En cours de versement,Agefiph
AIDE-00281,DEM-0074,43034012003006,Compte Personnel de Formation (CPF Co-financé),13472.48,2025-05-07,2025-10-18,En cours de versement,Opco Atlas
AIDE-00282,DEM-0103,46108615067399,PMSMP (Immersion en Entreprise 15j),1794.29,2025-05-05,2026-02-16,En cours de versement,Opco Atlas
AIDE-00283,DEM-0119,44112747064032,Compte Personnel de Formation (CPF Co-financé),8663.62,2025-02-14,2025-06-29,Accordée,Région
AIDE-00284,DEM-0252,49221355803580,Aid'Emploi ZFU / QPV Recrutement,6494.91,2025-01-21,2025-09-19,Clôturée,France Travail
AIDE-00285,DEM-0283,44155135364340,PMSMP (Immersion en Entreprise 15j),5396.12,2025-04-12,2025-09-16,Clôturée,Opco AKTO
AIDE-00286,DEM-0174,45082978488436,POEI (Préparation Opérationnelle à l'Emploi Individuelle),12008.78,2025-04-22,2026-03-15,En cours de versement,Région
AIDE-00287,DEM-0192,41893869012224,Prime Reprise d'Activité AGEFIPH (Handicap),10832.01,2025-04-23,2025-10-30,Accordée,Agefiph
AIDE-00288,DEM-0201,49292169818103,PMSMP (Immersion en Entreprise 15j),11388.91,2025-02-19,2025-08-28,Accordée,Opco Atlas
AIDE-00289,DEM-0452,43318948778288,Aid'Emploi ZFU / QPV Recrutement,13649.18,2025-04-21,2025-08-12,En cours de versement,Région
AIDE-00290,DEM-0309,44628295865144,PMSMP (Immersion en Entreprise 15j),10773.0,2025-01-22,2025-07-27,Clôturée,Région
AIDE-00291,DEM-0162,46515337879443,Aid'Emploi ZFU / QPV Recrutement,5021.44,2025-04-23,2025-09-29,Clôturée,Opco Atlas
AIDE-00292,DEM-0167,47079968876022,PMSMP (Immersion en Entreprise 15j),5540.58,2025-04-08,2025-06-13,En cours de versement,Opco Atlas
AIDE-00293,DEM-0323,44094144797830,Compte Personnel de Formation (CPF Co-financé),4316.81,2025-04-09,2025-11-20,Accordée,France Travail
AIDE-00294,DEM-0140,42153060600771,Compte Personnel de Formation (CPF Co-financé),4822.23,2025-04-19,2026-04-08,Accordée,Région
AIDE-00295,DEM-0151,41693308903247,Aid'Emploi ZFU / QPV Recrutement,11761.44,2025-01-23,2025-04-24,Clôturée,France Travail
AIDE-00296,DEM-0391,45707363969163,Aid'Emploi ZFU / QPV Recrutement,2725.57,2025-01-16,2025-05-09,En cours de versement,Agefiph
AIDE-00297,DEM-0371,43434580112597,PMSMP (Immersion en Entreprise 15j),2783.5,2025-01-16,2025-09-28,En cours de versement,Opco Atlas
AIDE-00298,DEM-0189,42680877681144,AFPR (Action de Formation Préalable à l'Emploi),1606.11,2025-05-15,2025-08-13,Accordée,France Travail
AIDE-00299,DEM-0319,48725863681599,PMSMP (Immersion en Entreprise 15j),4821.03,2025-04-07,2025-08-06,En cours de versement,Région
AIDE-00300,DEM-0201,47517533898810,Aid'Emploi ZFU / QPV Recrutement,2264.75,2025-04-27,2025-07-31,Clôturée,France Travail
AIDE-00301,DEM-0318,48290957012804,Compte Personnel de Formation (CPF Co-financé),10915.62,2025-04-15,2026-01-09,En cours de versement,Région
AIDE-00302,DEM-0160,49555282669172,POEI (Préparation Opérationnelle à l'Emploi Individuelle),8076.54,2025-03-19,2025-08-22,Clôturée,Région
AIDE-00303,DEM-0411,46919306139846,AFPR (Action de Formation Préalable à l'Emploi),8985.2,2025-03-11,2025-07-27,En cours de versement,Agefiph
AIDE-00304,DEM-0182,49959133769342,POEI (Préparation Opérationnelle à l'Emploi Individuelle),12280.21,2025-03-19,2025-09-26,En cours de versement,Opco AKTO
AIDE-00305,DEM-0391,42939464788826,POEI (Préparation Opérationnelle à l'Emploi Individuelle),5470.48,2025-03-18,2026-03-03,Accordée,Région
AIDE-00306,DEM-0036,46407507597064,Compte Personnel de Formation (CPF Co-financé),12321.36,2025-04-18,2025-08-17,Clôturée,Opco Atlas
AIDE-00307,DEM-0357,46423597162253,Aid'Emploi ZFU / QPV Recrutement,13120.64,2025-05-09,2025-08-06,Clôturée,Opco AKTO
AIDE-00308,DEM-0471,42237045367091,PMSMP (Immersion en Entreprise 15j),14418.26,2025-05-15,2026-01-13,En cours de versement,Opco AKTO
AIDE-00309,DEM-0443,47942858082644,POEI (Préparation Opérationnelle à l'Emploi Individuelle),5861.82,2025-03-12,2025-10-24,Clôturée,Région
AIDE-00310,DEM-0009,46531641868424,Compte Personnel de Formation (CPF Co-financé),6087.84,2025-03-06,2026-01-14,Clôturée,Agefiph
AIDE-00311,DEM-0484,46984011587428,Compte Personnel de Formation (CPF Co-financé),10752.66,2025-03-07,2025-08-31,Accordée,Opco AKTO
AIDE-00312,DEM-0128,41036913638559,Compte Personnel de Formation (CPF Co-financé),6965.71,2025-01-27,2025-04-28,En cours de versement,Opco AKTO
AIDE-00313,DEM-0455,47943206215706,POEI (Préparation Opérationnelle à l'Emploi Individuelle),4405.34,2025-03-03,2025-09-12,Clôturée,Opco AKTO
AIDE-00314,DEM-0215,41767968956237,AFPR (Action de Formation Préalable à l'Emploi),10035.32,2025-02-20,2025-11-23,Accordée,Opco Atlas
AIDE-00315,DEM-0249,41196364573654,POEI (Préparation Opérationnelle à l'Emploi Individuelle),3838.15,2025-02-20,2026-01-09,En cours de versement,Région
AIDE-00316,DEM-0461,41167725267499,Compte Personnel de Formation (CPF Co-financé),12829.4,2025-04-23,2025-07-21,Clôturée,Région
AIDE-00317,DEM-0362,42130730550736,PMSMP (Immersion en Entreprise 15j),7615.33,2025-01-29,2025-12-02,En cours de versement,Agefiph
AIDE-00318,DEM-0213,49193194108039,Aid'Emploi ZFU / QPV Recrutement,8671.16,2025-02-10,2026-01-17,En cours de versement,Opco Atlas
AIDE-00319,DEM-0041,43396473325888,PMSMP (Immersion en Entreprise 15j),6201.93,2025-05-03,2025-08-25,Accordée,Opco AKTO
AIDE-00320,DEM-0397,44321824565535,Prime Reprise d'Activité AGEFIPH (Handicap),2404.65,2025-05-09,2026-02-02,En cours de versement,Opco AKTO
AIDE-00321,DEM-0344,48191973531742,Aid'Emploi ZFU / QPV Recrutement,10401.92,2025-01-28,2025-06-10,Clôturée,Agefiph
AIDE-00322,DEM-0233,43989256359943,Aid'Emploi ZFU / QPV Recrutement,7616.69,2025-01-20,2025-06-25,Accordée,Région
AIDE-00323,DEM-0268,41581506170075,Aid'Emploi ZFU / QPV Recrutement,14278.34,2025-01-30,2025-07-02,Clôturée,Opco Atlas
AIDE-00324,DEM-0465,48525688186692,Aid'Emploi ZFU / QPV Recrutement,4513.46,2025-01-22,2025-05-10,Accordée,Opco AKTO
AIDE-00325,DEM-0368,42826576781157,Compte Personnel de Formation (CPF Co-financé),14201.91,2025-03-13,2025-12-18,Clôturée,Opco AKTO
AIDE-00326,DEM-0014,43806921087322,AFPR (Action de Formation Préalable à l'Emploi),14056.66,2025-03-10,2025-09-15,Clôturée,France Travail
AIDE-00327,DEM-0320,44038587870012,PMSMP (Immersion en Entreprise 15j),14445.53,2025-02-28,2025-05-14,Clôturée,Opco AKTO
AIDE-00328,DEM-0351,45036883590582,POEI (Préparation Opérationnelle à l'Emploi Individuelle),3325.41,2025-01-21,2025-09-23,En cours de versement,Opco AKTO
AIDE-00329,DEM-0118,46912451968122,PMSMP (Immersion en Entreprise 15j),14031.09,2025-02-18,2025-09-23,En cours de versement,Opco Atlas
AIDE-00330,DEM-0023,46832101710957,Aid'Emploi ZFU / QPV Recrutement,12972.72,2025-03-22,2025-08-22,Accordée,Opco Atlas
AIDE-00331,DEM-0423,45716832475439,POEI (Préparation Opérationnelle à l'Emploi Individuelle),11992.42,2025-04-26,2025-11-22,Clôturée,France Travail
AIDE-00332,DEM-0053,46916303477281,PMSMP (Immersion en Entreprise 15j),7993.34,2025-04-15,2025-08-20,En cours de versement,France Travail
AIDE-00333,DEM-0321,48019424160561,POEI (Préparation Opérationnelle à l'Emploi Individuelle),4071.93,2025-04-29,2026-04-10,En cours de versement,Opco Atlas
AIDE-00334,DEM-0426,49632162180688,AFPR (Action de Formation Préalable à l'Emploi),9749.45,2025-02-28,2026-01-17,En cours de versement,Région
