id_mesure,nom_operateur,commune,code_departement,nom_region,technologie_reseau,debit_descendant_mbps,debit_montant_mbps,latence_ms,taux_couverture_4g_pct
QOS-00218,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,148.5,30.9,24.7,96.7
QOS-00219,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 700MHz,169.2,43.7,19.1,95.1
QOS-00220,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G+ LTE,102.1,22.0,26.0,96.6
QOS-00221,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,46.8,11.2,34.1,96.6
QOS-00222,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,4G,33.9,10.4,41.4,99.7
QOS-00223,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,508.4,50.8,14.1,97.0
QOS-00224,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,361.6,51.0,12.1,96.0
QOS-00225,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,32.2,11.2,43.1,96.1
QOS-00226,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,198.0,39.7,16.0,97.9
QOS-00227,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,551.7,62.3,11.9,99.8
QOS-00228,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 700MHz,165.9,38.3,22.7,98.6
QOS-00229,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,53.8,10.2,33.0,96.5
QOS-00230,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G+ LTE,97.0,24.8,31.2,94.6
QOS-00231,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 3.5GHz,481.7,76.9,10.2,94.6
QOS-00232,SFR,Montpellier,34 - Hérault,Occitanie,5G 700MHz,171.2,40.7,18.0,98.5
QOS-00233,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,441.2,49.2,16.0,94.7
QOS-00234,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,449.1,47.8,15.5,96.7
QOS-00235,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,54.0,9.0,36.2,94.5
QOS-00236,Orange,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,389.8,55.2,10.4,95.3
QOS-00237,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,519.5,73.9,11.4,97.8
QOS-00238,SFR,Paris,75 - Paris,Île-de-France,4G+ LTE,101.0,25.2,20.9,97.9
QOS-00239,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,84.0,28.4,26.9,96.0
QOS-00240,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,220.9,25.7,19.3,94.5
QOS-00241,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,198.9,32.0,19.0,98.5
QOS-00242,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,52.4,12.2,46.7,96.4
QOS-00243,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,171.1,37.5,20.7,97.5
QOS-00244,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 700MHz,177.5,31.2,22.8,95.7
QOS-00245,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,5G 700MHz,158.2,37.2,15.7,96.7
QOS-00246,SFR,Montpellier,34 - Hérault,Occitanie,5G 700MHz,228.9,40.4,18.1,97.6
QOS-00247,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,119.3,16.6,26.6,97.1
QOS-00248,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,606.0,70.4,10.7,96.4
QOS-00249,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,4G+ LTE,78.8,21.2,27.7,96.1
QOS-00250,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,201.6,29.9,23.4,97.3
QOS-00251,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,4G,55.0,12.2,40.5,99.3
QOS-00252,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,338.9,70.2,15.7,95.8
QOS-00253,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,428.0,66.3,11.0,97.1
QOS-00254,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 700MHz,179.6,43.0,20.6,95.8
QOS-00255,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,4G,45.4,14.3,42.3,98.3
QOS-00256,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,224.5,39.6,24.8,99.5
QOS-00257,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,48.0,14.3,45.2,95.4
QOS-00258,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,42.7,11.8,28.5,96.9
QOS-00259,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,109.7,24.6,26.0,98.1
QOS-00260,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,211.3,32.7,16.9,99.2
QOS-00261,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,4G+ LTE,94.8,25.0,32.1,95.7
QOS-00262,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,179.4,41.6,15.5,96.4
QOS-00263,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,155.5,27.5,22.5,97.5
QOS-00264,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 3.5GHz,523.8,68.5,12.0,95.0
QOS-00265,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G,47.6,10.6,44.5,98.4
QOS-00266,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 3.5GHz,493.2,73.0,13.5,97.3
QOS-00267,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,4G+ LTE,72.1,19.5,26.5,94.9
QOS-00268,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G,44.3,10.9,29.6,97.9
QOS-00269,Bouygues Telecom,Paris,75 - Paris,Île-de-France,4G,53.4,8.9,44.6,99.1
QOS-00270,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,33.2,14.6,46.2,99.8
QOS-00271,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,4G,42.1,13.1,46.5,94.8
QOS-00272,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,4G+ LTE,80.1,22.2,26.2,97.2
QOS-00273,Free Mobile,Paris,75 - Paris,Île-de-France,5G 3.5GHz,363.2,80.6,12.9,95.2
QOS-00274,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,239.4,42.4,14.7,98.1
QOS-00275,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,221.0,40.9,19.8,95.5
QOS-00276,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,429.2,49.7,11.3,99.2
QOS-00277,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,45.6,8.8,48.0,95.8
QOS-00278,Free Mobile,Montpellier,34 - Hérault,Occitanie,4G+ LTE,107.7,20.7,30.3,98.0
QOS-00279,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 700MHz,139.2,37.7,24.8,98.2
QOS-00280,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,384.9,81.4,10.3,99.0
QOS-00281,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,50.3,14.0,32.1,96.0
QOS-00282,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,359.5,68.9,12.6,94.8
QOS-00283,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G+ LTE,107.6,18.9,23.0,96.2
QOS-00284,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,211.4,34.3,20.5,94.6
QOS-00285,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,72.4,27.6,33.6,94.8
QOS-00286,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,97.4,19.6,21.2,95.7
QOS-00287,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,508.5,62.0,9.6,94.8
QOS-00288,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,79.2,19.6,28.4,94.6
QOS-00289,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,4G,56.3,11.3,40.0,96.9
QOS-00290,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G+ LTE,70.3,26.9,22.6,99.6
QOS-00291,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,5G 3.5GHz,591.1,49.2,12.4,95.4
QOS-00292,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,42.3,15.3,44.8,98.1
QOS-00293,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,509.6,66.6,15.8,96.9
QOS-00294,Orange,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,456.6,60.6,11.2,98.2
QOS-00295,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G+ LTE,103.6,17.8,27.2,98.7
QOS-00296,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,117.4,19.8,34.7,96.7
QOS-00297,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 3.5GHz,487.4,65.7,12.9,98.0
QOS-00298,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,50.5,10.9,40.6,97.0
QOS-00299,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,33.7,12.5,44.6,96.7
QOS-00300,SFR,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,439.0,48.4,12.5,99.1
QOS-00301,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,4G+ LTE,105.2,25.8,22.5,98.1
QOS-00302,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,156.5,25.5,16.8,98.1
QOS-00303,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,518.0,56.3,16.4,96.7
QOS-00304,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G+ LTE,79.6,20.9,20.4,97.4
QOS-00305,SFR,Montpellier,34 - Hérault,Occitanie,4G+ LTE,122.4,24.7,25.8,99.3
QOS-00306,SFR,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,468.0,60.4,16.5,97.2
QOS-00307,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,4G+ LTE,100.0,24.8,23.5,95.7
QOS-00308,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 700MHz,139.3,43.3,24.3,99.4
QOS-00309,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G,30.6,10.7,30.4,99.3
QOS-00310,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,169.9,38.6,18.8,98.8
QOS-00311,Bouygues Telecom,Strasbourg,67 - Bas-Rhin,Grand Est,4G,33.7,12.3,33.8,99.5
QOS-00312,Orange,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 3.5GHz,501.5,84.3,10.0,95.9
QOS-00313,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,99.1,18.0,20.4,98.3
QOS-00314,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,47.6,13.5,47.2,98.9
QOS-00315,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,214.1,36.8,17.1,98.9
QOS-00316,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 700MHz,228.6,35.1,18.3,98.5
QOS-00317,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,526.2,54.4,11.7,96.4
QOS-00318,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 3.5GHz,495.4,57.0,10.3,99.1
QOS-00319,Bouygues Telecom,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,45.0,11.6,42.3,97.0
QOS-00320,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,98.9,21.4,28.8,97.1
QOS-00321,Free Mobile,Lille,59 - Nord,Hauts-de-France,5G 700MHz,196.5,42.6,22.4,99.6
QOS-00322,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,136.4,43.1,22.6,97.8
QOS-00323,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G+ LTE,105.2,17.3,22.1,98.1
QOS-00324,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,4G+ LTE,123.9,19.3,34.1,96.0
QOS-00325,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,48.8,8.7,34.2,95.5
QOS-00326,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,173.4,32.0,22.5,96.0
QOS-00327,SFR,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,222.5,40.6,17.9,97.8
QOS-00328,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 700MHz,239.5,25.5,20.4,95.3
QOS-00329,SFR,Lille,59 - Nord,Hauts-de-France,4G,33.3,10.2,35.5,97.8
QOS-00330,Free Mobile,Lille,59 - Nord,Hauts-de-France,4G+ LTE,96.9,25.0,32.1,97.8
QOS-00331,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,4G+ LTE,109.4,28.5,31.6,99.8
QOS-00332,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,35.3,14.8,39.6,94.7
QOS-00333,Orange,Strasbourg,67 - Bas-Rhin,Grand Est,4G,52.7,9.9,30.7,96.9
QOS-00334,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,354.4,80.0,12.9,96.4
QOS-00335,Orange,Lille,59 - Nord,Hauts-de-France,4G+ LTE,75.6,22.9,31.3,96.3
QOS-00336,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,5G 3.5GHz,434.2,80.0,9.7,96.0
QOS-00337,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,4G,56.3,12.1,48.9,95.3
QOS-00338,Free Mobile,Montpellier,34 - Hérault,Occitanie,5G 700MHz,128.4,33.6,21.0,98.6
QOS-00339,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G+ LTE,100.9,22.3,27.7,97.1
QOS-00340,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,340.9,65.1,10.3,95.2
QOS-00341,Bouygues Telecom,Paris,75 - Paris,Île-de-France,5G 3.5GHz,585.8,48.6,11.4,98.8
QOS-00342,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,4G+ LTE,106.8,27.6,26.0,98.2
QOS-00343,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,209.5,42.4,18.6,96.9
QOS-00344,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,4G+ LTE,85.4,16.5,20.3,97.9
QOS-00345,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,33.3,15.4,31.4,95.8
QOS-00346,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,41.8,9.9,44.2,99.1
QOS-00347,Free Mobile,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,455.0,70.4,13.4,97.3
QOS-00348,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,44.2,15.5,42.0,97.0
QOS-00349,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,410.9,79.7,13.4,98.3
QOS-00350,Bouygues Telecom,Paris,75 - Paris,Île-de-France,5G 3.5GHz,422.0,50.6,11.1,98.9
QOS-00351,SFR,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,318.8,72.2,14.3,99.4
QOS-00352,Orange,Lille,59 - Nord,Hauts-de-France,5G 700MHz,182.5,29.4,15.1,98.6
QOS-00353,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,147.4,27.6,24.4,97.5
QOS-00354,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 3.5GHz,541.1,59.4,9.6,99.6
QOS-00355,Free Mobile,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,333.1,80.2,11.3,96.3
QOS-00356,Orange,Toulouse,31 - Haute-Garonne,Occitanie,4G+ LTE,105.4,24.9,20.5,94.7
QOS-00357,Orange,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,392.1,81.7,16.1,99.5
QOS-00358,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,48.2,15.3,42.8,96.1
QOS-00359,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,153.2,42.8,19.9,94.6
QOS-00360,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,4G,49.8,10.2,36.3,95.5
QOS-00361,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,152.9,24.9,14.7,98.0
QOS-00362,Free Mobile,Montpellier,34 - Hérault,Occitanie,4G+ LTE,120.7,24.3,34.2,95.9
QOS-00363,Orange,Lille,59 - Nord,Hauts-de-France,5G 700MHz,163.4,33.7,24.5,94.6
QOS-00364,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,49.8,11.3,44.1,98.4
QOS-00365,Orange,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,39.5,13.6,45.3,99.2
QOS-00366,Free Mobile,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,4G,33.3,9.5,37.6,96.8
QOS-00367,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,112.1,20.6,27.1,95.2
QOS-00368,Bouygues Telecom,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,333.6,59.1,12.8,99.2
QOS-00369,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,534.7,72.4,16.3,96.8
QOS-00370,Orange,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,242.2,39.1,17.1,97.2
QOS-00371,Free Mobile,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,220.2,42.2,17.2,97.6
QOS-00372,Free Mobile,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G,49.3,10.9,41.3,97.5
QOS-00373,Orange,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,564.7,76.9,14.8,97.5
QOS-00374,Free Mobile,Paris,75 - Paris,Île-de-France,4G,39.0,14.0,30.4,99.7
QOS-00375,SFR,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,517.3,63.3,13.6,99.5
QOS-00376,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 700MHz,192.3,42.9,24.5,96.9
QOS-00377,Free Mobile,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 700MHz,149.8,40.8,22.1,97.2
QOS-00378,SFR,Lille,59 - Nord,Hauts-de-France,5G 3.5GHz,379.8,46.9,13.3,96.8
QOS-00379,Bouygues Telecom,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,176.0,43.7,23.3,98.9
QOS-00380,Free Mobile,Montpellier,34 - Hérault,Occitanie,4G+ LTE,99.0,22.3,27.4,97.6
QOS-00381,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G,50.1,14.2,39.4,97.9
QOS-00382,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G,39.2,14.2,28.6,96.6
QOS-00383,Free Mobile,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 700MHz,202.1,35.9,16.4,95.5
QOS-00384,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,202.2,27.8,23.1,99.7
QOS-00385,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,232.5,33.5,22.4,95.7
QOS-00386,SFR,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,164.1,43.1,19.4,99.1
QOS-00387,Orange,Toulouse,31 - Haute-Garonne,Occitanie,4G,37.1,13.8,43.9,97.5
QOS-00388,SFR,Paris,75 - Paris,Île-de-France,4G,33.7,15.3,35.6,95.3
QOS-00389,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 700MHz,135.1,25.5,19.7,96.5
QOS-00390,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G,33.4,13.5,47.1,99.3
QOS-00391,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 3.5GHz,498.8,73.5,10.0,96.0
QOS-00392,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G+ LTE,71.0,25.3,25.6,99.1
QOS-00393,Free Mobile,Montpellier,34 - Hérault,Occitanie,4G+ LTE,108.9,17.2,27.0,97.1
QOS-00394,Free Mobile,Lille,59 - Nord,Hauts-de-France,4G+ LTE,100.1,23.0,29.4,95.0
QOS-00395,Bouygues Telecom,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G,52.2,12.2,49.0,97.8
QOS-00396,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,225.5,31.9,21.2,98.7
QOS-00397,SFR,Strasbourg,67 - Bas-Rhin,Grand Est,4G,44.5,10.8,36.7,95.1
QOS-00398,SFR,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,5G 3.5GHz,436.8,59.0,16.5,99.0
QOS-00399,Free Mobile,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,5G 3.5GHz,582.7,64.0,10.5,98.1
QOS-00400,Free Mobile,Nantes,44 - Loire-Atlantique,Pays de la Loire,4G+ LTE,79.5,16.8,30.7,94.7
QOS-00401,SFR,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 700MHz,210.8,43.8,21.7,95.9
QOS-00402,Orange,Montpellier,34 - Hérault,Occitanie,4G,55.2,15.2,42.8,95.9
QOS-00403,Orange,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,5G 3.5GHz,518.9,54.3,14.1,98.7
QOS-00404,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,577.1,66.6,10.9,97.7
QOS-00405,Free Mobile,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,142.4,28.9,22.6,96.2
QOS-00406,Bouygues Telecom,Montpellier,34 - Hérault,Occitanie,4G,52.2,13.4,37.5,98.8
QOS-00407,Orange,Nantes,44 - Loire-Atlantique,Pays de la Loire,5G 3.5GHz,445.5,63.3,13.7,96.1
QOS-00408,SFR,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,5G 700MHz,235.7,27.7,23.7,94.7
QOS-00409,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,4G,36.3,9.3,35.9,98.7
QOS-00410,Orange,Paris,75 - Paris,Île-de-France,4G,52.7,9.2,48.3,99.0
QOS-00411,Bouygues Telecom,Lille,59 - Nord,Hauts-de-France,4G,33.8,13.9,30.7,98.6
QOS-00412,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,4G+ LTE,80.5,16.1,23.0,98.3
QOS-00413,Orange,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,157.4,28.3,15.9,95.8
QOS-00414,Free Mobile,Strasbourg,67 - Bas-Rhin,Grand Est,5G 3.5GHz,440.7,55.2,11.5,96.2
QOS-00415,Bouygues Telecom,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,5G 700MHz,236.8,40.2,22.7,94.5
QOS-00416,SFR,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,4G,56.3,9.1,37.8,95.9
QOS-00417,Bouygues Telecom,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,5G 3.5GHz,577.2,48.0,10.2,97.2
QOS-00418,Orange,Rennes,35 - Ille-et-Vilaine,Bretagne,5G 3.5GHz,518.6,61.6,10.6,95.1
QOS-00419,SFR,Rennes,35 - Ille-et-Vilaine,Bretagne,4G+ LTE,73.7,16.8,35.0,95.2
QOS-00420,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,377.5,81.8,11.2,97.9
QOS-00421,Bouygues Telecom,Paris,75 - Paris,Île-de-France,5G 3.5GHz,354.6,71.3,10.1,99.0
QOS-00422,SFR,Toulouse,31 - Haute-Garonne,Occitanie,5G 3.5GHz,559.7,51.3,14.4,96.3
QOS-00423,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,47.9,8.5,29.4,97.7
QOS-00424,Bouygues Telecom,Rennes,35 - Ille-et-Vilaine,Bretagne,4G,39.2,12.5,32.7,99.8
QOS-00425,Orange,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G+ LTE,105.4,18.2,26.6,94.8
QOS-00426,Orange,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,4G+ LTE,72.7,21.1,31.7,97.1
QOS-00427,Free Mobile,Lille,59 - Nord,Hauts-de-France,4G,48.3,10.3,41.0,94.6
QOS-00428,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,4G,50.1,13.2,38.5,98.7
QOS-00429,Orange,Toulouse,31 - Haute-Garonne,Occitanie,4G,43.1,10.3,46.5,99.8
QOS-00430,Bouygues Telecom,Toulouse,31 - Haute-Garonne,Occitanie,5G 700MHz,214.2,29.8,24.6,95.3
QOS-00431,Orange,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,4G+ LTE,88.4,25.5,23.4,96.1
QOS-00432,Bouygues Telecom,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,4G+ LTE,83.3,21.7,21.0,97.2
QOS-00433,SFR,Montpellier,34 - Hérault,Occitanie,5G 3.5GHz,381.7,65.4,11.0,96.2
