id_capteur,id_parcelle,date_releve,humidite_sol_pct,temperature_sol_c,niveau_stress_hydrique,precipitations_mm,evapotranspiration_mm,indice_vegetation_ndvi
IOT_PAR_EXP_310004_3,PAR_EXP_310004_3,2025-06-09,36.6,21.1,FAIBLE,13.3,5.3,0.74
IOT_PAR_EXP_310004_3,PAR_EXP_310004_3,2025-06-10,37.9,16.8,FAIBLE,3.0,3.3,0.5
IOT_PAR_EXP_310004_3,PAR_EXP_310004_3,2025-06-11,35.9,22.6,FAIBLE,2.5,5.5,0.57
IOT_PAR_EXP_310004_3,PAR_EXP_310004_3,2025-06-12,27.2,20.4,MODERE,10.5,4.5,0.74
IOT_PAR_EXP_310004_3,PAR_EXP_310004_3,2025-06-13,36.7,23.6,FAIBLE,3.6,4.2,0.52
IOT_PAR_EXP_310004_3,PAR_EXP_310004_3,2025-06-14,24.1,28.2,MODERE,4.2,2.9,0.56
IOT_PAR_EXP_310004_3,PAR_EXP_310004_3,2025-06-15,37.0,20.0,FAIBLE,13.5,5.0,0.58
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-01,24.3,25.2,MODERE,0.5,5.5,0.76
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-02,29.3,26.5,MODERE,0.5,5.2,0.8
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-03,39.3,18.3,FAIBLE,12.6,3.2,0.73
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-04,19.0,19.7,SEVERE,13.5,3.3,0.67
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-05,30.3,24.0,FAIBLE,12.9,2.6,0.64
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-06,31.6,19.4,FAIBLE,4.8,4.8,0.75
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-07,35.5,25.0,FAIBLE,4.9,3.2,0.46
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-08,36.2,18.4,FAIBLE,9.3,3.6,0.68
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-09,29.5,20.1,MODERE,1.4,5.7,0.6
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-10,30.9,27.7,FAIBLE,5.6,3.8,0.45
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-11,25.2,20.1,MODERE,8.3,3.1,0.67
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-12,27.7,19.0,MODERE,6.7,2.7,0.7
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-13,36.5,27.5,FAIBLE,11.2,4.7,0.78
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-14,35.2,27.8,FAIBLE,3.2,5.6,0.59
IOT_PAR_EXP_310005_1,PAR_EXP_310005_1,2025-06-15,30.9,21.7,FAIBLE,5.4,4.7,0.82
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-01,19.6,21.8,SEVERE,10.5,3.6,0.75
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-02,40.0,25.3,FAIBLE,0.7,3.4,0.66
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-03,19.7,28.4,SEVERE,1.0,5.6,0.8
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-04,18.9,21.1,SEVERE,11.1,5.7,0.73
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-05,35.4,21.3,FAIBLE,5.5,5.3,0.82
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-06,42.5,20.7,FAIBLE,9.6,4.1,0.7
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-07,35.6,20.3,FAIBLE,7.8,4.1,0.52
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-08,37.7,18.8,FAIBLE,0.3,3.2,0.45
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-09,36.2,22.8,FAIBLE,11.9,3.0,0.65
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-10,27.3,19.4,MODERE,10.5,2.5,0.8
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-11,39.9,21.2,FAIBLE,12.8,2.2,0.73
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-12,23.6,17.3,MODERE,8.7,4.7,0.46
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-13,19.3,25.3,SEVERE,3.4,2.9,0.6
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-14,41.3,16.7,FAIBLE,4.2,5.1,0.64
IOT_PAR_EXP_310005_2,PAR_EXP_310005_2,2025-06-15,37.8,20.0,FAIBLE,9.8,3.3,0.67
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-01,24.9,20.1,MODERE,6.5,3.5,0.48
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-02,32.5,26.4,FAIBLE,5.5,4.3,0.47
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-03,19.1,16.9,SEVERE,8.5,4.6,0.75
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-04,23.9,18.6,MODERE,4.4,5.5,0.79
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-05,23.7,18.4,MODERE,10.8,4.9,0.72
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-06,42.7,24.7,FAIBLE,5.8,3.0,0.71
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-07,26.7,19.5,MODERE,9.4,3.2,0.62
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-08,27.7,27.0,MODERE,11.6,4.8,0.62
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-09,38.6,20.0,FAIBLE,4.5,2.3,0.53
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-10,41.3,25.3,FAIBLE,8.0,4.3,0.46
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-11,37.4,19.7,FAIBLE,3.3,4.2,0.52
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-12,24.6,22.9,MODERE,4.9,4.9,0.8
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-13,31.2,25.0,FAIBLE,6.7,4.8,0.72
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-14,27.5,17.7,MODERE,2.7,5.4,0.65
IOT_PAR_EXP_310005_3,PAR_EXP_310005_3,2025-06-15,44.7,28.0,FAIBLE,12.2,2.4,0.64
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-01,30.9,24.0,FAIBLE,1.2,5.2,0.71
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-02,35.4,20.1,FAIBLE,14.1,5.4,0.81
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-03,42.8,18.9,FAIBLE,10.0,4.2,0.78
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-04,25.3,27.6,MODERE,4.1,4.1,0.7
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-05,35.8,18.2,FAIBLE,0.2,2.9,0.76
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-06,21.9,26.3,SEVERE,13.5,3.2,0.75
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-07,33.2,23.1,FAIBLE,9.8,4.1,0.76
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-08,28.4,25.2,MODERE,10.0,2.4,0.74
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-09,38.1,20.3,FAIBLE,3.4,2.4,0.49
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-10,34.3,23.7,FAIBLE,14.0,3.3,0.67
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-11,35.1,25.8,FAIBLE,3.3,4.1,0.62
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-12,28.1,18.3,MODERE,5.5,5.0,0.67
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-13,26.0,19.1,MODERE,3.9,3.5,0.48
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-14,39.2,17.9,FAIBLE,5.2,2.4,0.59
IOT_PAR_EXP_310006_1,PAR_EXP_310006_1,2025-06-15,43.5,21.6,FAIBLE,1.5,2.4,0.73
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-01,23.3,17.3,MODERE,13.8,3.3,0.56
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-02,34.7,26.1,FAIBLE,4.9,5.1,0.57
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-03,41.2,28.2,FAIBLE,4.6,5.6,0.5
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-04,23.4,19.9,MODERE,14.0,3.2,0.81
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-05,36.8,22.1,FAIBLE,3.5,3.5,0.66
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-06,40.0,20.9,FAIBLE,8.2,4.3,0.49
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-07,32.7,24.5,FAIBLE,13.8,3.8,0.65
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-08,37.1,21.5,FAIBLE,10.0,5.1,0.56
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-09,39.5,21.1,FAIBLE,9.2,3.0,0.63
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-10,35.8,24.9,FAIBLE,1.1,5.8,0.74
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-11,30.9,21.0,FAIBLE,13.3,4.7,0.64
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-12,32.7,25.9,FAIBLE,13.0,4.1,0.58
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-13,35.2,17.1,FAIBLE,9.5,3.4,0.73
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-14,35.5,16.6,FAIBLE,9.8,3.6,0.81
IOT_PAR_EXP_310006_2,PAR_EXP_310006_2,2025-06-15,38.3,28.1,FAIBLE,0.2,3.1,0.61
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-01,36.3,18.1,FAIBLE,3.5,2.7,0.81
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-02,22.3,23.0,MODERE,3.4,3.6,0.8
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-03,23.0,24.0,MODERE,0.4,4.4,0.61
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-04,23.3,23.4,MODERE,10.2,2.9,0.59
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-05,38.3,26.1,FAIBLE,1.5,5.3,0.47
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-06,23.0,20.1,MODERE,3.8,5.3,0.62
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-07,32.2,24.0,FAIBLE,8.9,4.3,0.67
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-08,27.4,26.6,MODERE,11.8,4.7,0.68
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-09,26.0,23.7,MODERE,1.9,2.5,0.48
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-10,26.2,18.3,MODERE,7.4,3.6,0.71
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-11,21.7,20.8,SEVERE,9.2,4.7,0.52
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-12,35.4,28.5,FAIBLE,7.1,2.6,0.66
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-13,26.5,21.6,MODERE,5.2,2.1,0.47
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-14,21.7,26.2,SEVERE,7.3,3.9,0.81
IOT_PAR_EXP_310006_3,PAR_EXP_310006_3,2025-06-15,36.5,21.2,FAIBLE,7.1,2.4,0.76
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-01,39.7,23.1,FAIBLE,8.7,2.7,0.65
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-02,44.4,19.7,FAIBLE,13.8,4.0,0.66
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-03,42.3,26.2,FAIBLE,10.9,3.6,0.5
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-04,19.6,19.5,SEVERE,10.2,2.6,0.69
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-05,21.9,20.0,SEVERE,12.2,3.6,0.54
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-06,21.8,23.9,SEVERE,5.4,2.4,0.68
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-07,39.5,25.6,FAIBLE,10.9,4.7,0.6
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-08,41.7,21.7,FAIBLE,8.4,5.3,0.63
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-09,40.9,17.2,FAIBLE,9.2,4.7,0.81
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-10,41.0,25.9,FAIBLE,14.0,5.2,0.6
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-11,31.4,20.0,FAIBLE,7.9,2.6,0.55
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-12,41.0,25.9,FAIBLE,11.1,2.3,0.78
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-13,34.9,26.5,FAIBLE,13.5,2.7,0.46
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-14,30.3,28.4,FAIBLE,14.4,5.5,0.61
IOT_PAR_EXP_310007_1,PAR_EXP_310007_1,2025-06-15,41.8,19.8,FAIBLE,12.7,2.4,0.77
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-01,39.8,17.3,FAIBLE,4.3,3.5,0.59
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-02,40.0,26.9,FAIBLE,9.8,2.4,0.69
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-03,33.2,23.6,FAIBLE,5.1,2.9,0.51
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-04,38.2,27.5,FAIBLE,6.4,2.9,0.68
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-05,42.2,17.8,FAIBLE,10.6,3.4,0.5
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-06,29.6,25.9,MODERE,9.3,3.0,0.54
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-07,34.2,25.0,FAIBLE,13.6,2.2,0.56
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-08,40.9,26.9,FAIBLE,8.8,2.8,0.53
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-09,28.6,24.1,MODERE,11.5,3.0,0.74
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-10,28.4,19.0,MODERE,1.0,5.4,0.69
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-11,18.3,20.5,SEVERE,5.6,5.2,0.57
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-12,29.4,22.8,MODERE,6.8,5.8,0.51
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-13,20.0,23.3,SEVERE,3.1,5.5,0.46
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-14,43.6,21.0,FAIBLE,10.3,4.9,0.56
IOT_PAR_EXP_310007_2,PAR_EXP_310007_2,2025-06-15,29.4,21.0,MODERE,7.8,2.7,0.69
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-01,22.4,27.9,MODERE,11.4,4.8,0.64
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-02,22.5,17.6,MODERE,3.9,5.4,0.74
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-03,38.8,16.4,FAIBLE,3.9,2.3,0.75
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-04,37.2,23.2,FAIBLE,6.6,3.4,0.48
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-05,31.5,23.1,FAIBLE,3.7,2.5,0.59
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-06,33.5,25.0,FAIBLE,7.4,2.3,0.53
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-07,41.3,19.1,FAIBLE,5.6,2.7,0.62
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-08,43.1,26.7,FAIBLE,13.3,4.8,0.65
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-09,29.3,20.0,MODERE,10.4,3.1,0.6
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-10,20.1,20.7,SEVERE,13.1,2.8,0.64
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-11,39.7,28.3,FAIBLE,1.0,3.8,0.8
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-12,25.6,26.6,MODERE,8.0,2.1,0.57
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-13,23.4,23.0,MODERE,9.0,3.8,0.56
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-14,34.0,22.2,FAIBLE,2.8,5.4,0.74
IOT_PAR_EXP_310007_3,PAR_EXP_310007_3,2025-06-15,38.5,19.1,FAIBLE,5.9,3.0,0.45
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-01,23.6,19.9,MODERE,1.7,2.7,0.55
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-02,36.5,26.3,FAIBLE,0.6,5.2,0.71
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-03,26.9,17.1,MODERE,5.2,4.0,0.54
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-04,36.3,19.3,FAIBLE,0.5,3.6,0.82
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-05,30.2,25.4,FAIBLE,6.7,5.1,0.54
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-06,21.8,16.1,SEVERE,14.2,2.6,0.76
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-07,40.2,20.7,FAIBLE,9.3,4.3,0.68
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-08,25.0,26.2,MODERE,0.9,5.4,0.46
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-09,30.0,17.6,MODERE,12.0,3.3,0.78
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-10,19.2,21.8,SEVERE,8.3,5.1,0.51
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-11,28.7,16.4,MODERE,2.5,2.9,0.7
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-12,23.1,19.5,MODERE,0.5,4.4,0.78
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-13,24.6,19.7,MODERE,8.0,2.3,0.6
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-14,25.6,17.7,MODERE,12.8,4.0,0.52
IOT_PAR_EXP_310008_1,PAR_EXP_310008_1,2025-06-15,35.0,26.0,FAIBLE,14.3,5.0,0.74
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-01,40.7,26.6,FAIBLE,8.6,5.1,0.52
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-02,36.8,27.4,FAIBLE,10.2,5.6,0.46
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-03,33.2,23.0,FAIBLE,14.3,5.4,0.52
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-04,31.3,19.9,FAIBLE,1.3,3.0,0.63
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-05,23.9,22.6,MODERE,13.3,2.8,0.45
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-06,21.5,25.0,SEVERE,12.2,3.3,0.79
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-07,18.6,23.3,SEVERE,11.2,5.2,0.79
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-08,41.2,28.0,FAIBLE,13.7,3.6,0.59
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-09,20.7,19.8,SEVERE,2.3,5.6,0.5
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-10,39.4,28.0,FAIBLE,2.5,5.7,0.69
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-11,36.7,27.6,FAIBLE,3.2,4.3,0.74
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-12,22.7,19.8,MODERE,1.8,4.8,0.7
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-13,43.6,27.9,FAIBLE,14.4,5.7,0.59
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-14,18.9,23.5,SEVERE,14.0,2.9,0.79
IOT_PAR_EXP_310008_2,PAR_EXP_310008_2,2025-06-15,33.3,27.7,FAIBLE,10.8,3.0,0.5
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-01,20.8,20.3,SEVERE,2.3,2.4,0.78
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-02,43.4,28.2,FAIBLE,14.3,5.4,0.58
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-03,37.0,21.4,FAIBLE,8.8,3.7,0.69
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-04,19.4,20.1,SEVERE,5.9,4.2,0.81
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-05,43.0,22.8,FAIBLE,4.3,2.5,0.69
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-06,28.6,22.9,MODERE,0.8,2.1,0.63
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-07,20.4,26.3,SEVERE,7.0,2.5,0.68
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-08,23.6,24.0,MODERE,6.9,2.5,0.81
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-09,39.2,21.9,FAIBLE,3.8,4.5,0.78
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-10,28.5,20.6,MODERE,2.7,2.3,0.59
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-11,29.9,19.3,MODERE,8.2,2.7,0.76
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-12,36.8,17.2,FAIBLE,11.7,3.6,0.7
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-13,38.4,18.8,FAIBLE,5.6,4.0,0.47
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-14,44.1,24.6,FAIBLE,8.3,3.0,0.8
IOT_PAR_EXP_310008_3,PAR_EXP_310008_3,2025-06-15,26.1,20.9,MODERE,0.5,4.2,0.77
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-01,25.4,17.8,MODERE,10.1,2.2,0.68
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-02,42.0,20.1,FAIBLE,10.8,5.5,0.54
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-03,42.2,16.3,FAIBLE,4.4,3.1,0.75
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-04,31.3,24.7,FAIBLE,12.6,2.6,0.49
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-05,44.3,21.5,FAIBLE,3.9,3.6,0.76
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-06,35.4,18.3,FAIBLE,11.9,4.8,0.53
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-07,38.5,26.8,FAIBLE,7.5,2.7,0.75
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-08,26.4,22.3,MODERE,12.3,5.4,0.5
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-09,18.8,18.4,SEVERE,12.1,3.0,0.76
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-10,30.3,27.5,FAIBLE,4.0,5.1,0.71
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-11,31.6,23.9,FAIBLE,0.4,3.5,0.5
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-12,34.0,18.2,FAIBLE,8.5,3.4,0.77
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-13,22.4,27.2,MODERE,10.0,3.2,0.73
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-14,28.4,18.0,MODERE,14.0,5.3,0.66
IOT_PAR_EXP_310009_1,PAR_EXP_310009_1,2025-06-15,35.5,24.5,FAIBLE,5.9,2.2,0.55
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-01,44.7,24.0,FAIBLE,3.8,4.7,0.77
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-02,42.1,19.7,FAIBLE,11.1,5.4,0.51
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-03,39.7,26.0,FAIBLE,9.6,4.6,0.67
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-04,37.5,24.2,FAIBLE,3.8,3.6,0.82
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-05,28.5,16.4,MODERE,8.3,2.8,0.71
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-06,37.6,18.8,FAIBLE,11.4,5.5,0.65
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-07,36.1,22.3,FAIBLE,12.2,5.3,0.76
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-08,22.9,17.2,MODERE,3.8,5.1,0.5
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-09,38.6,18.3,FAIBLE,4.9,2.4,0.7
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-10,27.6,25.3,MODERE,11.4,3.3,0.56
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-11,25.0,19.7,MODERE,6.8,5.3,0.76
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-12,33.8,27.8,FAIBLE,12.9,4.0,0.48
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-13,41.4,20.8,FAIBLE,0.8,5.3,0.56
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-14,21.7,18.5,SEVERE,8.3,5.5,0.6
IOT_PAR_EXP_310009_2,PAR_EXP_310009_2,2025-06-15,30.4,20.0,FAIBLE,11.3,3.9,0.71
IOT_PAR_EXP_310009_3,PAR_EXP_310009_3,2025-06-01,20.8,22.3,SEVERE,0.9,2.3,0.56
IOT_PAR_EXP_310009_3,PAR_EXP_310009_3,2025-06-02,43.6,21.7,FAIBLE,7.6,3.7,0.64
