id_bloc_operatoire,id_finess_etablissement,nom_etablissement,specialite_chirurgicale,nombre_salles_operatoires,taux_utilisation_bloc_pct,nombre_interventions_programmees,nombre_interventions_urgentes,delai_moyen_attente_chirurgie_jours
BLOC-0961,60030517,CPTS DE LA RIVIERA FRANCAISE,Oncologie Chirurgicale,18,93.7,58,13,27
BLOC-0962,10004885,PHARMACIE CENTRALE,Oncologie Chirurgicale,9,63.7,78,4,45
BLOC-0963,60012945,SELARL PHARMACIE ROCHAT,Orthopédie & Traumatologie,18,76.2,56,8,18
BLOC-0964,60028438,SAAD LES AUX DE LA VIE DU HAUT PAYS,Oncologie Chirurgicale,18,78.2,110,28,24
BLOC-0965,60029204,SAAD CLUB AZUR SERVICES NICE,Orthopédie & Traumatologie,13,60.3,113,26,17
BLOC-0966,30007041,PENSION - R. ACCUEIL LE CASTEL FLORE,Chirurgie Viscérale & Digestive,5,75.6,89,32,14
BLOC-0967,20018982,SAAD AGES ET VIE - PINON,Oncologie Chirurgicale,12,66.6,85,19,10
BLOC-0968,60026440,SAAD ACTIONS 06,Neurologie & Neurochirurgie,17,82.8,115,20,32
BLOC-0969,10004786,MA PHARMACIE,Neurologie & Neurochirurgie,17,86.0,95,6,31
BLOC-0970,60025921,SAS LES OLIVIERS DE TAOURO,Oncologie Chirurgicale,17,66.9,105,8,35
BLOC-0971,30002224,SELARL PHARMACIE DULAC,Orthopédie & Traumatologie,4,90.0,45,31,33
BLOC-0972,40005142,UAMR SAVS,Orthopédie & Traumatologie,17,96.9,32,10,23
BLOC-0973,20011060,SELAS PHARMACIE DE L'EUROPE,Oncologie Chirurgicale,18,77.1,106,8,15
BLOC-0974,10012995,AST BTP DE L AIN,Cardiologie Interventionnelle,6,86.8,64,7,18
BLOC-0975,30785869,ESPACE CANGUILHEM,Neurologie & Neurochirurgie,12,73.5,63,12,17
BLOC-0976,60015658,SAVS EPANOUIR-TERRITOIRE OUEST AZUR,Neurologie & Neurochirurgie,11,66.5,48,26,36
BLOC-0977,30008635,ACT ANEF 63 - ST POURCAIN SUR SIOULE,Chirurgie Viscérale & Digestive,14,93.8,26,11,29
BLOC-0978,60028693,SAAD ASSOCIATION AIDA MANDELIEU,Orthopédie & Traumatologie,4,68.0,53,24,7
BLOC-0979,60032661,LBM BARLA SITE ANTIBES/CAVALIER,Orthopédie & Traumatologie,13,79.0,84,13,43
BLOC-0980,40006298,SAVS URAPEDA,Cardiologie Interventionnelle,6,67.5,31,21,12
BLOC-0981,10004950,PHARMACIE CHARREIX-FAVRE,Cardiologie Interventionnelle,8,60.7,48,6,36
BLOC-0982,60032356,REGIE LIGNE D AZUR,Orthopédie & Traumatologie,12,66.3,111,20,31
BLOC-0983,40004616,MAISON L'AURORE,Neurologie & Neurochirurgie,6,67.7,51,23,36
BLOC-0984,60008489,SESSAD VAL PAILLON,Cardiologie Interventionnelle,15,76.6,33,6,36
BLOC-0985,60018777,SELAS PHARMACIE SAINTE MARGUERITE,Oncologie Chirurgicale,13,77.2,115,19,25
BLOC-0986,60021854,LBM EUROFINS LABAZUR NICE SITE CASSIN,Oncologie Chirurgicale,15,65.4,100,26,10
BLOC-0987,60024890,HJ ADULTE SECT2 BOSQUETS CH CANNES,Orthopédie & Traumatologie,7,70.7,79,29,24
BLOC-0988,60010949,AGAHTIR UDM ANTIBES,Oncologie Chirurgicale,17,72.1,100,35,3
BLOC-0989,20018768,SAD ADMR FAMILLE ENFANCE PARENTALITE,Cardiologie Interventionnelle,13,95.1,117,10,34
BLOC-0990,60005147,PHARMACIE TCHILINGUIRIAN,Cardiologie Interventionnelle,9,87.2,67,31,22
BLOC-0991,60782505,EHPAD LES HEURES CLAIRES,Oncologie Chirurgicale,7,62.2,79,19,25
BLOC-0992,30007462,UE AUTISME LA COMETE- SESSAD CLAIRJOIE,Oncologie Chirurgicale,12,88.8,83,9,43
BLOC-0993,30782544,MECS LES TOURELLES,Cardiologie Interventionnelle,4,86.1,45,8,24
BLOC-0994,20007928,SCM IMAGERIE C Z,Neurologie & Neurochirurgie,18,68.4,108,21,24
BLOC-0995,60031291,CPTS DES COLLINES DE VALBONNE,Oncologie Chirurgicale,9,96.6,118,6,14
BLOC-0996,40000119,EPS LUMIERE DE RIEZ,Chirurgie Viscérale & Digestive,10,62.1,102,33,40
BLOC-0997,30008452,MAISON DES ADOLESCENTS CUSSET,Cardiologie Interventionnelle,18,82.9,81,26,42
BLOC-0998,20016929,AEMO ADSEA02 CHÂTEAU-THIERRY,Chirurgie Viscérale & Digestive,14,76.1,51,33,9
BLOC-0999,60792579,EHPAD THIERS,Neurologie & Neurochirurgie,13,84.0,32,21,24
BLOC-1000,20003927,EHPAD SAINT-VINCENT-DE-PAUL,Chirurgie Viscérale & Digestive,18,97.7,34,21,16
BLOC-1001,60012515,SARL PHARMACIE DES MARINAS,Oncologie Chirurgicale,12,83.2,101,18,38
BLOC-1002,20017497,DAMNA AJP ST QUENTIN,Cardiologie Interventionnelle,6,77.8,51,30,32
BLOC-1003,30003230,PHARMACIE DU FAUBOURG SAINT-PIERRE,Orthopédie & Traumatologie,11,61.3,33,20,31
BLOC-1004,30002893,SELEURL RENAUD,Orthopédie & Traumatologie,9,78.4,75,23,9
BLOC-1005,10004554,PHARMACIE DU QUEBEC,Oncologie Chirurgicale,12,94.5,100,18,10
BLOC-1006,20004610,SAFEP-SSEFS APAJH SAINT-QUENTIN,Oncologie Chirurgicale,12,85.4,72,4,33
BLOC-1007,20006532,MECS LES P'TITOURS AJP HARLY,Orthopédie & Traumatologie,7,73.9,25,25,22
BLOC-1008,60781465,EHPAD LA SOFIETA,Chirurgie Viscérale & Digestive,9,64.4,44,4,36
BLOC-1009,60782588,RESIDENCE VILLA VAL D OR,Neurologie & Neurochirurgie,13,81.0,34,20,6
BLOC-1010,70006366,MAPA LA ROSE DU PRE (PUV),Orthopédie & Traumatologie,15,82.3,102,20,22
BLOC-1011,10013258,CPTS DE LA PLAINE DE L'AIN,Chirurgie Viscérale & Digestive,5,68.3,62,29,18
BLOC-1012,20014551,FAM ADEF GAUCHY,Chirurgie Viscérale & Digestive,9,77.2,51,24,7
BLOC-1013,70003637,PHARMACIE DE SAINT PRIVAT,Oncologie Chirurgicale,10,61.7,36,25,43
BLOC-1014,70006663,LIEU DE VIE LA CHARDERIE,Chirurgie Viscérale & Digestive,5,66.8,70,9,32
BLOC-1015,10012896,CRCDC AUVERGNE RHONE ALPES - 01,Chirurgie Viscérale & Digestive,14,68.4,36,11,5
BLOC-1016,10005148,SESSAD DELTA 01,Orthopédie & Traumatologie,8,61.2,37,14,42
BLOC-1017,60780038,ITEP LA LUERNA (EP),Orthopédie & Traumatologie,13,85.3,118,19,8
BLOC-1018,60032109,ADMR ANTIBES,Neurologie & Neurochirurgie,17,81.7,116,30,10
BLOC-1019,20017554,MSP DE VILLENEUVE SUR AISNE,Oncologie Chirurgicale,9,61.5,43,20,15
BLOC-1020,60028883,SAAD ADAMA VENCE,Cardiologie Interventionnelle,14,70.8,37,24,32
BLOC-1021,10003903,PHARMACIE CHRISTELLE BURGAT,Oncologie Chirurgicale,14,80.2,93,23,4
BLOC-1022,30003065,PHARMACIE BARTASSOT,Oncologie Chirurgicale,6,77.1,35,11,11
BLOC-1023,10011328,ISIS RHONE-ALPES MIRIBEL,Chirurgie Viscérale & Digestive,14,85.3,53,14,13
BLOC-1024,40787228,MAS DE FORCALQUIER,Orthopédie & Traumatologie,12,97.0,117,4,16
BLOC-1025,10788883,SSIAD MONTREVEL-EN-BRESSE,Oncologie Chirurgicale,9,66.8,85,11,29
BLOC-1026,60013042,SELARL PHARMACIE DE LA SALIS,Chirurgie Viscérale & Digestive,6,76.7,71,30,19
BLOC-1027,20006284,CSAPA OPPELIA HORIZON CHATEAU THIERRY,Chirurgie Viscérale & Digestive,18,65.3,63,15,20
BLOC-1028,40006611,GRETA ANTENNE DE DIGNE,Cardiologie Interventionnelle,13,65.3,43,17,16
BLOC-1029,60032943,MSP MARIE CURIE,Chirurgie Viscérale & Digestive,4,67.4,93,6,19
BLOC-1030,20017497,DAMNA AJP ST QUENTIN,Oncologie Chirurgicale,8,85.8,92,15,39
BLOC-1031,40780520,CLINIQUE LE VERDON,Oncologie Chirurgicale,14,68.1,97,26,25
BLOC-1032,10784163,ESAT LE PENNESSUY,Chirurgie Viscérale & Digestive,16,64.8,61,10,37
BLOC-1033,30001234,USLD D'AINAY LE CHATEAU,Cardiologie Interventionnelle,18,77.5,40,4,17
BLOC-1034,30007660,MAISON DE SANTE CLAUDE GALIEN,Chirurgie Viscérale & Digestive,8,96.6,29,8,14
BLOC-1035,50001585,LOGEMENT FOYER SOLEIL,Chirurgie Viscérale & Digestive,12,78.6,41,33,11
BLOC-1036,20016283,ECHO MEDICAL,Neurologie & Neurochirurgie,18,72.0,40,31,16
BLOC-1037,60015815,SELARL PHARMACIE PERIN,Chirurgie Viscérale & Digestive,15,65.6,38,12,19
BLOC-1038,20017075,UNITE DE DIALYSE DE CHATEAU-THIERRY,Cardiologie Interventionnelle,6,71.1,111,15,24
BLOC-1039,40001349,SELAS PHARMACIE SOLARI,Orthopédie & Traumatologie,5,63.3,101,28,34
BLOC-1040,60791589,RESIDENCE AUTONOMIE LES MILLE SOLEILS,Cardiologie Interventionnelle,5,62.0,65,27,28
BLOC-1041,10013274,MG PONT D'AIN,Orthopédie & Traumatologie,18,83.3,47,16,24
BLOC-1042,60010311,SELARL PHARMACIE DU CIV,Oncologie Chirurgicale,4,61.0,116,26,45
BLOC-1043,10007599,CHU ADSEA 01,Oncologie Chirurgicale,9,81.7,61,4,36
BLOC-1044,60028487,SAAD LES JARDINS D'ARCADIE,Orthopédie & Traumatologie,13,92.1,94,34,32
BLOC-1045,10012334,MAISON DE SANTE DE MONTREVEL EN BRESSE,Oncologie Chirurgicale,17,97.9,67,33,24
BLOC-1046,50007038,SAMSAH EDITH SELTZER,Neurologie & Neurochirurgie,12,96.5,40,27,10
BLOC-1047,20019303,CEGIDD DE SAINT QUENTIN,Neurologie & Neurochirurgie,9,73.3,108,20,15
BLOC-1048,60022431,EHPAD RESIDENCE LES FIGUIERS,Orthopédie & Traumatologie,5,66.3,41,35,2
BLOC-1049,60031648,MSP POLE SANTE SU FERION,Oncologie Chirurgicale,7,80.0,29,9,39
BLOC-1050,60005113,PHARMACIE TCHILINGUIRIAN-MAFFAIT,Chirurgie Viscérale & Digestive,7,80.6,114,7,21
BLOC-1051,10006831,SAAD ADMR MONTREVEL EN BRESSE,Cardiologie Interventionnelle,14,77.7,76,11,30
BLOC-1052,20004339,FH AED SAINT-ERME-OUTRE-ET-RAMECOURT,Orthopédie & Traumatologie,12,63.8,101,21,14
BLOC-1053,50000314,IME LE JOUCLARET,Oncologie Chirurgicale,8,84.3,73,27,33
BLOC-1054,50007301,CMP ADOS LADOUCETTE GAP,Chirurgie Viscérale & Digestive,15,79.6,104,10,40
BLOC-1055,10789949,EHPAD KORIAN HOME DE CORTEFREDONE,Orthopédie & Traumatologie,10,95.3,27,28,8
BLOC-1056,20002242,EHPAD BOSQUET VILLERS-COTTERÊTS,Cardiologie Interventionnelle,10,89.1,53,31,45
BLOC-1057,20019287,LHSS SAINT-QUENTIN,Orthopédie & Traumatologie,14,84.2,35,6,30
BLOC-1058,40000911,CENTRE HOSPITALIER DE DIGNE LES BAINS,Cardiologie Interventionnelle,13,95.3,66,5,8
BLOC-1059,20003836,ESAT SAVART SAINT-MICHEL,Oncologie Chirurgicale,12,74.2,45,33,43
BLOC-1060,20007043,FV APF SAINT-QUENTIN,Neurologie & Neurochirurgie,15,96.8,98,33,5
BLOC-1061,10006781,SAAD ADMR CHAMPAGNE EN VALROMEY,Oncologie Chirurgicale,7,74.4,86,15,39
BLOC-1062,30005789,MECS SAMPAN,Chirurgie Viscérale & Digestive,18,71.2,45,16,11
BLOC-1063,20004719,EHPAD CH GUISE,Orthopédie & Traumatologie,6,88.5,58,14,40
BLOC-1064,60015641,SELARL PHARMACIE BIARD CHAHED,Oncologie Chirurgicale,17,97.0,76,31,30
BLOC-1065,50003375,SELARL PHARMACIE CELINE GOUDIN,Cardiologie Interventionnelle,6,87.7,77,33,6
BLOC-1066,50008929,SAAD ADMR DE BUECH ET CHAURANNE,Orthopédie & Traumatologie,9,98.2,99,32,44
BLOC-1067,10008290,SAJ - ASSOCIATION ECLAT,Orthopédie & Traumatologie,12,62.1,59,7,14
BLOC-1068,20000246,CH VERVINS,Neurologie & Neurochirurgie,4,79.0,115,9,23
BLOC-1069,30000012,CH DE NERIS LES BAINS,Cardiologie Interventionnelle,5,69.0,65,17,12
BLOC-1070,20013926,SAAD CCAS LE NOUVION-EN-THIÉRACHE,Orthopédie & Traumatologie,12,87.8,60,16,5
BLOC-1071,20012431,SSIAD ADMR AUBENTON,Cardiologie Interventionnelle,9,71.1,58,20,39
BLOC-1072,40001505,FOYER DE VIE DE FORCALQUIER,Orthopédie & Traumatologie,5,94.1,111,21,10
BLOC-1073,60790185,USLD SIMONE VEIL CH CANNES,Chirurgie Viscérale & Digestive,13,60.0,84,23,22
BLOC-1074,50007756,LBM CERBALLIANCE ALPES DURANCE SITE EM,Neurologie & Neurochirurgie,9,66.0,26,21,23
BLOC-1075,10013381,TISF ADMR AIN,Cardiologie Interventionnelle,11,94.0,75,34,13
BLOC-1076,60029113,SAAD AZUR SANTE PLUS CAGNES,Cardiologie Interventionnelle,15,87.0,58,14,7
BLOC-1077,60018041,PHARMACIE DE CIMIEZ,Oncologie Chirurgicale,12,92.4,27,33,23
BLOC-1078,10011195,AIN MEDICAL,Orthopédie & Traumatologie,4,94.6,51,30,44
BLOC-1079,60017415,SELARL PHARMACIE DES ECOLES,Oncologie Chirurgicale,6,96.6,32,10,34
BLOC-1080,60005279,GRETA NICE COTE AZUR LYCEE F.CROISSET,Orthopédie & Traumatologie,17,89.5,72,34,44
BLOC-1081,30009609,SAAD ASSOCIATION ADMR LE MONTET,Orthopédie & Traumatologie,8,96.6,56,11,42
BLOC-1082,60022712,LBM EUROFINS LABAZUR NICE SITE TRINITE,Orthopédie & Traumatologie,15,76.9,67,14,20
BLOC-1083,10006930,SAAD ADMR ST-DENIS-LES-BOURG,Neurologie & Neurochirurgie,17,82.5,48,13,28
BLOC-1084,30008262,CMP ENFANTS COSNE D'ALLIER,Orthopédie & Traumatologie,4,69.6,62,21,22
BLOC-1085,60013992,PHARMACIE DES 4 CHEMINS,Oncologie Chirurgicale,12,97.9,115,23,13
BLOC-1086,60786019,CDS POLYVALENT (MGEN),Oncologie Chirurgicale,12,91.8,26,19,15
BLOC-1087,70001656,LBM UNIBIO PRIVAS,Orthopédie & Traumatologie,8,74.6,43,29,41
BLOC-1088,50005941,SSIAD L'ARBRE DE VIE,Orthopédie & Traumatologie,8,81.0,101,20,34
BLOC-1089,60018124,PHARMACIE DE LA GARE,Cardiologie Interventionnelle,11,75.9,54,29,33
BLOC-1090,60022621,LBM BIOESTEREL SITE VAUBAN,Chirurgie Viscérale & Digestive,9,96.9,115,29,17
BLOC-1091,40004145,ATELIER PROTEGE LOU JAS,Cardiologie Interventionnelle,9,83.5,33,31,20
BLOC-1092,60788437,CONSULTATION EL RANCHITO,Orthopédie & Traumatologie,15,75.3,40,24,43
BLOC-1093,60021946,LBM BIOESTEREL SITE CHATEAUNEUF DE GRA,Oncologie Chirurgicale,12,64.9,29,33,33
BLOC-1094,60004496,SELARL PHARMACIE DURIF,Cardiologie Interventionnelle,14,80.5,104,28,13
BLOC-1095,50002328,ESAT CEUZE,Orthopédie & Traumatologie,16,96.3,72,5,27
BLOC-1096,60013711,SELAS PHARMACIE DU CHENE VERT,Oncologie Chirurgicale,7,78.2,72,28,15
BLOC-1097,40003519,ASSOCIATION LE NOUVEL OLIVIER,Neurologie & Neurochirurgie,12,75.9,65,16,25
BLOC-1098,10003820,PHARMACIE DE L'AIGLETTE,Cardiologie Interventionnelle,13,73.6,84,6,10
BLOC-1099,60011376,PHARMACIE CENTRALE,Chirurgie Viscérale & Digestive,4,66.9,41,34,5
BLOC-1100,20004701,EHPAD CH LA FÈRE,Cardiologie Interventionnelle,10,66.6,119,6,18
BLOC-1101,20016812,MSP DE CRÉCY SUR SERRE,Chirurgie Viscérale & Digestive,13,63.0,25,27,11
BLOC-1102,20016887,FAM COYOLLES,Oncologie Chirurgicale,16,88.0,45,16,15
BLOC-1103,10009330,LBM NOVELAB AMBÉRIEU EN BUGEY R. SALEN,Oncologie Chirurgicale,4,65.3,104,11,14
BLOC-1104,10010478,MAISON DE SANTE COLLONGES,Orthopédie & Traumatologie,8,69.6,77,18,35
BLOC-1105,60028750,SAAD AMAPA CANNES,Chirurgie Viscérale & Digestive,6,89.6,49,22,38
BLOC-1106,60021078,ESAT PRELUDE,Cardiologie Interventionnelle,9,97.2,100,29,19
BLOC-1107,20018396,MSP DE LA FERE,Orthopédie & Traumatologie,5,90.9,42,30,29
BLOC-1108,50007434,PENSION DE FAMILLE TAMARIS,Chirurgie Viscérale & Digestive,15,90.0,72,16,42
BLOC-1109,20018370,CHRS HENRI VINCENT FDR,Neurologie & Neurochirurgie,7,88.7,77,25,22
BLOC-1110,60788742,CSAPA PREVADD ET CONSULT CH CANNES,Chirurgie Viscérale & Digestive,14,64.7,71,8,40
BLOC-1111,20016887,FAM COYOLLES,Oncologie Chirurgicale,9,90.3,43,32,14
BLOC-1112,50006071,CHI DES ALPES DU SUD SLD DE GAP,Orthopédie & Traumatologie,8,66.6,113,5,37
BLOC-1113,10012672,HÉBERGEMENT D'URGENCE PRE-GU-EM,Neurologie & Neurochirurgie,4,82.3,107,27,10
BLOC-1114,10012136,SAAD AB ET SERVICES,Orthopédie & Traumatologie,10,82.3,90,31,8
BLOC-1115,70000047,CH DE VILLENEUVE DE BERG,Orthopédie & Traumatologie,4,83.8,89,12,42
BLOC-1116,60032893,ADMR VALLEE D'AZUR,Oncologie Chirurgicale,7,97.7,120,18,30
BLOC-1117,10007268,RESIDENCE LES FONTAINES,Orthopédie & Traumatologie,15,84.5,50,24,20
BLOC-1118,40006298,SAVS URAPEDA,Cardiologie Interventionnelle,15,86.7,76,27,39
BLOC-1119,60022340,SERV. M.J.P.M. ASSIM NICE,Cardiologie Interventionnelle,14,75.7,118,28,16
BLOC-1120,20018917,CLIC ADMR,Neurologie & Neurochirurgie,18,88.5,107,32,37
BLOC-1121,10007078,ACCUEIL DE JOUR AUTONOME L'ENTRE-TEMPS,Neurologie & Neurochirurgie,9,76.4,41,31,5
BLOC-1122,30009195,CMP ADULTES AINAY LE CHÂTEAU,Chirurgie Viscérale & Digestive,10,70.0,109,25,27
BLOC-1123,40004277,SAMSAH APF MANOSQUE,Orthopédie & Traumatologie,17,65.2,102,16,22
BLOC-1124,60790979,RESIDENCE AUTONOMIE ST BARTHELEMY,Cardiologie Interventionnelle,13,65.2,84,25,2
BLOC-1125,60007127,PHARMACIE BERNOLIN,Neurologie & Neurochirurgie,4,69.0,71,11,45
BLOC-1126,20010369,FAM AUTISME02 VILLEQUIER-AUMONT,Cardiologie Interventionnelle,10,72.5,57,6,13
BLOC-1127,40005274,SCANNER GIE DIGNE IM SITE CH DIGNE,Oncologie Chirurgicale,12,75.2,28,13,36
BLOC-1128,60033131,CHU PACHAMAMA - ALTHO,Oncologie Chirurgicale,11,61.3,81,17,34
BLOC-1129,60026267,SAS ESATITUDE MENTON - RIVIERA NICE,Oncologie Chirurgicale,6,70.1,70,32,15
BLOC-1130,30003545,PHARMACIE DES FOURS A CHAUX,Orthopédie & Traumatologie,14,78.9,41,23,11
BLOC-1131,70003728,CECAGO,Chirurgie Viscérale & Digestive,17,60.2,55,22,35
BLOC-1132,30007058,LBM MAYMAT MOULINS ETIENNE SOREL,Oncologie Chirurgicale,15,85.7,114,6,21
BLOC-1133,20004636,CPEF CD02 CHÂTEAU-THIERRY,Oncologie Chirurgicale,8,97.5,92,6,27
BLOC-1134,60021417,HOPITAL PRIVE CANNES OXFORD,Neurologie & Neurochirurgie,14,65.2,92,10,38
BLOC-1135,10012581,MAS PAUL GAUDRON,Neurologie & Neurochirurgie,5,83.8,112,34,35
BLOC-1136,20018131,PF MAHIEU AEP SOISSONS,Cardiologie Interventionnelle,11,90.3,96,9,23
BLOC-1137,10010452,MAISON DE SANTE ST-ETIENNE-DU-BOIS,Orthopédie & Traumatologie,15,60.4,105,8,33
BLOC-1138,70007174,LBM GLBM DAVÉZIEUX,Orthopédie & Traumatologie,7,72.1,30,30,34
BLOC-1139,30780936,EHPAD LA VIGNE AU BOIS,Chirurgie Viscérale & Digestive,6,89.2,47,16,28
BLOC-1140,60793569,MAS DES FONTAINES,Oncologie Chirurgicale,11,69.6,107,30,3
BLOC-1141,60013141,PHARMACIE CAMIA-LIONNET,Cardiologie Interventionnelle,15,86.8,75,17,26
BLOC-1142,20015202,CAJ APEI-2V COYOLLES,Neurologie & Neurochirurgie,16,82.7,32,11,6
BLOC-1143,60031010,PROPHARMACIE DR GUERBER,Cardiologie Interventionnelle,6,67.6,119,22,33
BLOC-1144,60013075,SELARL PHARMACIE FOSSEY,Neurologie & Neurochirurgie,14,88.1,50,24,43
BLOC-1145,20002408,E.A.N.M L'OISEAU BLEU - LA FERE,Cardiologie Interventionnelle,17,73.4,47,4,39
BLOC-1146,30009393,RESIDENCE DOMITYS LA FONTAINE DU ROY,Oncologie Chirurgicale,9,96.6,92,19,35
BLOC-1147,60019536,CENTRE D'ACCUEIL DE JOUR MEDITERANNEE,Orthopédie & Traumatologie,11,78.9,37,7,4
BLOC-1148,20019584,SAAD AID'AISNE TERGNIER,Neurologie & Neurochirurgie,16,79.5,61,32,10
BLOC-1149,30009021,CPH VILTAÏS 03,Neurologie & Neurochirurgie,14,91.6,79,6,39
BLOC-1150,60787520,CONSULT.PMI ST VINCENT DE PAUL,Neurologie & Neurochirurgie,12,94.7,66,15,44
BLOC-1151,60033255,MAH ADRIEN,Oncologie Chirurgicale,16,65.4,104,10,44
BLOC-1152,60026143,SCAN GIE IMAG MED PUB PRIV SITE CH,Oncologie Chirurgicale,8,82.4,65,8,28
BLOC-1153,50000330,PSY GEN LE CHABRE LARAGNE,Cardiologie Interventionnelle,16,82.7,35,31,5
BLOC-1154,20015392,ACT CENTRE HENRI VINCENT,Oncologie Chirurgicale,9,96.2,27,14,26
BLOC-1155,60801222,CDS DENTAIRE,Orthopédie & Traumatologie,12,79.2,113,33,8
BLOC-1156,20016242,UNITE DE DIALYSE DE GUISE,Cardiologie Interventionnelle,13,65.8,67,29,2
BLOC-1157,50008218,SAAD AXEO BRIANCON,Chirurgie Viscérale & Digestive,14,87.7,63,31,39
BLOC-1158,40002891,SELARL PHARMACIE REY,Cardiologie Interventionnelle,18,76.5,81,4,40
BLOC-1159,60781556,FOYER MONTBRILLANT,Orthopédie & Traumatologie,15,93.4,73,7,33
BLOC-1160,70004494,AGUF VIVARAIS FORMATION,Cardiologie Interventionnelle,6,77.7,72,17,44
BLOC-1161,60022282,LBM CERBALLIANCE PROVENCE SITE BEAUSOL,Oncologie Chirurgicale,18,62.4,33,24,31
BLOC-1162,60011160,SELARL PHARMACIE WEHREL,Orthopédie & Traumatologie,17,86.9,87,32,18
BLOC-1163,10788339,ESAT BELLEGARDE INDUSTRIE,Chirurgie Viscérale & Digestive,8,87.2,34,21,39
BLOC-1164,30003818,SAVS DE MONTLUCON,Chirurgie Viscérale & Digestive,4,86.0,43,26,18
BLOC-1165,60026903,SAAD AAA SYLVIE SERVICES,Cardiologie Interventionnelle,13,61.0,73,12,21
BLOC-1166,60792728,EHPAD DU CH SAINT MAUR,Cardiologie Interventionnelle,11,68.2,71,16,9
BLOC-1167,10788032,EHPAD MONTREVEL-EN-BRESSE-FOISSIAT,Chirurgie Viscérale & Digestive,8,90.1,98,24,39
BLOC-1168,20001087,CH HIRSON,Oncologie Chirurgicale,18,70.3,34,5,3
BLOC-1169,50007582,MECS L'ENVOL,Cardiologie Interventionnelle,5,76.2,108,11,11
BLOC-1170,40789232,HJ VILLA VERTE FORCALQUIER,Neurologie & Neurochirurgie,8,90.8,91,19,7
BLOC-1171,60791571,ESATITUDE LA SIAGNE,Oncologie Chirurgicale,8,66.7,48,22,25
BLOC-1172,70007190,MAISON DE SANTE VILLENEUVE-DE-BERG,Orthopédie & Traumatologie,8,76.9,98,34,7
BLOC-1173,10013183,PENSION DE FAMILLE - ADOMA,Chirurgie Viscérale & Digestive,12,65.7,74,25,34
BLOC-1174,40789323,SESSAD LA DURANCE,Chirurgie Viscérale & Digestive,13,60.6,55,17,34
BLOC-1175,10003549,ECOLE SANITAIRE DU CH FLEYRIAT,Chirurgie Viscérale & Digestive,11,85.8,29,32,7
BLOC-1176,10006526,AURAL UNITE DIALYSE CH HAUT BUGEY,Cardiologie Interventionnelle,7,80.5,50,17,14
BLOC-1177,20007308,EHPAD LA DORINE,Orthopédie & Traumatologie,11,87.1,59,9,32
BLOC-1178,20017604,CENTRE D'HABITAT CHATEAU THIERRY,Cardiologie Interventionnelle,18,70.1,56,10,18
BLOC-1179,20010997,PHARMACIE DE SAINT-QUENTIN,Neurologie & Neurochirurgie,10,91.5,46,20,13
BLOC-1180,10002798,GRETA DE L'AIN,Neurologie & Neurochirurgie,9,92.3,28,29,33
BLOC-1181,60010261,SELARL PHARMACIE DE LA TURBIE,Chirurgie Viscérale & Digestive,4,79.6,106,23,10
BLOC-1182,40788838,SSIAD DE L'EHPAD LOU CIGALOU,Orthopédie & Traumatologie,6,70.2,49,26,34
BLOC-1183,60016938,FJT-RS CANNES MIMONT,Cardiologie Interventionnelle,7,81.0,67,16,24
BLOC-1184,20017950,SAAD EXPANSION O2 SAINT QUENTIN,Oncologie Chirurgicale,6,89.8,31,12,5
BLOC-1185,60800992,SSIAD MUTUELLES DU SOLEIL,Orthopédie & Traumatologie,14,68.8,47,17,28
BLOC-1186,10784783,SERV. ACCOMPAGNEMENT A LA VIE SOCIALE,Oncologie Chirurgicale,17,86.5,94,31,32
BLOC-1187,50001502,SSIAD ESSOR,Neurologie & Neurochirurgie,11,62.7,84,29,34
BLOC-1188,10003770,PHARMACIE DE GEX,Orthopédie & Traumatologie,4,63.4,45,26,19
BLOC-1189,20001863,ANTENNE ESAT AEI CHAUNY,Cardiologie Interventionnelle,5,87.6,26,34,4
BLOC-1190,10008142,FOYER COURTES,Chirurgie Viscérale & Digestive,15,90.7,41,14,14
BLOC-1191,10003101,PHARMACIE DU MARCHE,Chirurgie Viscérale & Digestive,8,75.5,36,12,18
BLOC-1192,30001572,PHARMACIE DE BESSON,Neurologie & Neurochirurgie,9,90.8,40,34,39
BLOC-1193,60026945,SAAD AIDE ET SERENITE,Orthopédie & Traumatologie,7,86.2,72,21,5
BLOC-1194,60026960,SAAD AIDE LA VIE,Oncologie Chirurgicale,7,74.3,98,15,16
BLOC-1195,60032877,ADMR SOSPEL,Chirurgie Viscérale & Digestive,15,61.3,65,20,8
BLOC-1196,10790384,MARPA DE MANZIAT,Orthopédie & Traumatologie,13,70.4,109,21,25
BLOC-1197,20010344,SELARL PHARMACIE ROUSSEAU,Orthopédie & Traumatologie,7,69.0,62,21,40
BLOC-1198,60018843,PHARMACIE NICE AVENIR,Orthopédie & Traumatologie,6,87.6,30,31,38
BLOC-1199,10786929,MAS LE VILLA-JOIE ST-JUST,Chirurgie Viscérale & Digestive,4,98.0,56,29,31
BLOC-1200,10786721,CMP ENFANTS-ADO AMBERIEU,Cardiologie Interventionnelle,5,71.9,111,29,18
BLOC-1201,60003746,CENTRE PLANIFICATION LA FORGE,Chirurgie Viscérale & Digestive,12,75.8,115,31,7
BLOC-1202,10790103,DPF ADSEA 01,Neurologie & Neurochirurgie,11,67.1,53,8,39
